species.ID;family;genus;species;trophic.guild
5803;melastomataceae;blakea/miconia;m1;plants
5804;melastomataceae;bucquetia;glutinosa;plants
5805;melastomataceae;calycogonium;squamulosum;plants
5806;melastomataceae;clidemia;caudata;plants
5807;melastomataceae;clidemia;m1;plants
5808;melastomataceae;clidemia;m2;plants
5809;melastomataceae;clidemia;piperifolia;plants
5810;melastomataceae;clidemia;septuplinervia;plants
5811;melastomataceae;conestegia;montana;plants
5812;melastomataceae;conostegia;bracteata;plants
5813;melastomataceae;conostegia;cf rubiginosa;plants
5814;melastomataceae;conostegia;formosa;plants
5815;melastomataceae;conostegia;m1;plants
5816;melastomataceae;conostegia;m2;plants
5817;melastomataceae;conostegia;montana;plants
5818;melastomataceae;conostegia;speciosa;plants
5819;melastomataceae;conostegia;vulcanicola;plants
5820;melastomataceae;conostegia;vulcanis;plants
5821;melastomataceae;dissochaeta;m1;plants
5822;melastomataceae;dissochaeta;m2;plants
5823;melastomataceae;graffenriedia;anomala;plants
5824;melastomataceae;graffenriedia;emarginata;plants
5825;melastomataceae;graffenriedia;gracilis;plants
5826;melastomataceae;henrietea cf;m1;plants
5827;melastomataceae;henrietea;m1;plants
5828;melastomataceae;henrietea?;m1;plants
5829;melastomataceae;henrietella;m1;plants
5830;melastomataceae;henrietella;tuberculosa;plants
5831;melastomataceae;henriettea;m1;plants
5832;melastomataceae;henriettea;tuberculosa;plants
5833;melastomataceae;henriettella;cf laurancei;plants
5834;melastomataceae;henriettella;m1;plants
5835;melastomataceae;henriettella;trachyphylla;plants
5836;melastomataceae;henriettia;fascicularis;plants
5837;melastomataceae;hentiettella;cf laurancei;plants
5838;melastomataceae;lansium;domesticum;plants
5839;melastomataceae;leandra;consimilis;plants
5840;melastomataceae;leandra;dichotoma;plants
5841;melastomataceae;leandra;m1;plants
5842;melastomataceae;leandra;subseriata;plants
5843;melastomataceae;loreya;m1;plants
5844;melastomataceae;loreya;umbellata;plants
5845;melastomataceae;m1;m1;plants
5846;melastomataceae;m10;m1;plants
5847;melastomataceae;m11;m1;plants
5848;melastomataceae;m12;m1;plants
5849;melastomataceae;m2;m1;plants
5850;melastomataceae;m3;m1;plants
5851;melastomataceae;m3;m2;plants
5852;melastomataceae;m4;m1;plants
5853;melastomataceae;m5;m1;plants
5854;melastomataceae;m6;m1;plants
5855;melastomataceae;m7;m1;plants
5856;melastomataceae;m9;m1;plants
5857;melastomataceae;medinilla;m1;plants
5858;melastomataceae;melastoma;m1;plants
5859;melastomataceae;memecylon;afzelii;plants
5860;melastomataceae;memecylon;amplexicaule;plants
5861;melastomataceae;memecylon;cantleyi;plants
5862;melastomataceae;memecylon;dichotomum;plants
5863;melastomataceae;memecylon;lilacinum;plants
5864;melastomataceae;memecylon;m1;plants
5865;melastomataceae;memecylon;m2;plants
5866;melastomataceae;memecylon;m3;plants
5867;melastomataceae;memecylon;megacarpon;plants
5868;melastomataceae;memecylon;megacarpum;plants
5869;melastomataceae;memecylon;mocquerysi;plants
5870;melastomataceae;memecylon;oligoneuron;plants
5871;melastomataceae;memecylon;ovalifolium;plants
5872;melastomataceae;memecylon;ovata;plants
5873;melastomataceae;memecylon;trinerve;plants
5874;melastomataceae;memecylon;wallichii;plants
5875;melastomataceae;meriana;acida;plants
5876;melastomataceae;meriana;maxima;plants
5877;melastomataceae;meriania;m1;plants
5878;melastomataceae;merriana;grandidens;plants
5879;melastomataceae;merriania?;m1;plants
5880;melastomataceae;miconia (cf ossaea);m1;plants
5881;melastomataceae;miconia ?;m1;plants
5882;melastomataceae;miconia;acuminifera;plants
5883;melastomataceae;miconia;aff cundinamarcensis;plants
5884;melastomataceae;miconia;aff prasina;plants
5885;melastomataceae;miconia;affinis;plants
5886;melastomataceae;miconia;alba;plants
5887;melastomataceae;miconia;aulocalyx;plants
5888;melastomataceae;miconia;aureoides;plants
5889;melastomataceae;miconia;barbeyana;plants
5890;melastomataceae;miconia;barbinervis;plants
5891;melastomataceae;miconia;brachybotrya;plants
5892;melastomataceae;miconia;brittonii;plants
5893;melastomataceae;miconia;calvescens;plants
5894;melastomataceae;miconia;cf floribunda;plants
5895;melastomataceae;miconia;cf glomerulifera;plants
5896;melastomataceae;miconia;cf impetiolaris;plants
5897;melastomataceae;miconia;cf juruensis;plants
5898;melastomataceae;miconia cf;m6;plants
5899;melastomataceae;miconia;cf resima;plants
5900;melastomataceae;miconia;cf rugosa;plants
5901;melastomataceae;miconia;cf splendens;plants
5902;melastomataceae;miconia;cf subandicola;plants
5903;melastomataceae;miconia;cf. smithii;plants
5904;melastomataceae;miconia;crocea;plants
5905;melastomataceae;miconia;dodecandra;plants
5906;melastomataceae;miconia;dodecandria;plants
5907;melastomataceae;miconia;elaeagnoides;plants
5908;melastomataceae;miconia;elongata;plants
5909;melastomataceae;miconia;glaucescens;plants
5910;melastomataceae;miconia;impetiolaris;plants
5911;melastomataceae;miconia;juruensis;plants
5912;melastomataceae;miconia;lanata;plants
5913;melastomataceae;miconia;lasiocalyx;plants
5914;melastomataceae;miconia;ligustrina;plants
5915;melastomataceae;miconia;lourteigiana;plants
5916;melastomataceae;miconia;lugonis;plants
5917;melastomataceae;miconia;m1;plants
5918;melastomataceae;miconia;m10;plants
5919;melastomataceae;miconia;m11;plants
5920;melastomataceae;miconia;m12;plants
5921;melastomataceae;miconia;m13;plants
5922;melastomataceae;miconia;m14;plants
5923;melastomataceae;miconia;m15;plants
5924;melastomataceae;miconia;m16;plants
5925;melastomataceae;miconia;m1?;plants
5926;melastomataceae;miconia;m2;plants
5927;melastomataceae;miconia;m3;plants
5928;melastomataceae;miconia;m4;plants
5929;melastomataceae;miconia;m5;plants
5930;melastomataceae;miconia;m6;plants
5931;melastomataceae;miconia;m7;plants
5932;melastomataceae;miconia;m8;plants
5933;melastomataceae;miconia;m9;plants
5934;melastomataceae;miconia;mazanana;plants
5935;melastomataceae;miconia;minutiflora;plants
5936;melastomataceae;miconia;myriantha;plants
5937;melastomataceae;miconia;nutans;plants
5938;melastomataceae;miconia;ochracea;plants
5939;melastomataceae;miconia;pergamentacea;plants
5940;melastomataceae;miconia;pilgeriana;plants
5941;melastomataceae;miconia;plumifera;plants
5942;melastomataceae;miconia;prasina;plants
5943;melastomataceae;miconia;pubipetala;plants
5944;melastomataceae;miconia;punctata;plants
5945;melastomataceae;miconia;punctata?;plants
5946;melastomataceae;miconia;pustulata;plants
5947;melastomataceae;miconia;reducens?;plants
5948;melastomataceae;miconia;rupticalyx;plants
5949;melastomataceae;miconia;sect. amblyarrhena;plants
5950;melastomataceae;miconia;serrulata;plants
5951;melastomataceae;miconia;setulosa;plants
5952;melastomataceae;miconia;simplex;plants
5953;melastomataceae;miconia;smargadina;plants
5954;melastomataceae;miconia;splendens;plants
5955;melastomataceae;miconia;stevensiana;plants
5956;melastomataceae;miconia;tetrasperma;plants
5957;melastomataceae;miconia;theazans;plants
5958;melastomataceae;miconia;tinifolia;plants
5959;melastomataceae;miconia;tomentosa;plants
5960;melastomataceae;miconia;trinervia;plants
5961;melastomataceae;miconia?;m1;plants
5962;melastomataceae;miconia?;m2;plants
5963;melastomataceae;mouriri;aff nigra;plants
5964;melastomataceae;mouriri;cauliflora;plants
5965;melastomataceae;mouriri;gleasoniana;plants
5966;melastomataceae;mouriri;m1;plants
5967;melastomataceae;mouriri;m2;plants
5968;melastomataceae;mouriri;micranthera;plants
5969;melastomataceae;mouriri;myrtilloides;plants
5970;melastomataceae;mouriri;nigra;plants
5971;melastomataceae;mouriri;peruviana;plants
5972;melastomataceae;ossaea;m1;plants
5973;melastomataceae;ossaea;micrantha;plants
5974;melastomataceae;ossaea;rufibarbis;plants
5975;melastomataceae;pternandra;echinata;plants
5976;melastomataceae;pternandra;hirtella;plants
5977;melastomataceae;tessmanianthus;cf. cenepensis;plants
5978;melastomataceae;tessmannianthus;calcaratus;plants
5979;melastomataceae;tibouchina;bicolor;plants
5980;melastomataceae;tibouchina;m1;plants
5981;melastomataceae;tococa;capitata;plants
5982;melastomataceae;tococa;guianensis;plants
5983;melastomataceae;tococa;m;plants
5984;melastomataceae;tococa;m1;plants
5985;melastomataceae;topbea;m1;plants
5986;melastomataceae;topobaea;asplundii;plants
5987;melastomataceae;topobaea;dodsonorum;plants
5988;melastomataceae;topobaea;dodsonorum cf;plants
5989;melastomataceae;topobaea;m1;plants
5990;melastomataceae;topobaea;m2;plants
5991;melastomataceae;topobaea;m3;plants
5992;melastomataceae;topobaea;maurofernandeziana;plants
5993;melastomataceae;topobaea;maurofernandoziana;plants
5994;melastomataceae;topobaea;{dedsonorum};plants
5995;melastomataceae;topobaea;{dodsororum};plants
5996;melastomataceae;topobea;aff inflata;plants
5997;melastomataceae;topobea;alternifolia;plants
5998;melastomataceae;topobea;anisophylla?;plants
5999;melastomataceae;topobea;castanedae;plants
6000;melastomataceae;topobea;floribunda;plants
6001;melastomataceae;topobea;m1;plants
6002;melastomataceae;topobea;m2;plants
6003;melastomataceae;topobea;m3;plants
6004;melastomataceae;topobea;pittieri;plants
6005;melastomataceae;topobea;subconnata;plants
6006;melastomataceae;warneckea;m1;plants
6007;melastomataceae;warneckia;m1;plants
6008;meliaceae;aglaia;anamalayana;plants
6009;meliaceae;aglaia;borneensis;plants
6010;meliaceae;aglaia;cinerea;plants
6011;meliaceae;aglaia;cordata;plants
6012;meliaceae;aglaia;cumingiana;plants
6013;meliaceae;aglaia;forbesii;plants
6014;meliaceae;aglaia;glabriflora;plants
6015;meliaceae;aglaia;m1;plants
6016;meliaceae;aglaia;m2;plants
6017;meliaceae;aglaia;m3;plants
6018;meliaceae;aglaia;m4;plants
6019;meliaceae;aglaia;m5;plants
6020;meliaceae;aglaia;odorotissima;plants
6021;meliaceae;aglaia;oligophylla;plants
6022;meliaceae;aglaia;tenuicaulis;plants
6023;meliaceae;aglaia;trichilia;plants
6024;meliaceae;aglaia;trichilia cf;plants
6025;meliaceae;aglaia;unifolia;plants
6026;meliaceae;amara;m1;plants
6027;meliaceae;aphanamixis;m1;plants
6028;meliaceae;aphanamixis;m2;plants
6029;meliaceae;aphanamixis;m3;plants
6030;meliaceae;aphanamixis;m4;plants
6031;meliaceae;aphanamixis;polystachya;plants
6032;meliaceae;aphanomixis;sumatrana;plants
6033;meliaceae;astrotrichilia;m1;plants
6034;meliaceae;astrotrichilia;m2;plants
6035;meliaceae;astrotrichilia;m3;plants
6036;meliaceae;cabralea;canjerana;plants
6037;meliaceae;cabralea;m1;plants
6038;meliaceae;carapa;guianensis;plants
6039;meliaceae;carapa;guianensis?;plants
6040;meliaceae;carapa;m1;plants
6041;meliaceae;carapa;megistocarpa;plants
6042;meliaceae;carapa;procera;plants
6043;meliaceae;cedrek;tonduzii;plants
6044;meliaceae;cedrela;fissilis;plants
6045;meliaceae;cedrela;lilloi;plants
6046;meliaceae;cedrela;m1;plants
6047;meliaceae;cedrela;montana;plants
6048;meliaceae;cedrela;odorata;plants
6049;meliaceae;cedrella;m1;plants
6050;meliaceae;chisochaeton;guarea cf;plants
6051;meliaceae;chisocheton;caramicus;plants
6052;meliaceae;chisocheton;ceramicus;plants
6053;meliaceae;chisocheton;guarea cf;plants
6054;meliaceae;chisocheton;m1;plants
6055;meliaceae;chisocheton;m2;plants
6056;meliaceae;chisocheton;myristac cf;plants
6057;meliaceae;chisocheton;patens;plants
6058;meliaceae;chisocheton;tomentosum;plants
6059;meliaceae;chisochiton;m1;plants
6060;meliaceae;chukrasia;velutina;plants
6061;meliaceae;dysoxylon;alliaceum;plants
6062;meliaceae;dysoxylon;arborescens;plants
6063;meliaceae;dysoxylon;arnoldianum;plants
6064;meliaceae;dysoxylon;m1;plants
6065;meliaceae;dysoxylon;m2;plants
6066;meliaceae;dysoxylon;molle;plants
6067;meliaceae;dysoxylon;parasiticum;plants
6068;meliaceae;dysoxylon;sagara;plants
6069;meliaceae;dysoxylum;carolinea;plants
6070;meliaceae;dysoxylum;m1;plants
6071;meliaceae;dysoxylum;m2;plants
6072;meliaceae;dysoxylum;m3;plants
6073;meliaceae;dysoxylum;molle;plants
6074;meliaceae;dysoxylum;palasticum;plants
6075;meliaceae;dysoxylum;sapindac cf;plants
6076;meliaceae;entandrophragma;angolense;plants
6077;meliaceae;entandrophragma;cylindricum;plants
6078;meliaceae;guarea;aff macrophylla ssp pachycarpa;plants
6079;meliaceae;guarea;aff purusana;plants
6080;meliaceae;guarea;canjerana;plants
6081;meliaceae;guarea;cartaguenya;plants
6082;meliaceae;guarea;caulobotrys;plants
6083;meliaceae;guarea;cf venenata;plants
6084;meliaceae;guarea;chinchon;plants
6085;meliaceae;guarea;corrugata;plants
6086;meliaceae;guarea;cristata;plants
6087;meliaceae;guarea;excelsa;plants
6088;meliaceae;guarea;glabra;plants
6089;meliaceae;guarea;gomma;plants
6090;meliaceae;guarea;grandifolia;plants
6091;meliaceae;guarea;guentheri;plants
6092;meliaceae;guarea;guidonia;plants
6093;meliaceae;guarea;guidonia (guidonia);plants
6094;meliaceae;guarea;inga cf;plants
6095;meliaceae;guarea;juglandiformis;plants
6096;meliaceae;guarea;kunthiana;plants
6097;meliaceae;guarea;kunthiana cf.;plants
6098;meliaceae;guarea;kunthii;plants
6099;meliaceae;guarea;kunthii cf;plants
6100;meliaceae;guarea;laurentii;plants
6101;meliaceae;guarea;leonensis cf;plants
6102;meliaceae;guarea;m1;plants
6103;meliaceae;guarea;m2;plants
6104;meliaceae;guarea;m3;plants
6105;meliaceae;guarea;m4;plants
6106;meliaceae;guarea;m?;plants
6107;meliaceae;guarea;macrophylla;plants
6108;meliaceae;guarea;macrophylla  ssp pachycarpa;plants
6109;meliaceae;guarea;macrophylla ssp pachycarpa;plants
6110;meliaceae;guarea;macrophylla ssp pendulispica;plants
6111;meliaceae;guarea;macrophylla ssp tuberculata;plants
6112;meliaceae;guarea;macrophylla ssp tuberculata?;plants
6113;meliaceae;guarea;macrophylla ssp. pendulispica;plants
6114;meliaceae;guarea;macrophylla ssp. spiciflora;plants
6115;meliaceae;guarea;macrophylla ssp. tuberculata;plants
6116;meliaceae;guarea;macrophylla?;plants
6117;meliaceae;guarea;pterorachis;plants
6118;meliaceae;guarea;pterorhachis;plants
6119;meliaceae;guarea;pubescens;plants
6120;meliaceae;guarea;pubescens ssp pubescens;plants
6121;meliaceae;guarea;purusana;plants
6122;meliaceae;guarea;ramiflora;plants
6123;meliaceae;guarea;rhopalocarpa;plants
6124;meliaceae;guarea;rhopalocarpa?;plants
6125;meliaceae;guarea;rhopalocera;plants
6126;meliaceae;guarea;silvatica;plants
6127;meliaceae;guarea;subsetulosa;plants
6128;meliaceae;guarea;sylvatica;plants
6129;meliaceae;guarea;thompsonii;plants
6130;meliaceae;guarea;tonduzii;plants
6131;meliaceae;guarea;truncatifolia;plants
6132;meliaceae;guarea;trunciflora;plants
6133;meliaceae;guaria;guidonia;plants
6134;meliaceae;lansium;domesticum;plants
6135;meliaceae;lovoa;m1;plants
6136;meliaceae;m1;m1;plants
6137;meliaceae;m2;m1;plants
6138;meliaceae;m3;m1;plants
6139;meliaceae;malleastrum;m1;plants
6140;meliaceae;malleastrum;mocquerysii;plants
6141;meliaceae;quivisianthe;papinae;plants
6142;meliaceae;reinwardtiodendron;cinerum;plants
6143;meliaceae;ruagea;glabra;plants
6144;meliaceae;ruagea;hirsuta;plants
6145;meliaceae;ruagea;m1;plants
6146;meliaceae;ruagea;ovalis;plants
6147;meliaceae;sandoricum;dasyneuron;plants
6148;meliaceae;swietenia;humilis;plants
6149;meliaceae;swietenia;macrophylla;plants
6150;meliaceae;toona;ciliata;plants
6151;meliaceae;trichilia;acuminata;plants
6152;meliaceae;trichilia;aff septentrionalia;plants
6153;meliaceae;trichilia;alegans;plants
6154;meliaceae;trichilia;americana;plants
6155;meliaceae;trichilia;breviflora;plants
6156;meliaceae;trichilia;casarettii;plants
6157;meliaceae;trichilia;catigua;plants
6158;meliaceae;trichilia;cf bullata;plants
6159;meliaceae;trichilia cf;m1;plants
6160;meliaceae;trichilia cf;m2;plants
6161;meliaceae;trichilia;claussenii;plants
6162;meliaceae;trichilia;elegans;plants
6163;meliaceae;trichilia;elegans ssp. elegans;plants
6164;meliaceae;trichilia;gilgiana;plants
6165;meliaceae;trichilia;glabra;plants
6166;meliaceae;trichilia;havanensis;plants
6167;meliaceae;trichilia;heudelotii;plants
6168;meliaceae;trichilia;hirta;plants
6169;meliaceae;trichilia;hispida;plants
6170;meliaceae;trichilia;inaequilatera;plants
6171;meliaceae;trichilia;lagoensis;plants
6172;meliaceae;trichilia;lepidota ssp schumanniana;plants
6173;meliaceae;trichilia;m1;plants
6174;meliaceae;trichilia;m1?;plants
6175;meliaceae;trichilia;m2;plants
6176;meliaceae;trichilia;m3;plants
6177;meliaceae;trichilia;m4;plants
6178;meliaceae;trichilia;m5;plants
6179;meliaceae;trichilia;martiana;plants
6180;meliaceae;trichilia;maynasiana;plants
6181;meliaceae;trichilia;maynasiana ssp maynasiana;plants
6182;meliaceae;trichilia;micrantha;plants
6183;meliaceae;trichilia;monadelpha;plants
6184;meliaceae;trichilia;montana;plants
6185;meliaceae;trichilia;moschata ssp moschata;plants
6186;meliaceae;trichilia;pallida;plants
6187;meliaceae;trichilia;pleeana;plants
6188;meliaceae;trichilia;poeppigiana;plants
6189;meliaceae;trichilia;poeppigii;plants
6190;meliaceae;trichilia;prieuriana;plants
6191;meliaceae;trichilia;quadrijuga;plants
6192;meliaceae;trichilia;quadrijuga ssp quadrijuga;plants
6193;meliaceae;trichilia;rubescens;plants
6194;meliaceae;trichilia;rubra;plants
6195;meliaceae;trichilia;schomburgkii;plants
6196;meliaceae;trichilia;schomburgkii ssp javariensis;plants
6197;meliaceae;trichilia;septentrionalis;plants
6198;meliaceae;trichilia;silvatica;plants
6199;meliaceae;trichilia;singularis;plants
6200;meliaceae;trichilia;solitudinis;plants
6201;meliaceae;trichilia;sp. nov.;plants
6202;meliaceae;trichilia;stipitata;plants
6203;meliaceae;trichilia;surinamensis;plants
6204;meliaceae;trichilia;taberculata;plants
6205;meliaceae;trichilia;trifolia;plants
6206;meliaceae;trichilia;trifolia ssp. palmeri;plants
6207;meliaceae;trichilia;tuberculata;plants
6208;meliaceae;trichilia/rugea;m1;plants
6209;meliaceae;trichilia?;m1;plants
6210;meliaceae;turraeanthus;africanus;plants
6211;meliaceae;turraeanthus;mannii;plants
6212;meliaceae;turraeanthus;nannii;plants
6213;meliaceae;walsura;chrysogyne;plants
6214;meliaceae;walsura;m1;plants
6215;meliaceae;walsura;robusta;plants
6216;meliiaceae;guarea;glabra;plants
6217;mendonciaceae;mendoncia;aff. pedunculata;plants
6218;mendonciaceae;mendoncia;flagellaris;plants
6219;mendonciaceae;mendoncia;glabra;plants
6220;mendonciaceae;mendoncia;gracilis;plants
6221;mendonciaceae;mendoncia;lindaviana;plants
6222;mendonciaceae;mendoncia;m1;plants
6223;mendonciaceae;mendoncia;mutisii;plants
6224;mendonciaceae;mendoncia;pennellii;plants
6225;mendonciaceae;mendoncia;reticulata;plants
6226;mendonciaceae;mendoncia;retusa;plants
6227;mendonciaceae;mendoncia?;m1;plants
6228;mendoniaceae;mendoncia;retusa aff;plants
6229;mendoniaceae;mendoncia;tonduzii;plants
6230;menispermaceae;abuta;aff pahni;plants
6231;menispermaceae;abuta;cf solimaesensis;plants
6232;menispermaceae;abuta;grandiflora;plants
6233;menispermaceae;abuta;grandifolia;plants
6234;menispermaceae;abuta;grisebachii;plants
6235;menispermaceae;abuta;m1;plants
6236;menispermaceae;abuta;m2;plants
6237;menispermaceae;abuta;pahni;plants
6238;menispermaceae;abuta;pahnii;plants
6239;menispermaceae;abuta;panamensis;plants
6240;menispermaceae;abuta;panurensis;plants
6241;menispermaceae;abuta;racemosa;plants
6242;menispermaceae;abuta;rufescens;plants
6243;menispermaceae;abuta;solimoesensis;plants
6244;menispermaceae;abuta?;m1;plants
6245;menispermaceae;abuta?;m2;plants
6246;menispermaceae;abuti;pahni;plants
6247;menispermaceae;anomospermum;bolivianum;plants
6248;menispermaceae;anomospermum;chloranthum;plants
6249;menispermaceae;anomospermum;grandifolium;plants
6250;menispermaceae;anomospermum;m1;plants
6251;menispermaceae;anomospermum;reticulatum;plants
6252;menispermaceae;anomospermum;solimoesanum;plants
6253;menispermaceae;anomospermum?;m1;plants
6254;menispermaceae;arcangelisia;flava;plants
6255;menispermaceae;archangelia;tympanoides;plants
6256;menispermaceae;borismene;japurensis;plants
6257;menispermaceae;borismene;m1;plants
6258;menispermaceae;burasaia;m1;plants
6259;menispermaceae;burasaia;m2;plants
6260;menispermaceae;caronia;m1;plants
6261;menispermaceae;chondrodendron;m1;plants
6262;menispermaceae;chondrodendron;tomentosum;plants
6263;menispermaceae;cissampelos;pareira;plants
6264;menispermaceae;cissampelos/disciphania;m1;plants
6265;menispermaceae;curarea;toxicofera;plants
6266;menispermaceae;curarea;toxifera;plants
6267;menispermaceae;disciphania;inversa;plants
6268;menispermaceae;disciphania;juliflora;plants
6269;menispermaceae;disciphania;m1;plants
6270;menispermaceae;disciphania?;m1;plants
6271;menispermaceae;fawcettia;tinosporoides;plants
6272;menispermaceae;hyperbaena;dominguensis;plants
6273;menispermaceae;hypserpa;laurina;plants
6274;menispermaceae;m;m1;plants
6275;menispermaceae;m;m2;plants
6276;menispermaceae;m1;m1;plants
6277;menispermaceae;m2;m1;plants
6278;menispermaceae;m3;m1;plants
6279;menispermaceae;m4;m1;plants
6280;menispermaceae;macrococculus;m1;plants
6281;menispermaceae;macrococculus;pomifera;plants
6282;menispermaceae;odontocarya;cf diplobotrya;plants
6283;menispermaceae;pachygonia;pubescens;plants
6284;menispermaceae;penianthus;longifolias;plants
6285;menispermaceae;penianthus;longifolius;plants
6286;menispermaceae;sciadotenia;eichleriana;plants
6287;menispermaceae;sciadotenia;m1;plants
6288;menispermaceae;sciadotenia;toxifera;plants
6289;menispermaceae;spirospermum;penduliflorum;plants
6290;menispermaceae;stephania;m1;plants
6291;menispermaceae;strychnopsis;thovarsii;plants
6292;menispermaceae;synclisia;scabrida;plants
6293;menispermaceae;telitoxicum;krukovii;plants
6294;menispermaceae;telitoxicum;m1;plants
6295;menispermaceae;telitoxicum;minutiflorum;plants
6296;menispermaceae;telitoxicum;peruvianum;plants
6297;menispermaceae;tiliacora;m1;plants
6298;menispermaceae;triclisia;dictyophylla;plants
6299;menispermaceae;triclisia;m1;plants
6300;menispermaceae;triclisia;m2;plants
6301;menispermaceae;triclisia;sacleuxii;plants
6302;monimiaceae;austromatthea;elegans;plants
6303;monimiaceae;daphnandra;repandula;plants
6304;monimiaceae;decarydendron;perrierii;plants
6305;monimiaceae;doryphora;aromatica;plants
6306;monimiaceae;glossocalyx;brevipes;plants
6307;monimiaceae;hedycarya;loxocarpa;plants
6308;monimiaceae;hedycarya;parvifolia;plants
6309;monimiaceae;hennecartia;amphalandra;plants
6310;monimiaceae;kibara;m1;plants
6311;monimiaceae;kibara;m2;plants
6312;monimiaceae;laurelia;philippiana;plants
6313;monimiaceae;laurelia;sempervirens;plants
6314;monimiaceae;m1;m1;plants
6315;monimiaceae;m2;m1;plants
6316;monimiaceae;millinedia;m1;plants
6317;monimiaceae;mollinedia;aff lamprophylla;plants
6318;monimiaceae;mollinedia;boliviensis;plants
6319;monimiaceae;mollinedia;caloneura;plants
6320;monimiaceae;mollinedia;campanulatea;plants
6321;monimiaceae;mollinedia;caudata;plants
6322;monimiaceae;mollinedia;darienensis;plants
6323;monimiaceae;mollinedia;hylophylla;plants
6324;monimiaceae;mollinedia;killipii;plants
6325;monimiaceae;mollinedia;killippii;plants
6326;monimiaceae;mollinedia;m1;plants
6327;monimiaceae;mollinedia;m2;plants
6328;monimiaceae;mollinedia;m3;plants
6329;monimiaceae;mollinedia;m4;plants
6330;monimiaceae;mollinedia;m5;plants
6331;monimiaceae;mollinedia;m6;plants
6332;monimiaceae;mollinedia;marchetiana;plants
6333;monimiaceae;mollinedia;tessmannii;plants
6334;monimiaceae;mollinedia;viridiflora;plants
6335;monimiaceae;nemuaron;vieillardii;plants
6336;monimiaceae;palmeria;m1;plants
6337;monimiaceae;siparuma;guianensis;plants
6338;monimiaceae;siparuna;af cristata;plants
6339;monimiaceae;siparuna;aff guianensis;plants
6340;monimiaceae;siparuna;aff lepidiflora;plants
6341;monimiaceae;siparuna;aff. cristata;plants
6342;monimiaceae;siparuna;amazonica;plants
6343;monimiaceae;siparuna;andina;plants
6344;monimiaceae;siparuna;bifida;plants
6345;monimiaceae;siparuna;bifida cf;plants
6346;monimiaceae;siparuna;cervicornis;plants
6347;monimiaceae;siparuna;cf guianensis;plants
6348;monimiaceae;siparuna;cf lepidiflora;plants
6349;monimiaceae;siparuna cf;surinanensis;plants
6350;monimiaceae;siparuna;cf. williamsiii;plants
6351;monimiaceae;siparuna;cristata;plants
6352;monimiaceae;siparuna;cristata aff;plants
6353;monimiaceae;siparuna;cuspidata;plants
6354;monimiaceae;siparuna;decipiens;plants
6355;monimiaceae;siparuna;domatiata;plants
6356;monimiaceae;siparuna;gesnerioides;plants
6357;monimiaceae;siparuna;gesnerioides?;plants
6358;monimiaceae;siparuna;gigantotepala;plants
6359;monimiaceae;siparuna;goudotiana;plants
6360;monimiaceae;siparuna;guianensis;plants
6361;monimiaceae;siparuna;laurifolia;plants
6362;monimiaceae;siparuna;lepidiflora;plants
6363;monimiaceae;siparuna;lepidota;plants
6364;monimiaceae;siparuna;m1;plants
6365;monimiaceae;siparuna;m2;plants
6366;monimiaceae;siparuna;m3;plants
6367;monimiaceae;siparuna;m4;plants
6368;monimiaceae;siparuna;pauciflora;plants
6369;monimiaceae;siparuna;schimpftii;plants
6370;monimiaceae;siparuna;tonduziana;plants
6371;monimiaceae;sloanea;m1;plants
6372;monimiaceae;steganthera;australiana;plants
6373;monimiaceae;steganthera;hirsuta;plants
6374;monimiaceae;steganthera;m1;plants
6375;monimiaceae;tambourissa;m1;plants
6376;monimiaceae;tambourissa;m2;plants
6377;monimiaceae;tambourissa;odorata;plants
6378;monimiaceae;tambourissa;peltata;plants
6379;monimiaceae;tambourissa;perrieri;plants
6380;monimiaceae;tambourissa;purpurea;plants
6381;monimiaceae;tambourissa;schatzii;plants
6382;moraceae;antiaris;toxicaria;plants
6383;moraceae;antiaropsis;m1;plants
6384;moraceae;antiaropsis;toxicaria;plants
6385;moraceae;artocarpus;anisophyllus;plants
6386;moraceae;artocarpus;integer;plants
6387;moraceae;artocarpus;m1;plants
6388;moraceae;artocarpus;nitidus;plants
6389;moraceae;artocarpus;odoratissimus;plants
6390;moraceae;artocarpus;rigidus;plants
6391;moraceae;artocarpus?;m2;plants
6392;moraceae;batocarpus;amazonicus;plants
6393;moraceae;batocarpus;costaricensis;plants
6394;moraceae;batocarpus;costariensis;plants
6395;moraceae;batocarpus;m1;plants
6396;moraceae;batocarpus;orinocensis;plants
6397;moraceae;bosqueia;phoberos;plants
6398;moraceae;brosimum;alicastrum;plants
6399;moraceae;brosimum;cf lactescens;plants
6400;moraceae;brosimum;cf parinarioides;plants
6401;moraceae;brosimum;costaricanum;plants
6402;moraceae;brosimum;costaricensis;plants
6403;moraceae;brosimum;gaudichaudii;plants
6404;moraceae;brosimum;glaziovii;plants
6405;moraceae;brosimum;guadichaudii;plants
6406;moraceae;brosimum;guianense;plants
6407;moraceae;brosimum;guianensis;plants
6408;moraceae;brosimum;lactescens;plants
6409;moraceae;brosimum;m1;plants
6410;moraceae;brosimum;m2;plants
6411;moraceae;brosimum;parinarioides;plants
6412;moraceae;brosimum;parinarioides ssp amplicoma;plants
6413;moraceae;brosimum;rubescens;plants
6414;moraceae;brosimum;utile;plants
6415;moraceae;brosimum;utile ssp magdalenense berg;plants
6416;moraceae;brosimum;utile ssp occidentalis;plants
