"year";"plot";"subplot";"sp";"individuals";"SAD.model"
2019;6;"A5";"BEMA";NA;"niche_fitness"
2015;7;"A5";"BEMA";NA;"niche_fitness"
2016;7;"A5";"BEMA";31,700367306639;"niche_fitness"
2017;7;"A5";"BEMA";NA;"niche_fitness"
2018;7;"A5";"BEMA";NA;"niche_fitness"
2019;7;"A5";"BEMA";4,71194567883054;"niche_fitness"
2015;8;"A5";"BEMA";NA;"niche_fitness"
2016;8;"A5";"BEMA";24,4189931721177;"niche_fitness"
2017;8;"A5";"BEMA";NA;"niche_fitness"
2018;8;"A5";"BEMA";NA;"niche_fitness"
2019;8;"A5";"BEMA";3,08714684954244;"niche_fitness"
2015;9;"A5";"BEMA";NA;"niche_fitness"
2016;9;"A5";"BEMA";30,165701229595;"niche_fitness"
2017;9;"A5";"BEMA";NA;"niche_fitness"
2018;9;"A5";"BEMA";NA;"niche_fitness"
2019;9;"A5";"BEMA";NA;"niche_fitness"
2015;1;"A6";"BEMA";NA;"niche_fitness"
2016;1;"A6";"BEMA";NA;"niche_fitness"
2017;1;"A6";"BEMA";NA;"niche_fitness"
2018;1;"A6";"BEMA";NA;"niche_fitness"
2019;1;"A6";"BEMA";NA;"niche_fitness"
2015;2;"A6";"BEMA";NA;"niche_fitness"
2016;2;"A6";"BEMA";NA;"niche_fitness"
2017;2;"A6";"BEMA";5,87127981505511;"niche_fitness"
2018;2;"A6";"BEMA";NA;"niche_fitness"
2019;2;"A6";"BEMA";NA;"niche_fitness"
2015;3;"A6";"BEMA";NA;"niche_fitness"
2016;3;"A6";"BEMA";NA;"niche_fitness"
2017;3;"A6";"BEMA";1,58357777119739;"niche_fitness"
2018;3;"A6";"BEMA";8,85027150315234;"niche_fitness"
2019;3;"A6";"BEMA";NA;"niche_fitness"
2015;4;"A6";"BEMA";NA;"niche_fitness"
2016;4;"A6";"BEMA";47,7615433224725;"niche_fitness"
2017;4;"A6";"BEMA";NA;"niche_fitness"
2018;4;"A6";"BEMA";NA;"niche_fitness"
2019;4;"A6";"BEMA";NA;"niche_fitness"
2015;5;"A6";"BEMA";NA;"niche_fitness"
2016;5;"A6";"BEMA";NA;"niche_fitness"
2017;5;"A6";"BEMA";NA;"niche_fitness"
2018;5;"A6";"BEMA";NA;"niche_fitness"
2019;5;"A6";"BEMA";NA;"niche_fitness"
2015;6;"A6";"BEMA";NA;"niche_fitness"
2016;6;"A6";"BEMA";NA;"niche_fitness"
2017;6;"A6";"BEMA";NA;"niche_fitness"
2018;6;"A6";"BEMA";NA;"niche_fitness"
2019;6;"A6";"BEMA";NA;"niche_fitness"
2015;7;"A6";"BEMA";NA;"niche_fitness"
2016;7;"A6";"BEMA";24,5821782109808;"niche_fitness"
2017;7;"A6";"BEMA";NA;"niche_fitness"
2018;7;"A6";"BEMA";NA;"niche_fitness"
2019;7;"A6";"BEMA";3,61716431894792;"niche_fitness"
2015;8;"A6";"BEMA";NA;"niche_fitness"
2016;8;"A6";"BEMA";15,6869017851193;"niche_fitness"
2017;8;"A6";"BEMA";NA;"niche_fitness"
2018;8;"A6";"BEMA";NA;"niche_fitness"
2019;8;"A6";"BEMA";5,22685395984405;"niche_fitness"
2015;9;"A6";"BEMA";NA;"niche_fitness"
2016;9;"A6";"BEMA";23,8256762088803;"niche_fitness"
2017;9;"A6";"BEMA";NA;"niche_fitness"
2018;9;"A6";"BEMA";NA;"niche_fitness"
2019;9;"A6";"BEMA";NA;"niche_fitness"
2015;1;"B1";"BEMA";7,83101359999156;"niche_fitness"
2016;1;"B1";"BEMA";29,1743608704668;"niche_fitness"
2017;1;"B1";"BEMA";5,2646493543052;"niche_fitness"
2018;1;"B1";"BEMA";NA;"niche_fitness"
2019;1;"B1";"BEMA";NA;"niche_fitness"
2015;2;"B1";"BEMA";NA;"niche_fitness"
2016;2;"B1";"BEMA";23,3522634187307;"niche_fitness"
2017;2;"B1";"BEMA";NA;"niche_fitness"
2018;2;"B1";"BEMA";NA;"niche_fitness"
2019;2;"B1";"BEMA";NA;"niche_fitness"
2015;3;"B1";"BEMA";NA;"niche_fitness"
2016;3;"B1";"BEMA";NA;"niche_fitness"
2017;3;"B1";"BEMA";NA;"niche_fitness"
2018;3;"B1";"BEMA";NA;"niche_fitness"
2019;3;"B1";"BEMA";NA;"niche_fitness"
2015;4;"B1";"BEMA";NA;"niche_fitness"
2016;4;"B1";"BEMA";22,608021833472;"niche_fitness"
2017;4;"B1";"BEMA";NA;"niche_fitness"
2018;4;"B1";"BEMA";NA;"niche_fitness"
2019;4;"B1";"BEMA";NA;"niche_fitness"
2015;5;"B1";"BEMA";NA;"niche_fitness"
2016;5;"B1";"BEMA";29,1264832714561;"niche_fitness"
2017;5;"B1";"BEMA";NA;"niche_fitness"
2018;5;"B1";"BEMA";NA;"niche_fitness"
2019;5;"B1";"BEMA";NA;"niche_fitness"
2015;6;"B1";"BEMA";NA;"niche_fitness"
2016;6;"B1";"BEMA";26,0360228423055;"niche_fitness"
2017;6;"B1";"BEMA";NA;"niche_fitness"
2018;6;"B1";"BEMA";NA;"niche_fitness"
2019;6;"B1";"BEMA";NA;"niche_fitness"
2015;7;"B1";"BEMA";NA;"niche_fitness"
2016;7;"B1";"BEMA";14,5762061036946;"niche_fitness"
2017;7;"B1";"BEMA";NA;"niche_fitness"
2018;7;"B1";"BEMA";NA;"niche_fitness"
2019;7;"B1";"BEMA";5,29820339097961;"niche_fitness"
2015;8;"B1";"BEMA";NA;"niche_fitness"
2016;8;"B1";"BEMA";26,6634382497451;"niche_fitness"
2017;8;"B1";"BEMA";NA;"niche_fitness"
2018;8;"B1";"BEMA";NA;"niche_fitness"
2019;8;"B1";"BEMA";6,19501639184718;"niche_fitness"
2015;9;"B1";"BEMA";NA;"niche_fitness"
2016;9;"B1";"BEMA";26,8032634483399;"niche_fitness"
2017;9;"B1";"BEMA";NA;"niche_fitness"
2018;9;"B1";"BEMA";NA;"niche_fitness"
2019;9;"B1";"BEMA";NA;"niche_fitness"
2015;1;"B2";"BEMA";NA;"niche_fitness"
2016;1;"B2";"BEMA";40,2285358877532;"niche_fitness"
2017;1;"B2";"BEMA";NA;"niche_fitness"
2018;1;"B2";"BEMA";NA;"niche_fitness"
2019;1;"B2";"BEMA";NA;"niche_fitness"
2015;2;"B2";"BEMA";NA;"niche_fitness"
2016;2;"B2";"BEMA";NA;"niche_fitness"
2017;2;"B2";"BEMA";6,65397464025624;"niche_fitness"
2018;2;"B2";"BEMA";NA;"niche_fitness"
2019;2;"B2";"BEMA";NA;"niche_fitness"
2015;3;"B2";"BEMA";NA;"niche_fitness"
2016;3;"B2";"BEMA";11,4106705087556;"niche_fitness"
2017;3;"B2";"BEMA";1,74348265851328;"niche_fitness"
2018;3;"B2";"BEMA";NA;"niche_fitness"
2019;3;"B2";"BEMA";NA;"niche_fitness"
2015;4;"B2";"BEMA";NA;"niche_fitness"
2016;4;"B2";"BEMA";49,6943312791046;"niche_fitness"
2017;4;"B2";"BEMA";NA;"niche_fitness"
2018;4;"B2";"BEMA";NA;"niche_fitness"
2019;4;"B2";"BEMA";NA;"niche_fitness"
2015;5;"B2";"BEMA";16,5413537154651;"niche_fitness"
2016;5;"B2";"BEMA";NA;"niche_fitness"
2017;5;"B2";"BEMA";NA;"niche_fitness"
2018;5;"B2";"BEMA";NA;"niche_fitness"
2019;5;"B2";"BEMA";NA;"niche_fitness"
2015;6;"B2";"BEMA";16,716439467406;"niche_fitness"
2016;6;"B2";"BEMA";32,1076685590041;"niche_fitness"
2017;6;"B2";"BEMA";NA;"niche_fitness"
2018;6;"B2";"BEMA";NA;"niche_fitness"
2019;6;"B2";"BEMA";NA;"niche_fitness"
2015;7;"B2";"BEMA";NA;"niche_fitness"
2016;7;"B2";"BEMA";24,829752257233;"niche_fitness"
2017;7;"B2";"BEMA";NA;"niche_fitness"
2018;7;"B2";"BEMA";NA;"niche_fitness"
2019;7;"B2";"BEMA";10,4329275898408;"niche_fitness"
2015;8;"B2";"BEMA";NA;"niche_fitness"
2016;8;"B2";"BEMA";19,540953421859;"niche_fitness"
2017;8;"B2";"BEMA";NA;"niche_fitness"
2018;8;"B2";"BEMA";NA;"niche_fitness"
2019;8;"B2";"BEMA";5,60450378636135;"niche_fitness"
2015;9;"B2";"BEMA";NA;"niche_fitness"
2016;9;"B2";"BEMA";19,3568193373748;"niche_fitness"
2017;9;"B2";"BEMA";NA;"niche_fitness"
2018;9;"B2";"BEMA";NA;"niche_fitness"
2019;9;"B2";"BEMA";NA;"niche_fitness"
2015;1;"B3";"BEMA";NA;"niche_fitness"
2016;1;"B3";"BEMA";NA;"niche_fitness"
2017;1;"B3";"BEMA";NA;"niche_fitness"
2018;1;"B3";"BEMA";NA;"niche_fitness"
2019;1;"B3";"BEMA";NA;"niche_fitness"
2015;2;"B3";"BEMA";2,18441959770389;"niche_fitness"
2016;2;"B3";"BEMA";31,3534542933701;"niche_fitness"
2017;2;"B3";"BEMA";NA;"niche_fitness"
2018;2;"B3";"BEMA";21,124897469939;"niche_fitness"
2019;2;"B3";"BEMA";NA;"niche_fitness"
2015;3;"B3";"BEMA";NA;"niche_fitness"
2016;3;"B3";"BEMA";13,9599728547748;"niche_fitness"
2017;3;"B3";"BEMA";NA;"niche_fitness"
2018;3;"B3";"BEMA";NA;"niche_fitness"
2019;3;"B3";"BEMA";NA;"niche_fitness"
2015;4;"B3";"BEMA";NA;"niche_fitness"
2016;4;"B3";"BEMA";36,5661404885052;"niche_fitness"
2017;4;"B3";"BEMA";NA;"niche_fitness"
2018;4;"B3";"BEMA";NA;"niche_fitness"
2019;4;"B3";"BEMA";8,78753538803341;"niche_fitness"
2015;5;"B3";"BEMA";26,4060899256217;"niche_fitness"
2016;5;"B3";"BEMA";20,9131073634605;"niche_fitness"
2017;5;"B3";"BEMA";NA;"niche_fitness"
2018;5;"B3";"BEMA";NA;"niche_fitness"
2019;5;"B3";"BEMA";NA;"niche_fitness"
2015;6;"B3";"BEMA";NA;"niche_fitness"
2016;6;"B3";"BEMA";13,408292696568;"niche_fitness"
2017;6;"B3";"BEMA";NA;"niche_fitness"
2018;6;"B3";"BEMA";NA;"niche_fitness"
2019;6;"B3";"BEMA";NA;"niche_fitness"
2015;7;"B3";"BEMA";NA;"niche_fitness"
2016;7;"B3";"BEMA";21,8957377677094;"niche_fitness"
2017;7;"B3";"BEMA";NA;"niche_fitness"
2018;7;"B3";"BEMA";NA;"niche_fitness"
2019;7;"B3";"BEMA";12,2830909642525;"niche_fitness"
2015;8;"B3";"BEMA";NA;"niche_fitness"
2016;8;"B3";"BEMA";23,1032742920611;"niche_fitness"
2017;8;"B3";"BEMA";NA;"niche_fitness"
2018;8;"B3";"BEMA";NA;"niche_fitness"
2019;8;"B3";"BEMA";2,75763254120405;"niche_fitness"
2015;9;"B3";"BEMA";NA;"niche_fitness"
2016;9;"B3";"BEMA";18,0590863943054;"niche_fitness"
2017;9;"B3";"BEMA";NA;"niche_fitness"
2018;9;"B3";"BEMA";NA;"niche_fitness"
2019;9;"B3";"BEMA";NA;"niche_fitness"
2015;1;"B4";"BEMA";NA;"niche_fitness"
2016;1;"B4";"BEMA";37,3764271734059;"niche_fitness"
2017;1;"B4";"BEMA";NA;"niche_fitness"
2018;1;"B4";"BEMA";NA;"niche_fitness"
2019;1;"B4";"BEMA";NA;"niche_fitness"
2015;2;"B4";"BEMA";NA;"niche_fitness"
2016;2;"B4";"BEMA";31,6790942458087;"niche_fitness"
2017;2;"B4";"BEMA";NA;"niche_fitness"
2018;2;"B4";"BEMA";NA;"niche_fitness"
2019;2;"B4";"BEMA";NA;"niche_fitness"
2015;3;"B4";"BEMA";NA;"niche_fitness"
2016;3;"B4";"BEMA";19,4631973512553;"niche_fitness"
2017;3;"B4";"BEMA";2,42957748022984;"niche_fitness"
2018;3;"B4";"BEMA";NA;"niche_fitness"
2019;3;"B4";"BEMA";NA;"niche_fitness"
2015;4;"B4";"BEMA";16,5762938569556;"niche_fitness"
2016;4;"B4";"BEMA";40,5829021571084;"niche_fitness"
2017;4;"B4";"BEMA";NA;"niche_fitness"
2018;4;"B4";"BEMA";NA;"niche_fitness"
2019;4;"B4";"BEMA";NA;"niche_fitness"
2015;5;"B4";"BEMA";NA;"niche_fitness"
2016;5;"B4";"BEMA";29,6156983564215;"niche_fitness"
2017;5;"B4";"BEMA";NA;"niche_fitness"
2018;5;"B4";"BEMA";NA;"niche_fitness"
2019;5;"B4";"BEMA";NA;"niche_fitness"
2015;6;"B4";"BEMA";NA;"niche_fitness"
2016;6;"B4";"BEMA";20,8174366469921;"niche_fitness"
2017;6;"B4";"BEMA";NA;"niche_fitness"
2018;6;"B4";"BEMA";NA;"niche_fitness"
2019;6;"B4";"BEMA";NA;"niche_fitness"
2015;7;"B4";"BEMA";NA;"niche_fitness"
2016;7;"B4";"BEMA";15,600233327084;"niche_fitness"
2017;7;"B4";"BEMA";NA;"niche_fitness"
2018;7;"B4";"BEMA";NA;"niche_fitness"
2019;7;"B4";"BEMA";4,08105076260154;"niche_fitness"
2015;8;"B4";"BEMA";NA;"niche_fitness"
2016;8;"B4";"BEMA";14,8834881057289;"niche_fitness"
2017;8;"B4";"BEMA";NA;"niche_fitness"
2018;8;"B4";"BEMA";NA;"niche_fitness"
2019;8;"B4";"BEMA";2,517476179352;"niche_fitness"
2015;9;"B4";"BEMA";NA;"niche_fitness"
2016;9;"B4";"BEMA";19,1660539614932;"niche_fitness"
2017;9;"B4";"BEMA";NA;"niche_fitness"
2018;9;"B4";"BEMA";NA;"niche_fitness"
2019;9;"B4";"BEMA";NA;"niche_fitness"
2015;1;"B5";"BEMA";NA;"niche_fitness"
2016;1;"B5";"BEMA";51,14878774474;"niche_fitness"
2017;1;"B5";"BEMA";NA;"niche_fitness"
2018;1;"B5";"BEMA";NA;"niche_fitness"
2019;1;"B5";"BEMA";NA;"niche_fitness"
2015;2;"B5";"BEMA";1,34304281411275;"niche_fitness"
2016;2;"B5";"BEMA";16,6844106924178;"niche_fitness"
2017;2;"B5";"BEMA";NA;"niche_fitness"
2018;2;"B5";"BEMA";NA;"niche_fitness"
2019;2;"B5";"BEMA";NA;"niche_fitness"
2015;3;"B5";"BEMA";NA;"niche_fitness"
2016;3;"B5";"BEMA";NA;"niche_fitness"
2017;3;"B5";"BEMA";1,76590631272964;"niche_fitness"
2018;3;"B5";"BEMA";NA;"niche_fitness"
2019;3;"B5";"BEMA";NA;"niche_fitness"
2015;4;"B5";"BEMA";15,2820761666293;"niche_fitness"
2016;4;"B5";"BEMA";35,6946413557739;"niche_fitness"
2017;4;"B5";"BEMA";NA;"niche_fitness"
2018;4;"B5";"BEMA";NA;"niche_fitness"
2019;4;"B5";"BEMA";13,6262307838604;"niche_fitness"
2015;5;"B5";"BEMA";NA;"niche_fitness"
2016;5;"B5";"BEMA";NA;"niche_fitness"
2017;5;"B5";"BEMA";4,43494484353584;"niche_fitness"
2018;5;"B5";"BEMA";NA;"niche_fitness"
2019;5;"B5";"BEMA";NA;"niche_fitness"
2015;6;"B5";"BEMA";NA;"niche_fitness"
2016;6;"B5";"BEMA";14,2534382123789;"niche_fitness"
2017;6;"B5";"BEMA";NA;"niche_fitness"
2018;6;"B5";"BEMA";NA;"niche_fitness"
2019;6;"B5";"BEMA";NA;"niche_fitness"
2015;7;"B5";"BEMA";NA;"niche_fitness"
2016;7;"B5";"BEMA";15,8882487565754;"niche_fitness"
2017;7;"B5";"BEMA";NA;"niche_fitness"
2018;7;"B5";"BEMA";NA;"niche_fitness"
2019;7;"B5";"BEMA";1,63951495464804;"niche_fitness"
2015;8;"B5";"BEMA";NA;"niche_fitness"
2016;8;"B5";"BEMA";20,2164733221599;"niche_fitness"
2017;8;"B5";"BEMA";NA;"niche_fitness"
2018;8;"B5";"BEMA";NA;"niche_fitness"
2019;8;"B5";"BEMA";3,13396914344;"niche_fitness"
2015;9;"B5";"BEMA";NA;"niche_fitness"
