"year";"plot";"subplot";"focal";"fruit";"seed";"BEMA";"CETE";"CHFU";"HOMA";"LEMA";"MESP";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SOAS";"SPRU"
2015;5;"C3";"CHFU";1;63;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2015;5;"C3";"LEMA";11;605;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0
2015;5;"C3";"PAIN";5;115;0;1;0;2;0;0;0;2;0;0;0;0;0;0;0
2015;5;"C3";"PLCO";3;102;0;0;2;1;2;0;0;0;0;0;0;1;0;0;0
2015;5;"C3";"SASO";104;208;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0
2015;5;"C3";"SOAS";9;261;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2015;5;"C4";"CHFU";1;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;5;"C4";"LEMA";9;495;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2015;5;"C4";"PAIN";8;184;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0
2015;5;"C4";"PLCO";1;34;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0
2015;5;"C4";"SASO";56;112;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0
2015;5;"C5";"BEMA";12;48;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0
2015;5;"C5";"LEMA";9;495;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2015;5;"C5";"PAIN";3;69;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0
2015;5;"C5";"PLCO";2;68;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"C5";"SASO";72;144;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2015;5;"C5";"SOAS";18;522;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2015;5;"C6";"CHFU";3;189;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0
2015;5;"C6";"PAIN";2;46;0;0;1;4;0;0;0;0;0;0;0;1;0;0;0
2015;5;"C6";"PLCO";1;34;0;6;3;3;0;0;0;0;0;0;0;0;1;0;0
2015;5;"C6";"SASO";62;124;0;0;0;3;0;0;0;0;0;1;0;1;0;0;0
2015;5;"D1";"LEMA";8;440;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D1";"PAIN";5;115;0;1;2;0;0;0;0;1;0;0;0;0;0;0;1
2015;5;"D1";"PLCO";3;102;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D1";"SASO";52;104;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D2";"LEMA";9;495;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0
2015;5;"D2";"PAIN";8;184;0;0;2;2;1;0;0;1;0;0;0;0;0;0;0
2015;5;"D2";"PLCO";1;34;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D2";"PUPA";9;612;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D2";"SASO";56;112;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D3";"LEMA";6;330;0;0;1;2;0;1;0;1;0;0;0;0;0;0;0
2015;5;"D3";"PAIN";4;92;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D3";"PLCO";3;102;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0
2015;5;"D3";"SASO";48;96;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D4";"LEMA";8;440;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D4";"PLCO";1;34;0;0;1;4;0;0;0;2;0;0;0;0;0;0;0
2015;5;"D4";"SASO";26;52;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0
2015;5;"D5";"LEMA";4;220;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D5";"PAIN";2;46;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D5";"PAIN";3;69;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0
2015;5;"D5";"PLCO";3;102;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0
2015;5;"D5";"SASO";56;112;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D6";"LEMA";6;330;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2015;5;"D6";"PAIN";2;46;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0
2015;5;"D6";"PLCO";2;68;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"E1";"CHFU";3;189;1;0;2;0;2;0;0;3;0;0;0;0;0;0;0
2015;5;"E1";"LEMA";10;550;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0
2015;5;"E1";"PAIN";2;46;0;0;1;3;0;0;0;0;0;1;0;0;0;0;0
2015;5;"E1";"PLCO";1;34;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0
2015;5;"E1";"SASO";84;168;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"E2";"CHFU";4;252;0;0;3;0;1;0;0;1;0;0;0;0;1;0;0
2015;5;"E2";"LEMA";7;385;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
2015;5;"E2";"PAIN";4;92;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2015;5;"E2";"PLCO";3;102;0;0;2;0;0;0;0;2;0;0;0;1;0;0;0
2015;5;"E2";"SASO";110;220;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0
2015;5;"E3";"CHFU";11;693;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0
2015;5;"E3";"LEMA";7;385;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0
2015;5;"E3";"PAIN";5;115;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0
2015;5;"E3";"PLCO";3;102;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0
2015;5;"E3";"SASO";72;144;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
2015;5;"E4";"CHFU";1;63;0;0;3;0;0;0;0;3;0;0;0;0;2;0;0
2015;5;"E4";"LEMA";10;550;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0
2015;5;"E4";"PAIN";3;69;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2015;5;"E4";"PLCO";4;136;0;0;2;3;0;0;0;1;0;0;0;0;0;0;0
2015;5;"E4";"SASO";8;16;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2015;5;"E5";"BEMA";12;48;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0
2015;5;"E5";"CHFU";14;882;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
2015;5;"E5";"LEMA";10;550;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0
2015;5;"E5";"PAIN";11;253;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0
2015;5;"E5";"PLCO";3;102;0;2;0;3;0;0;1;0;0;0;0;0;0;0;0
2015;5;"E5";"SASO";44;88;1;0;2;3;0;0;0;0;0;0;0;0;1;0;0
2015;5;"E6";"BEMA";7;28;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
2015;5;"E6";"CHFU";9;567;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2015;5;"E6";"LEMA";7;385;0;0;1;1;0;0;1;1;0;0;0;0;2;0;0
2015;5;"E6";"PAIN";4;92;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0
2015;5;"E6";"PLCO";4;136;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0
2015;5;"E6";"SASO";2320;4640;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2015;5;"F1";"BEMA";12;48;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
2015;5;"F1";"LEMA";8;440;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0
2015;5;"F1";"PAIN";6;138;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0
2015;5;"F1";"PLCO";2;68;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2015;5;"F1";"SASO";98;196;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0
2015;5;"F2";"LEMA";10;550;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0
2015;5;"F2";"PAIN";7;161;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0
2015;5;"F2";"PLCO";2;68;0;4;1;0;0;0;0;0;3;0;0;0;0;0;0
2015;5;"F2";"SASO";114;228;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"F3";"LEMA";7;385;0;0;2;1;0;0;0;2;0;0;0;0;0;0;0
2015;5;"F3";"PAIN";8;184;0;0;3;0;0;0;0;2;0;0;0;1;0;0;0
2015;5;"F3";"PLCO";2;68;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1
2015;5;"F3";"SASO";42;84;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2015;5;"F4";"BEMA";7;28;0;0;0;4;1;0;0;1;0;0;0;0;0;0;0
2015;5;"F4";"BEMA";20;80;0;2;0;3;0;0;1;0;0;0;0;0;0;0;0
2015;5;"F4";"LEMA";11;605;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
2015;5;"F4";"PAIN";5;115;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2015;5;"F4";"PLCO";1;34;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0
2015;5;"F4";"SASO";72;144;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
2015;5;"F5";"BEMA";12;48;0;4;0;2;0;1;0;0;0;0;0;0;1;0;0
2015;5;"F5";"LEMA";8;440;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0
2015;5;"F5";"PAIN";8;184;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0
2015;5;"F5";"PLCO";3;102;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2015;5;"F5";"SASO";18;36;0;0;1;3;0;0;0;0;0;0;0;1;0;0;0
2015;5;"F6";"BEMA";5;20;0;0;1;3;0;0;0;0;0;0;0;0;3;0;0
2015;5;"F6";"LEMA";7;385;0;0;1;2;0;1;0;0;0;0;0;2;2;0;0
2015;5;"F6";"PAIN";4;92;0;0;1;1;0;1;0;0;0;0;0;11;0;0;0
2015;5;"F6";"PLCO";1;34;0;0;2;3;0;0;0;0;0;0;0;18;0;0;0
2015;5;"F6";"SASO";32;64;0;0;1;3;0;0;0;0;0;0;0;3;0;0;0
2015;6;"A1";"BEMA";21;84;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0
2015;6;"A1";"CHFU";2;126;0;0;4;0;0;0;0;5;1;0;0;0;0;0;0
2015;6;"A1";"HOMA";1;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
2015;6;"A1";"LEMA";2;110;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"A1";"PAIN";3;69;0;0;2;0;0;0;0;6;0;0;0;0;0;0;0
2015;6;"A1";"PLCO";2;68;0;0;1;0;0;0;1;4;0;0;0;0;0;0;0
2015;6;"A1";"SCLA";1;38;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0
2015;6;"A1";"SPRU";11;517;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0
2015;6;"A2";"BEMA";16;64;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0
2015;6;"A2";"CHFU";5;315;0;0;3;0;2;0;0;3;0;0;0;0;0;0;0
2015;6;"A2";"HOMA";9;135;0;0;2;0;0;0;0;3;0;0;0;0;0;0;1
2015;6;"A2";"LEMA";9;495;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"A2";"PAIN";5;115;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"A2";"PLCO";10;340;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"A2";"SASO";124;248;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"A2";"SASO";160;320;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"A2";"SPRU";21;987;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0
2015;6;"A3";"CHFU";8;504;0;0;5;0;0;2;0;4;0;0;0;0;0;0;0
2015;6;"A3";"HOMA";1;15;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
2015;6;"A3";"LEMA";6;330;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0
2015;6;"A3";"PAIN";5;115;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0
2015;6;"A3";"PLCO";6;204;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0
2015;6;"A3";"SASO";310;620;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0
2015;6;"A4";"CHFU";2;126;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0
2015;6;"A4";"HOMA";8;120;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0
2015;6;"A4";"LEMA";5;275;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0
2015;6;"A4";"PAIN";3;69;0;0;1;1;0;0;0;5;0;0;0;0;0;0;0
2015;6;"A4";"PLCO";5;170;0;0;1;1;0;0;0;3;0;0;0;1;0;0;0
2015;6;"A4";"SASO";136;272;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0
2015;6;"A5";"CHFU";7;441;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0
2015;6;"A5";"HOMA";4;60;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"A5";"LEMA";5;275;0;0;9;1;0;0;0;3;0;0;0;0;0;0;0
2015;6;"A5";"PAIN";3;69;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"A5";"PLCO";4;136;0;0;3;1;0;0;0;3;0;0;0;0;0;0;0
2015;6;"A5";"SASO";240;480;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"A5";"SCLA";2;76;0;0;4;1;0;0;0;2;0;0;0;0;0;0;0
2015;6;"A6";"BEMA";3;12;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
2015;6;"A6";"BEMA";4;16;0;0;6;2;0;0;0;1;0;0;0;0;0;0;0
2015;6;"A6";"BEMA";8;32;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0
2015;6;"A6";"CHFU";11;693;0;0;4;0;1;0;0;0;0;0;0;0;1;0;0
2015;6;"A6";"HOMA";2;30;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"A6";"LEMA";9;495;0;0;6;2;0;0;0;1;0;0;0;0;0;0;0
2015;6;"A6";"PAIN";7;161;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2015;6;"A6";"PLCO";3;102;1;0;1;0;0;0;1;5;0;0;0;0;0;0;0
2015;6;"A6";"SASO";96;192;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0
2015;6;"A6";"SCLA";2;76;0;0;3;1;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B1";"HOMA";3;45;0;0;3;0;0;0;0;2;0;0;0;1;0;0;0
2015;6;"B1";"LEMA";3;165;0;0;2;0;0;0;0;5;0;0;0;1;0;0;0
2015;6;"B1";"PAIN";7;161;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"B1";"PLCO";3;102;0;0;2;0;1;0;0;5;0;0;0;0;0;0;0
2015;6;"B1";"SASO";200;400;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
2015;6;"B1";"SCLA";1;38;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1
2015;6;"B1";"SCLA";2;76;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0
2015;6;"B1";"SPRU";8;376;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0
2015;6;"B2";"BEMA";5;20;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B2";"BEMA";12;48;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0
2015;6;"B2";"BEMA";17;68;0;0;3;0;0;0;1;3;0;0;0;0;0;0;0
2015;6;"B2";"BEMA";32;128;0;0;2;1;0;0;0;4;0;0;0;0;0;0;0
2015;6;"B2";"BEMA";38;152;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0
2015;6;"B2";"BEMA";42;168;0;0;3;1;0;0;0;3;0;0;0;0;1;0;0
2015;6;"B2";"HOMA";18;270;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B2";"LEMA";13;715;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"B2";"PAIN";8;184;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
2015;6;"B2";"PLCO";2;68;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0
2015;6;"B2";"POMA";5;700;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B2";"SCLA";1;38;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1
2015;6;"B2";"SPRU";12;564;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0
2015;6;"B3";"BEMA";7;28;0;0;2;0;1;0;2;3;0;0;0;0;0;0;0
2015;6;"B3";"HOMA";3;45;0;0;2;0;0;1;1;2;0;0;0;1;0;0;0
2015;6;"B3";"LEMA";3;165;1;0;2;0;0;0;2;3;0;0;0;0;0;0;0
2015;6;"B3";"PAIN";3;69;0;0;1;1;0;1;0;2;0;0;0;0;0;0;0
2015;6;"B3";"PLCO";2;68;0;0;3;0;0;1;0;1;0;0;0;1;0;0;0
2015;6;"B3";"SASO";72;144;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0
2015;6;"B3";"SASO";144;288;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B4";"HOMA";8;120;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"B4";"PAIN";3;69;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B4";"PLCO";5;170;0;0;4;0;0;0;0;4;0;0;0;0;1;0;0
2015;6;"B4";"POMA";2;280;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2
2015;6;"B4";"SASO";60;120;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2015;6;"B4";"SCLA";2;76;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0
2015;6;"B4";"SPRU";21;987;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0
2015;6;"B4";"SPRU";144;6768;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B5";"HOMA";5;75;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"B5";"LEMA";8;440;0;0;2;0;0;0;0;3;0;0;0;0;1;0;0
2015;6;"B5";"PAIN";2;46;0;0;4;0;0;0;0;2;0;0;0;1;0;0;0
2015;6;"B5";"PLCO";1;34;0;0;3;0;0;0;1;3;0;0;0;0;0;0;1
2015;6;"B5";"SASO";168;336;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
2015;6;"B5";"SCLA";1;38;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"B5";"SPRU";64;3008;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B6";"BEMA";5;20;0;0;2;1;0;0;0;2;0;0;0;1;0;0;0
2015;6;"B6";"BEMA";7;28;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0
2015;6;"B6";"BEMA";14;56;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"B6";"HOMA";3;45;0;0;4;1;0;0;0;0;0;0;0;3;0;0;0
2015;6;"B6";"LEMA";13;715;0;0;3;1;0;0;0;2;0;0;0;1;0;0;0
2015;6;"B6";"PAIN";10;230;0;0;1;3;0;0;0;2;0;0;0;0;0;0;0
2015;6;"B6";"PLCO";2;68;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0
2015;6;"B6";"SASO";78;156;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0
2015;6;"B6";"SCLA";4;152;0;0;3;0;0;0;0;0;0;0;0;2;2;0;0
2015;6;"B6";"SPRU";19;893;0;0;2;4;0;1;3;0;0;0;0;0;0;0;0
2015;6;"C1";"BEMA";6;24;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0
2015;6;"C1";"CHFU";15;945;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
2015;6;"C1";"HOMA";3;45;0;0;1;0;2;0;0;3;0;0;0;0;0;0;0
2015;6;"C1";"LEMA";15;825;0;0;5;2;0;0;0;3;0;0;0;0;0;0;0
2015;6;"C1";"PAIN";7;161;0;0;0;2;0;0;0;3;0;1;0;0;0;0;0
2015;6;"C1";"PLCO";1;34;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0
2015;6;"C1";"POMA";3;420;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0
2015;6;"C1";"SASO";308;616;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
2015;6;"C1";"SCLA";1;38;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0
2015;6;"C2";"CHFU";6;378;0;0;0;0;1;0;0;8;0;0;0;0;0;0;0
2015;6;"C2";"HOMA";5;75;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
2015;6;"C2";"LEMA";7;385;0;0;12;0;1;0;0;3;0;0;0;0;0;0;1
2015;6;"C2";"PAIN";9;207;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
2015;6;"C2";"PLCO";1;34;0;0;7;0;0;1;0;2;0;0;0;0;0;0;0
2015;6;"C2";"SASO";228;456;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0
2015;6;"C2";"SCLA";1;38;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0
2015;6;"C2";"SPRU";7;329;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2015;6;"C2";"SPRU";12;564;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2
2015;6;"C3";"HOMA";7;105;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
2015;6;"C3";"LEMA";5;275;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0
2015;6;"C3";"PAIN";4;92;0;0;2;0;0;0;2;1;1;0;0;0;0;0;0
2015;6;"C3";"PLCO";2;68;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0
2015;6;"C3";"POMA";1;140;0;0;2;0;0;0;0;3;1;0;0;0;0;0;0
2015;6;"C3";"SASO";430;860;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0
2015;6;"C4";"CHFU";12;756;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0
2015;6;"C4";"HOMA";6;90;0;0;4;1;0;0;0;3;0;0;0;0;0;0;0
2015;6;"C4";"PAIN";7;161;0;0;2;2;0;0;0;4;0;0;0;0;0;0;0
2015;6;"C4";"PLCO";3;102;0;0;2;1;0;1;0;2;0;0;0;1;0;0;0
2015;6;"C4";"POMA";5;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"C4";"SASO";300;600;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
2015;6;"C4";"SCLA";2;76;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0
2015;6;"C4";"SPRU";140;6580;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0
2015;6;"C5";"CHFU";8;504;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"C5";"HOMA";4;60;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0
2015;6;"C5";"LEMA";6;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"C5";"PAIN";6;138;0;0;0;2;0;0;0;1;0;0;0;1;1;0;0
2015;6;"C5";"PLCO";7;238;0;0;3;2;1;0;0;1;0;0;0;0;0;0;0
2015;6;"C5";"SASO";60;120;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
2015;6;"C6";"CHFU";4;252;0;0;2;0;1;4;0;1;0;0;0;2;0;0;0
2015;6;"C6";"HOMA";4;60;0;0;5;0;0;0;0;1;0;0;0;3;0;0;0
2015;6;"C6";"LEMA";16;880;0;0;1;11;0;0;0;2;0;0;0;0;0;0;0
2015;6;"C6";"PAIN";10;230;0;0;1;0;0;0;0;2;0;0;0;2;0;0;0
2015;6;"C6";"PLCO";2;68;0;0;4;1;0;0;0;0;0;0;0;0;0;0;1
2015;6;"C6";"SASO";114;228;0;0;3;0;1;0;0;0;0;0;0;0;0;0;2
2015;6;"C6";"SCLA";2;76;0;0;4;0;0;0;0;1;0;0;0;1;0;0;0
2015;6;"C6";"SPRU";62;2914;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0
2015;6;"D1";"BEMA";6;24;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0
2015;6;"D1";"HOMA";6;90;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
2015;6;"D1";"LEMA";9;495;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"D1";"PAIN";8;184;0;0;4;0;0;0;0;4;0;0;0;1;0;0;0
2015;6;"D1";"PLCO";2;68;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0
2015;6;"D1";"POMA";2;280;0;0;4;1;0;0;0;4;4;0;0;2;0;0;0
2015;6;"D1";"POMA";8;1120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"D1";"SASO";36;72;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"D1";"SCLA";1;38;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"D2";"BEMA";13;52;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0
2015;6;"D2";"HOMA";9;135;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0
2015;6;"D2";"LEMA";4;220;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0
2015;6;"D2";"LEMA";9;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;6;"D2";"PAIN";11;253;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
2015;6;"D2";"PLCO";1;34;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
2015;6;"D2";"POMA";4;560;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
2015;6;"D2";"SASO";66;132;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0
2015;6;"D2";"SPRU";35;1645;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0
2015;6;"D3";"HOMA";8;120;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"D3";"PAIN";11;253;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
2015;6;"D3";"PLCO";4;136;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0
2015;6;"D3";"POMA";3;420;0;0;1;2;0;0;2;1;1;0;0;0;0;0;0
2015;6;"D3";"SASO";720;1440;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
2015;6;"D3";"SCLA";1;38;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0
2015;6;"D3";"SPRU";13;611;0;0;7;0;0;0;0;4;0;0;0;0;0;0;0
2015;6;"D4";"HOMA";5;75;0;0;0;0;0;0;1;1;1;0;0;2;0;0;0
2015;6;"D4";"PAIN";9;207;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0
2015;6;"D4";"PLCO";3;102;0;0;1;1;0;0;0;1;2;0;0;0;0;0;0
2015;6;"D4";"POMA";2;280;0;0;0;1;0;0;1;1;0;0;0;2;0;0;0
2015;6;"D4";"SASO";60;120;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0
2015;6;"D4";"SCLA";1;38;0;0;1;0;1;0;1;2;0;0;0;0;0;0;0
2015;6;"D4";"SPRU";11;517;0;0;3;1;0;0;0;1;0;0;0;1;0;0;1
2015;6;"D5";"BEMA";3;12;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0
