"year";"plot";"sp";"rel.abund";"sp.rank";"SAD.model"
2015;1;"HOMA";0,180029173859197;1;"observed"
2015;1;"POMA";0,175978741475705;2;"observed"
2015;1;"PLCO";0,17548139856136;3;"observed"
2015;1;"SASO";0,10052151606598;4;"observed"
2015;1;"CHFU";0,0876715140580962;5;"observed"
2015;1;"LEMA";0,083898613253197;6;"observed"
2015;1;"PAIN";0,0403026983291059;7;"observed"
2015;1;"CETE";0,0384329233392791;8;"observed"
2015;1;"POMO";0,0356942185779052;9;"observed"
2015;1;"SOAS";0,0143154109128953;10;"observed"
2015;1;"MESU";0,0141137854070799;11;"observed"
2015;1;"BEMA";0,0121595689660996;12;"observed"
2015;1;"MEEL";0,0112910283256639;13;"observed"
2015;1;"SPRU";0,0112910283256639;14;"observed"
2015;1;"SCLA";0,010538293103953;15;"observed"
2015;1;"PUPA";0,00828008743882019;16;"observed"
2015;2;"HOMA";0,196610181337989;1;"observed"
2015;2;"PLCO";0,16404075841036;2;"observed"
2015;2;"POMA";0,156196813621507;3;"observed"
2015;2;"LEMA";0,120046459377228;4;"observed"
2015;2;"CETE";0,0913990088440259;5;"observed"
2015;2;"CHFU";0,0630615956542567;6;"observed"
2015;2;"PAIN";0,0308642175387476;7;"observed"
2015;2;"MESU";0,0294236129860722;8;"observed"
2015;2;"POMO";0,0287293003918684;9;"observed"
2015;2;"SOAS";0,0241829127877681;10;"observed"
2015;2;"SASO";0,0235318343665589;11;"observed"
2015;2;"PUPA";0,0175392554284911;12;"observed"
2015;2;"SCLA";0,0170300512386317;13;"observed"
2015;2;"MEEL";0,0127890404166081;14;"observed"
2015;2;"BEMA";0,0122774787999438;15;"observed"
2015;2;"SPRU";0,0122774787999438;16;"observed"
2015;3;"POMA";0,255128442143212;1;"observed"
2015;3;"LEMA";0,198410072970307;2;"observed"
2015;3;"CETE";0,114484719646372;3;"observed"
2015;3;"MESU";0,10275172944356;4;"observed"
2015;3;"SASO";0,0754546536403945;5;"observed"
2015;3;"CHFU";0,0694957713412018;6;"observed"
2015;3;"PAIN";0,0637575883864237;7;"observed"
2015;3;"POMO";0,0406454625963451;8;"observed"
2015;3;"PUPA";0,0298066725706531;9;"observed"
2015;3;"MEPO";0,0198711150471021;10;"observed"
2015;3;"SOAS";0,0193549821887358;11;"observed"
2015;3;"MEEL";0,010838790025692;12;"observed"
2015;4;"HOMA";0,208934278195067;1;"observed"
2015;4;"CHFU";0,128728633150239;2;"observed"
2015;4;"CHMI";0,125874339732274;3;"observed"
2015;4;"POMA";0,107702004971228;4;"observed"
2015;4;"SCLA";0,0739832853936631;5;"observed"
2015;4;"PLCO";0,0642216019042215;6;"observed"
2015;4;"SASO";0,0450978360038533;7;"observed"
2015;4;"LEMA";0,0383902464716346;8;"observed"
2015;4;"COSQ";0,0325389449648055;9;"observed"
2015;4;"PAIN";0,0296520310506348;10;"observed"
2015;4;"CETE";0,0234052060273163;11;"observed"
2015;4;"LYTR";0,0234052060273163;12;"observed"
2015;4;"MEPO";0,0182674778749785;13;"observed"
2015;4;"MEEL";0,0176609405236609;14;"observed"
2015;4;"POMO";0,0150706692468573;15;"observed"
2015;4;"SPRU";0,0102754563046754;16;"observed"
2015;4;"BEMA";0,00999002696287889;17;"observed"
2015;4;"MESU";0,00924791067420789;18;"observed"
2015;4;"PUPA";0,00727844821581177;19;"observed"
2015;4;"SOAS";0,00513772815233772;20;"observed"
2015;4;"SUSP";0,00513772815233772;21;"observed"
2015;5;"HOMA";0,412517980793106;1;"observed"
2015;5;"CHFU";0,154177704738563;2;"observed"
2015;5;"POMA";0,0751143029423421;3;"observed"
2015;5;"PLCO";0,07044866656446;4;"observed"
2015;5;"CETE";0,0454078514263914;5;"observed"
2015;5;"SASO";0,044115912557356;6;"observed"
2015;5;"SCLA";0,0393281391015189;7;"observed"
2015;5;"LEMA";0,0350030496351115;8;"observed"
2015;5;"PAIN";0,0286662906494448;9;"observed"
2015;5;"MEEL";0,0194197953948494;10;"observed"
2015;5;"MESU";0,0173129308001252;11;"observed"
2015;5;"SPRU";0,0153892718223335;12;"observed"
2015;5;"POMO";0,0146564493546033;13;"observed"
2015;5;"PUPA";0,0125394066700495;14;"observed"
2015;5;"SOAS";0,00820761163857787;15;"observed"
2015;5;"BEMA";0,00769463591116675;16;"observed"
2015;6;"PLCO";0,383173816086541;1;"observed"
2015;6;"CHFU";0,302271331680448;2;"observed"
2015;6;"POMA";0,104741194232447;3;"observed"
2015;6;"SASO";0,0487915010318988;4;"observed"
2015;6;"PAIN";0,0320846664912208;5;"observed"
2015;6;"SPRU";0,0198955635275704;6;"observed"
2015;6;"MEEL";0,018906602767428;7;"observed"
2015;6;"LEMA";0,01697438951757;8;"observed"
2015;6;"CETE";0,0165796362729753;9;"observed"
2015;6;"BEMA";0,0114478440932449;10;"observed"
2015;6;"MESU";0,00967145449256894;11;"observed"
2015;6;"SCLA";0,00921090904054185;12;"observed"
2015;6;"POMO";0,00828981813648767;13;"observed"
2015;6;"SUSP";0,00690818178040639;14;"observed"
2015;6;"PUPA";0,00552654542432511;15;"observed"
2015;6;"SOAS";0,00552654542432511;16;"observed"
2015;7;"SASO";0,493142427690773;1;"observed"
2015;7;"LYTR";0,351619053399171;2;"observed"
2015;7;"POMA";0,0390526583640969;3;"observed"
2015;7;"RAPE";0,0348052136117681;4;"observed"
2015;7;"HOMA";0,0262361488623662;5;"observed"
2015;7;"POMO";0,0153044201697136;6;"observed"
2015;7;"FRPU";0,0136039290397455;7;"observed"
2015;7;"SUSP";0,0109317286926526;8;"observed"
2015;7;"COSQ";0,00765221008485682;9;"observed"
2015;7;"SPRU";0,00765221008485682;10;"observed"
2015;8;"SASO";0,50545750082503;1;"observed"
2015;8;"LYTR";0,280553609578453;2;"observed"
2015;8;"POMA";0,0414903225432924;3;"observed"
2015;8;"SUSP";0,0395145928983737;4;"observed"
2015;8;"RAPE";0,0373868840499997;5;"observed"
2015;8;"HOMA";0,0320068202476827;6;"observed"
2015;8;"CHFU";0,0203217906334493;7;"observed"
2015;8;"FRPU";0,0165961290173169;8;"observed"
2015;8;"SPRU";0,0148179723368901;9;"observed"
2015;8;"COSQ";0,0118543778695121;10;"observed"
2015;9;"SASO";0,646221431162831;1;"observed"
2015;9;"LYTR";0,153564026747154;2;"observed"
2015;9;"POMA";0,0562252016567368;3;"observed"
2015;9;"RAPE";0,0387498011418051;4;"observed"
2015;9;"SPRU";0,0258332007612034;5;"observed"
2015;9;"SUSP";0,0221427435096029;6;"observed"
2015;9;"HOMA";0,0206665606089627;7;"observed"
2015;9;"COSQ";0,0193749005709026;8;"observed"
2015;9;"FRPU";0,0172221338408023;9;"observed"
2016;1;"HOMA";0,421816348943564;1;"observed"
2016;1;"LEMA";0,288525633670453;2;"observed"
2016;1;"CHFU";0,0980871047584703;3;"observed"
2016;1;"SASO";0,0741226416640713;4;"observed"
2016;1;"PAIN";0,0214565541659154;5;"observed"
2016;1;"PLCO";0,0211314548603712;6;"observed"
2016;1;"BEMA";0,020940219974757;7;"observed"
2016;1;"MESU";0,0181126755946039;8;"observed"
2016;1;"CETE";0,015326110118511;9;"observed"
2016;1;"SCLA";0,0107282770829577;10;"observed"
2016;1;"MEPO";0,00975297916632518;11;"observed"
2016;2;"HOMA";0,643206436386794;1;"observed"
2016;2;"LEMA";0,161082567062505;2;"observed"
2016;2;"CHFU";0,0573154250245658;3;"observed"
2016;2;"SCLA";0,0290467312341691;4;"observed"
2016;2;"PLCO";0,0265973540963671;5;"observed"
2016;2;"MESU";0,0191051416748553;6;"observed"
2016;2;"BEMA";0,0166701726378639;7;"observed"
2016;2;"SASO";0,0134859823587214;8;"observed"
2016;2;"PAIN";0,0121373841228492;9;"observed"
2016;2;"CHMI";0,0112383186322678;10;"observed"
2016;2;"CETE";0,010114486769041;11;"observed"
2016;3;"HOMA";0,427550226030731;1;"observed"
2016;3;"CHFU";0,259453982420329;2;"observed"
2016;3;"LEMA";0,144296330222999;3;"observed"
2016;3;"PLCO";0,043541700383104;4;"observed"
2016;3;"COSQ";0,0263445582149873;5;"observed"
2016;3;"PAIN";0,0197584186612405;6;"observed"
2016;3;"SCLA";0,0189351512170221;7;"observed"
2016;3;"BEMA";0,0175630388099915;8;"observed"
2016;3;"CHMI";0,0131722791074937;9;"observed"
2016;3;"MEPO";0,0131722791074937;10;"observed"
2016;3;"MESU";0,00962589627086075;11;"observed"
2016;3;"CETE";0,00658613955374683;12;"observed"
2016;4;"HOMA";0,417297857312843;1;"observed"
2016;4;"CHMI";0,162343030651733;2;"observed"
2016;4;"CHFU";0,157621644972823;3;"observed"
2016;4;"LEMA";0,0862924028699144;4;"observed"
2016;4;"SCLA";0,0261492129908831;5;"observed"
2016;4;"MEEL";0,024841752341339;6;"observed"
2016;4;"COSQ";0,0202656400679344;7;"observed"
2016;4;"PLCO";0,0187947468371973;8;"observed"
2016;4;"SASO";0,016343258119302;9;"observed"
2016;4;"MESU";0,015827155231324;10;"observed"
2016;4;"LYTR";0,0148905240642529;11;"observed"
2016;4;"BEMA";0,0148178873615004;12;"observed"
2016;4;"CETE";0,0114402806835114;13;"observed"
2016;4;"PAIN";0,00653730324772078;14;"observed"
2016;4;"SPRU";0,00653730324772078;15;"observed"
2016;5;"HOMA";0,565320283326975;1;"observed"
2016;5;"CHFU";0,259469553388237;2;"observed"
2016;5;"LEMA";0,0452173259091105;3;"observed"
2016;5;"MEPO";0,0190825412093494;4;"observed"
2016;5;"SCLA";0,0190825412093494;5;"observed"
2016;5;"MESU";0,016962258852755;6;"observed"
2016;5;"MEEL";0,0166972235581807;7;"observed"
2016;5;"LYTR";0,014311905907012;8;"observed"
2016;5;"CETE";0,0127216941395663;9;"observed"
2016;5;"BEMA";0,0120521312901154;10;"observed"
2016;5;"PLCO";0,00954127060467469;11;"observed"
2016;5;"SPRU";0,00954127060467469;12;"observed"
2016;6;"CHFU";0,409798047437923;1;"observed"
2016;6;"HOMA";0,240809161896511;2;"observed"
2016;6;"LEMA";0,0695584015259385;3;"observed"
2016;6;"SCLA";0,0526025553489807;4;"observed"
2016;6;"SASO";0,0468848862893089;5;"observed"
2016;6;"PLCO";0,0464274727645352;6;"observed"
2016;6;"LYTR";0,0295174665205558;7;"observed"
2016;6;"MEEL";0,0231247948635616;8;"observed"
2016;6;"BEMA";0,0182176765901268;9;"observed"
2016;6;"MESU";0,0128075786936649;10;"observed"
2016;6;"SOAS";0,0120071050253108;11;"observed"
2016;6;"SPRU";0,0115623974317808;12;"observed"
2016;6;"PAIN";0,0106729822447207;13;"observed"
2016;6;"CETE";0,00800473668354055;14;"observed"
2016;6;"FRPU";0,00800473668354055;15;"observed"
2016;7;"LYTR";0,215215678405969;1;"observed"
2016;7;"SASO";0,126135053645006;2;"observed"
2016;7;"BEMA";0,115873019991879;3;"observed"
2016;7;"HOMA";0,109774439992307;4;"observed"
2016;7;"POMA";0,0914786999935888;5;"observed"
2016;7;"CHFU";0,0613870223641188;6;"observed"
2016;7;"PUPA";0,0607679935671697;7;"observed"
2016;7;"LEMA";0,0324333572704542;8;"observed"
2016;7;"SCLA";0,0320175449977561;9;"observed"
2016;7;"MESU";0,0268470097807271;10;"observed"
2016;7;"SOAS";0,0217261912484773;11;"observed"
2016;7;"POMO";0,0205827074985575;12;"observed"
2016;7;"PAIN";0,0171522562487979;13;"observed"
2016;7;"CETE";0,0137218049990383;14;"observed"
2016;7;"COSQ";0,0137218049990383;15;"observed"
2016;7;"FRPU";0,0137218049990383;16;"observed"
2016;7;"MEPO";0,0137218049990383;17;"observed"
2016;7;"SPRU";0,0137218049990383;18;"observed"
2016;8;"POMA";0,174224896143802;1;"observed"
2016;8;"HOMA";0,154051487116625;2;"observed"
2016;8;"BEMA";0,0968323633304501;3;"observed"
2016;8;"PUPA";0,0770257435583126;4;"observed"
2016;8;"SASO";0,0755154348610908;5;"observed"
2016;8;"CHFU";0,0640020671112549;6;"observed"
2016;8;"MESU";0,0636532186349944;7;"observed"
2016;8;"LYTR";0,0419362381595257;8;"observed"
2016;8;"COSQ";0,0355503431807596;9;"observed"
2016;8;"SCLA";0,0342336638036945;10;"observed"
2016;8;"FRPU";0,0329169844266293;11;"observed"
2016;8;"PAIN";0,0285280531697454;12;"observed"
2016;8;"MEPO";0,0273869310429556;13;"observed"
2016;8;"SOAS";0,0256752478527709;14;"observed"
2016;8;"LEMA";0,0171168319018472;15;"observed"
2016;8;"PLCO";0,0171168319018472;16;"observed"
2016;8;"POMO";0,0171168319018472;17;"observed"
2016;8;"SPRU";0,0171168319018472;18;"observed"
2016;9;"POMA";0,185788075754447;1;"observed"
2016;9;"BEMA";0,15177769030213;2;"observed"
2016;9;"HOMA";0,088536986009576;3;"observed"
2016;9;"PLCO";0,0835226343082729;4;"observed"
2016;9;"SASO";0,0725530717378315;5;"observed"
2016;9;"MESU";0,0567415057591041;6;"observed"
2016;9;"SPRU";0,0567415057591041;7;"observed"
2016;9;"SCLA";0,0477622102349361;8;"observed"
2016;9;"POMO";0,0428090921364983;9;"observed"
2016;9;"LEMA";0,0350256208389531;10;"observed"
2016;9;"MEPO";0,0350256208389531;11;"observed"
2016;9;"LYTR";0,0323313423128798;12;"observed"
2016;9;"PAIN";0,0280204966711625;13;"observed"
2016;9;"SUSP";0,0267842982886112;14;"observed"
2016;9;"SOAS";0,0215542282085866;15;"observed"
2016;9;"CETE";0,0175128104194766;16;"observed"
2016;9;"FRPU";0,0175128104194766;17;"observed"
2017;1;"HOMA";0,534341357758881;1;"observed"
2017;1;"LEMA";0,295393912780148;2;"observed"
2017;1;"PAIN";0,050514490889608;3;"observed"
2017;1;"CHFU";0,0303955887268089;4;"observed"
2017;1;"POMA";0,0199727544057365;5;"observed"
2017;1;"POMO";0,0159686699902667;6;"observed"
2017;1;"CETE";0,0144147038956915;7;"observed"
2017;1;"PUPA";0,0135622214072366;8;"observed"
2017;1;"CHMI";0,0135554941148719;9;"observed"
2017;1;"SASO";0,00409508633400325;10;"observed"
2017;1;"BEMA";0,00278061417740962;11;"observed"
2017;1;"MESU";0,00166836850644577;12;"observed"
2017;1;"PLCO";0,00166836850644577;13;"observed"
2017;1;"SCLA";0,00166836850644577;14;"observed"
2017;2;"HOMA";0,600372711144795;1;"observed"
2017;2;"LEMA";0,217533693480673;2;"observed"
2017;2;"PUPA";0,0382239751290897;3;"observed"
2017;2;"PAIN";0,0349879367136747;4;"observed"
2017;2;"CETE";0,0260396153035277;5;"observed"
2017;2;"POMA";0,0202947929582134;6;"observed"
2017;2;"CHFU";0,0172114570666027;7;"observed"
2017;2;"SCLA";0,0107499167873899;8;"observed"
2017;2;"POMO";0,00912728783834993;9;"observed"
2017;2;"MESU";0,00753001246663869;10;"observed"
2017;2;"BEMA";0,00547637270300996;11;"observed"
2017;2;"CHMI";0,00502000831109246;12;"observed"
2017;2;"SASO";0,00378130496160211;13;"observed"
2017;2;"MEEL";0,00365091513533997;14;"observed"
2017;3;"LEMA";0,34495860153064;1;"observed"
2017;3;"HOMA";0,296922455576171;2;"observed"
2017;3;"CHFU";0,0932740698145039;3;"observed"
2017;3;"SASO";0,0683355290430471;4;"observed"
2017;3;"POMA";0,0404705825139598;5;"observed"
2017;3;"PUPA";0,0368158240267836;6;"observed"
2017;3;"POMO";0,0279822209443512;7;"observed"
2017;3;"PAIN";0,0278691614657881;8;"observed"
2017;3;"PLCO";0,0198207398355821;9;"observed"
2017;3;"CETE";0,0173420677951411;10;"observed"
2017;3;"CHMI";0,0144849143711936;11;"observed"
2017;3;"SCLA";0,00444845563730711;12;"observed"
2017;3;"MESU";0,00373096279258016;13;"observed"
2017;3;"BEMA";0,00354441465295115;14;"observed"
2017;4;"HOMA";0,719897604724838;1;"observed"
2017;4;"LEMA";0,0861954346693752;2;"observed"
2017;4;"POMA";0,0852203110458051;3;"observed"
2017;4;"PLCO";0,03480652535443;4;"observed"
2017;4;"PUPA";0,0181595792182842;5;"observed"
2017;4;"SPRU";0,0156098260545741;6;"observed"
2017;4;"LYTR";0,011207054603284;7;"observed"
2017;4;"CHFU";0,0105844404586571;8;"observed"
2017;4;"PAIN";0,00991393291828966;9;"observed"
2017;4;"SASO";0,00560352730164198;10;"observed"
2017;4;"POMO";0,00280176365082099;11;"observed"
2017;5;"HOMA";0,615919511190775;1;"observed"
2017;5;"LEMA";0,188124580528686;2;"observed"
2017;5;"POMA";0,0687521892288574;3;"observed"
2017;5;"SASO";0,039259655072798;4;"observed"
2017;5;"PAIN";0,0183279195933943;5;"observed"
2017;5;"CETE";0,0175182524627625;6;"observed"
2017;5;"PLCO";0,0155161664670182;7;"observed"
2017;5;"CHFU";0,0151628571736515;8;"observed"
2017;5;"PUPA";0,00940635230759166;9;"observed"
2017;5;"SPRU";0,00700730098510498;10;"observed"
2017;5;"BEMA";0,00250260749468035;11;"observed"
2017;5;"LYTR";0,00250260749468035;12;"observed"
2017;6;"HOMA";0,501414091959447;1;"observed"
2017;6;"PLCO";0,16840312928457;2;"observed"
2017;6;"POMA";0,121984510330099;3;"observed"
2017;6;"LEMA";0,0669681242900744;4;"observed"
