"year.predicted";"plot";"type";"intensity";"timestep";"metric";"value"
2019;6;"obs";6;2;"evenness";2,44129341080675
2019;6;"obs";6;5;"abundance";256294726141,91
2019;6;"obs";6;5;"richness";3
2019;6;"obs";6;5;"evenness";1,00000002652682
2019;6;"obs";6;10;"abundance";4,10479720106253e+24
2019;6;"obs";6;10;"richness";3
2019;6;"obs";6;10;"evenness";1
2019;6;"obs";6;15;"abundance";6,57421256232509e+37
2019;6;"obs";6;15;"richness";3
2019;6;"obs";6;15;"evenness";1
2019;6;"obs";6;20;"abundance";1,0529209775198e+51
2019;6;"obs";6;20;"richness";3
2019;6;"obs";6;20;"evenness";1
2019;6;"obs";7;2;"abundance";5579,87194904158
2019;6;"obs";7;2;"richness";4
2019;6;"obs";7;2;"evenness";2,44129341080675
2019;6;"obs";7;5;"abundance";256294726141,91
2019;6;"obs";7;5;"richness";3
2019;6;"obs";7;5;"evenness";1,00000002652682
2019;6;"obs";7;10;"abundance";4,10479720106253e+24
2019;6;"obs";7;10;"richness";3
2019;6;"obs";7;10;"evenness";1
2019;6;"obs";7;15;"abundance";6,57421256232509e+37
2019;6;"obs";7;15;"richness";3
2019;6;"obs";7;15;"evenness";1
2019;6;"obs";7;20;"abundance";1,0529209775198e+51
2019;6;"obs";7;20;"richness";3
2019;6;"obs";7;20;"evenness";1
2019;6;"obs";8;2;"abundance";5579,87194904158
2019;6;"obs";8;2;"richness";4
2019;6;"obs";8;2;"evenness";2,44129341080675
2019;6;"obs";8;5;"abundance";256294726141,91
2019;6;"obs";8;5;"richness";3
2019;6;"obs";8;5;"evenness";1,00000002652682
2019;6;"obs";8;10;"abundance";4,10479720106253e+24
2019;6;"obs";8;10;"richness";3
2019;6;"obs";8;10;"evenness";1
2019;6;"obs";8;15;"abundance";6,57421256232509e+37
2019;6;"obs";8;15;"richness";3
2019;6;"obs";8;15;"evenness";1
2019;6;"obs";8;20;"abundance";1,0529209775198e+51
2019;6;"obs";8;20;"richness";3
2019;6;"obs";8;20;"evenness";1
2019;6;"obs";9;2;"abundance";5579,87194904158
2019;6;"obs";9;2;"richness";4
2019;6;"obs";9;2;"evenness";2,44129341080675
2019;6;"obs";9;5;"abundance";256294726141,91
2019;6;"obs";9;5;"richness";3
2019;6;"obs";9;5;"evenness";1,00000002652682
2019;6;"obs";9;10;"abundance";4,10479720106253e+24
2019;6;"obs";9;10;"richness";3
2019;6;"obs";9;10;"evenness";1
2019;6;"obs";9;15;"abundance";6,57421256232509e+37
2019;6;"obs";9;15;"richness";3
2019;6;"obs";9;15;"evenness";1
2019;6;"obs";9;20;"abundance";1,0529209775198e+51
2019;6;"obs";9;20;"richness";3
2019;6;"obs";9;20;"evenness";1
2019;6;"obs";10;2;"abundance";5579,87194904158
2019;6;"obs";10;2;"richness";4
2019;6;"obs";10;2;"evenness";2,44129341080675
2019;6;"obs";10;5;"abundance";256294726141,91
2019;6;"obs";10;5;"richness";3
2019;6;"obs";10;5;"evenness";1,00000002652682
2019;6;"obs";10;10;"abundance";4,10479720106253e+24
2019;6;"obs";10;10;"richness";3
2019;6;"obs";10;10;"evenness";1
2019;6;"obs";10;15;"abundance";6,57421256232509e+37
2019;6;"obs";10;15;"richness";3
2019;6;"obs";10;15;"evenness";1
2019;6;"obs";10;20;"abundance";1,0529209775198e+51
2019;6;"obs";10;20;"richness";3
2019;6;"obs";10;20;"evenness";1
2016;7;"dd";1;2;"abundance";101967,511194404
2016;7;"dd";1;2;"richness";6
2016;7;"dd";1;2;"evenness";1,63685579555872
2016;7;"dd";1;5;"abundance";363512229820,648
2016;7;"dd";1;5;"richness";6
2016;7;"dd";1;5;"evenness";1,89087170628796
2016;7;"dd";1;10;"abundance";4,2890265877703e+25
2016;7;"dd";1;10;"richness";6
2016;7;"dd";1;10;"evenness";1,13208919681797
2016;7;"dd";1;15;"abundance";7,15753789881692e+39
2016;7;"dd";1;15;"richness";6
2016;7;"dd";1;15;"evenness";1,01172903362747
