"model";"year.predicted";"plot";"type";"intensity";"timestep";"metric";"value"
"HD";2016;4;"id";4;15;"richness";11
"HD";2016;4;"id";4;15;"evenness";6,91028704808858
"HD";2016;4;"id";4;16;"abundance";913,231726781931
"HD";2016;4;"id";4;16;"richness";9
"HD";2016;4;"id";4;16;"evenness";4,70190665310514
"HD";2016;4;"id";4;17;"abundance";425,866572641107
"HD";2016;4;"id";4;17;"richness";9
"HD";2016;4;"id";4;17;"evenness";5,68725166628327
"HD";2016;4;"id";4;18;"abundance";1446,48870786035
"HD";2016;4;"id";4;18;"richness";9
"HD";2016;4;"id";4;18;"evenness";3,85451753221588
"HD";2016;4;"id";4;19;"abundance";1234,85333267913
"HD";2016;4;"id";4;19;"richness";10
"HD";2016;4;"id";4;19;"evenness";3,39970263025128
"HD";2016;4;"id";4;20;"abundance";141,401268282874
"HD";2016;4;"id";4;20;"richness";10
"HD";2016;4;"id";4;20;"evenness";2,09708605872868
"HD";2016;4;"id";5;1;"abundance";5012
"HD";2016;4;"id";5;1;"richness";15
"HD";2016;4;"id";5;1;"evenness";8,25348351326565
"HD";2016;4;"id";5;2;"abundance";376,213474162326
"HD";2016;4;"id";5;2;"richness";13
"HD";2016;4;"id";5;2;"evenness";2,1879908315794
"HD";2016;4;"id";5;3;"abundance";16940,8756297071
"HD";2016;4;"id";5;3;"richness";13
"HD";2016;4;"id";5;3;"evenness";3,29266878954851
"HD";2016;4;"id";5;4;"abundance";1111,33178217546
"HD";2016;4;"id";5;4;"richness";12
"HD";2016;4;"id";5;4;"evenness";7,82115898098331
"HD";2016;4;"id";5;5;"abundance";2252,4490140541
"HD";2016;4;"id";5;5;"richness";13
"HD";2016;4;"id";5;5;"evenness";3,96867654468133
"HD";2016;4;"id";5;6;"abundance";1920,21261616434
"HD";2016;4;"id";5;6;"richness";13
"HD";2016;4;"id";5;6;"evenness";3,66955614792013
"HD";2016;4;"id";5;7;"abundance";2096,04093900196
"HD";2016;4;"id";5;7;"richness";12
"HD";2016;4;"id";5;7;"evenness";4,48293649713143
"HD";2016;4;"id";5;8;"abundance";2793,20773480911
"HD";2016;4;"id";5;8;"richness";12
"HD";2016;4;"id";5;8;"evenness";4,44908033330975
"HD";2016;4;"id";5;9;"abundance";1572,56040503155
"HD";2016;4;"id";5;9;"richness";10
"HD";2016;4;"id";5;9;"evenness";4,45017649495004
"HD";2016;4;"id";5;10;"abundance";826,223522522767
"HD";2016;4;"id";5;10;"richness";9
"HD";2016;4;"id";5;10;"evenness";2,81889428725941
"HD";2016;4;"id";5;11;"abundance";230,808443032673
"HD";2016;4;"id";5;11;"richness";11
"HD";2016;4;"id";5;11;"evenness";4,10865296783541
"HD";2016;4;"id";5;12;"abundance";739,385179818469
"HD";2016;4;"id";5;12;"richness";12
"HD";2016;4;"id";5;12;"evenness";4,6108038628958
"HD";2016;4;"id";5;13;"abundance";763,267460798501
"HD";2016;4;"id";5;13;"richness";12
"HD";2016;4;"id";5;13;"evenness";5,73450106034449
"HD";2016;4;"id";5;14;"abundance";1126,61562122098
"HD";2016;4;"id";5;14;"richness";12
"HD";2016;4;"id";5;14;"evenness";3,86512922874864
"HD";2016;4;"id";5;15;"abundance";264,314484339268
"HD";2016;4;"id";5;15;"richness";11
"HD";2016;4;"id";5;15;"evenness";4,25403376246256
"HD";2016;4;"id";5;16;"abundance";1812,36177580001
"HD";2016;4;"id";5;16;"richness";11
"HD";2016;4;"id";5;16;"evenness";4,55629534037088
"HD";2016;4;"id";5;17;"abundance";700,492213275036
"HD";2016;4;"id";5;17;"richness";11
"HD";2016;4;"id";5;17;"evenness";3,9254951203194
"HD";2016;4;"id";5;18;"abundance";1195,41050601289
"HD";2016;4;"id";5;18;"richness";11
"HD";2016;4;"id";5;18;"evenness";4,00741202441186
"HD";2016;4;"id";5;19;"abundance";978,723396993426
"HD";2016;4;"id";5;19;"richness";11
"HD";2016;4;"id";5;19;"evenness";3,07543890610682
"HD";2016;4;"id";5;20;"abundance";903,948010683466
"HD";2016;4;"id";5;20;"richness";10
"HD";2016;4;"id";5;20;"evenness";4,04343549474931
"HD";2016;4;"id";6;1;"abundance";5012
"HD";2016;4;"id";6;1;"richness";15
"HD";2016;4;"id";6;1;"evenness";8,25348351326565
"HD";2016;4;"id";6;2;"abundance";175,748776471349
"HD";2016;4;"id";6;2;"richness";13
"HD";2016;4;"id";6;2;"evenness";2,21371985328233
"HD";2016;4;"id";6;3;"abundance";14270,1644272019
"HD";2016;4;"id";6;3;"richness";13
"HD";2016;4;"id";6;3;"evenness";2,57045069379761
"HD";2016;4;"id";6;4;"abundance";1722,99971536526
"HD";2016;4;"id";6;4;"richness";12
"HD";2016;4;"id";6;4;"evenness";7,68773816002924
"HD";2016;4;"id";6;5;"abundance";1372,51156141692
"HD";2016;4;"id";6;5;"richness";12
"HD";2016;4;"id";6;5;"evenness";5,98869407450611
"HD";2016;4;"id";6;6;"abundance";1123,89697054101
"HD";2016;4;"id";6;6;"richness";12
"HD";2016;4;"id";6;6;"evenness";7,66201443087704
"HD";2016;4;"id";6;7;"abundance";1149,92630366122
"HD";2016;4;"id";6;7;"richness";10
"HD";2016;4;"id";6;7;"evenness";3,30504718674478
"HD";2016;4;"id";6;8;"abundance";814,248039218088
"HD";2016;4;"id";6;8;"richness";10
"HD";2016;4;"id";6;8;"evenness";3,959998557881
"HD";2016;4;"id";6;9;"abundance";1471,81406231251
"HD";2016;4;"id";6;9;"richness";10
"HD";2016;4;"id";6;9;"evenness";3,09328384120359
"HD";2016;4;"id";6;10;"abundance";1581,3301565325
"HD";2016;4;"id";6;10;"richness";11
"HD";2016;4;"id";6;10;"evenness";3,005533004722
"HD";2016;4;"id";6;11;"abundance";1521,62537058981
"HD";2016;4;"id";6;11;"richness";11
"HD";2016;4;"id";6;11;"evenness";2,93208785023726
"HD";2016;4;"id";6;12;"abundance";402,779312029086
"HD";2016;4;"id";6;12;"richness";9
"HD";2016;4;"id";6;12;"evenness";4,17306477887168
"HD";2016;4;"id";6;13;"abundance";1096,25208501744
"HD";2016;4;"id";6;13;"richness";10
"HD";2016;4;"id";6;13;"evenness";2,64602164749949
"HD";2016;4;"id";6;14;"abundance";844,627710711018
"HD";2016;4;"id";6;14;"richness";11
"HD";2016;4;"id";6;14;"evenness";4,20774804160146
"HD";2016;4;"id";6;15;"abundance";795,928431561318
"HD";2016;4;"id";6;15;"richness";9
"HD";2016;4;"id";6;15;"evenness";1,66759743504223
"HD";2016;4;"id";6;16;"abundance";581,000708903807
"HD";2016;4;"id";6;16;"richness";11
"HD";2016;4;"id";6;16;"evenness";4,49530455561252
"HD";2016;4;"id";6;17;"abundance";1159,70939524397
"HD";2016;4;"id";6;17;"richness";11
"HD";2016;4;"id";6;17;"evenness";5,05305801425138
"HD";2016;4;"id";6;18;"abundance";839,649856182124
"HD";2016;4;"id";6;18;"richness";11
"HD";2016;4;"id";6;18;"evenness";5,37777107798879
"HD";2016;4;"id";6;19;"abundance";467,386241352012
"HD";2016;4;"id";6;19;"richness";10
"HD";2016;4;"id";6;19;"evenness";3,06052703133009
"HD";2016;4;"id";6;20;"abundance";461,188489734216
"HD";2016;4;"id";6;20;"richness";11
"HD";2016;4;"id";6;20;"evenness";4,13880574417122
"HD";2016;4;"id";7;1;"abundance";5012
"HD";2016;4;"id";7;1;"richness";15
"HD";2016;4;"id";7;1;"evenness";8,25348351326565
"HD";2016;4;"id";7;2;"abundance";86,1280940407802
"HD";2016;4;"id";7;2;"richness";13
"HD";2016;4;"id";7;2;"evenness";2,3052758269136
"HD";2016;4;"id";7;3;"abundance";9855,23107782841
"HD";2016;4;"id";7;3;"richness";13
"HD";2016;4;"id";7;3;"evenness";2,32203476274928
"HD";2016;4;"id";7;4;"abundance";3168,83387588266
"HD";2016;4;"id";7;4;"richness";12
"HD";2016;4;"id";7;4;"evenness";8,30916777243497
"HD";2016;4;"id";7;5;"abundance";1493,93637281126
"HD";2016;4;"id";7;5;"richness";12
"HD";2016;4;"id";7;5;"evenness";7,42781097114687
"HD";2016;4;"id";7;6;"abundance";1243,09414593112
"HD";2016;4;"id";7;6;"richness";10
"HD";2016;4;"id";7;6;"evenness";4,6572907170397
"HD";2016;4;"id";7;7;"abundance";224,808145240268
"HD";2016;4;"id";7;7;"richness";10
"HD";2016;4;"id";7;7;"evenness";3,65031415549301
"HD";2016;4;"id";7;8;"abundance";1212,53695892492
"HD";2016;4;"id";7;8;"richness";10
"HD";2016;4;"id";7;8;"evenness";5,19676374020557
"HD";2016;4;"id";7;9;"abundance";1363,97415883215
"HD";2016;4;"id";7;9;"richness";10
"HD";2016;4;"id";7;9;"evenness";4,75011386244648
"HD";2016;4;"id";7;10;"abundance";269,375920249331
"HD";2016;4;"id";7;10;"richness";10
"HD";2016;4;"id";7;10;"evenness";4,28786337860322
"HD";2016;4;"id";7;11;"abundance";949,482871574481
"HD";2016;4;"id";7;11;"richness";10
"HD";2016;4;"id";7;11;"evenness";5,59168463489072
"HD";2016;4;"id";7;12;"abundance";755,701637109327
"HD";2016;4;"id";7;12;"richness";10
"HD";2016;4;"id";7;12;"evenness";6,55382299419795
"HD";2016;4;"id";7;13;"abundance";861,426760801738
"HD";2016;4;"id";7;13;"richness";11
"HD";2016;4;"id";7;13;"evenness";4,34952921798182
"HD";2016;4;"id";7;14;"abundance";567,742906979693
"HD";2016;4;"id";7;14;"richness";10
"HD";2016;4;"id";7;14;"evenness";7,10116102913149
"HD";2016;4;"id";7;15;"abundance";999,302845308777
"HD";2016;4;"id";7;15;"richness";9
"HD";2016;4;"id";7;15;"evenness";3,26094813030437
"HD";2016;4;"id";7;16;"abundance";1074,09312796708
"HD";2016;4;"id";7;16;"richness";10
"HD";2016;4;"id";7;16;"evenness";3,61076728717709
"HD";2016;4;"id";7;17;"abundance";564,855041833689
"HD";2016;4;"id";7;17;"richness";11
"HD";2016;4;"id";7;17;"evenness";5,83962007949496
"HD";2016;4;"id";7;18;"abundance";1354,06242464517
"HD";2016;4;"id";7;18;"richness";11
"HD";2016;4;"id";7;18;"evenness";3,33928561667505
"HD";2016;4;"id";7;19;"abundance";1090,24870285529
"HD";2016;4;"id";7;19;"richness";11
"HD";2016;4;"id";7;19;"evenness";6,08150296652513
"HD";2016;4;"id";7;20;"abundance";1088,35620396389
"HD";2016;4;"id";7;20;"richness";11
"HD";2016;4;"id";7;20;"evenness";2,60254854707494
"HD";2016;4;"id";8;1;"abundance";5012
"HD";2016;4;"id";8;1;"richness";15
"HD";2016;4;"id";8;1;"evenness";8,25348351326565
"HD";2016;4;"id";8;2;"abundance";44,014604161162
"HD";2016;4;"id";8;2;"richness";12
"HD";2016;4;"id";8;2;"evenness";2,49642663956503
"HD";2016;4;"id";8;3;"abundance";4670,10804661344
"HD";2016;4;"id";8;3;"richness";13
"HD";2016;4;"id";8;3;"evenness";2,68846334487604
"HD";2016;4;"id";8;4;"abundance";4033,55369088062
"HD";2016;4;"id";8;4;"richness";13
"HD";2016;4;"id";8;4;"evenness";6,37727960811985
"HD";2016;4;"id";8;5;"abundance";1531,31690851123
"HD";2016;4;"id";8;5;"richness";12
"HD";2016;4;"id";8;5;"evenness";6,21625930694733
"HD";2016;4;"id";8;6;"abundance";700,613725884565
"HD";2016;4;"id";8;6;"richness";11
"HD";2016;4;"id";8;6;"evenness";5,6476695389447
"HD";2016;4;"id";8;7;"abundance";876,886328167709
"HD";2016;4;"id";8;7;"richness";10
"HD";2016;4;"id";8;7;"evenness";4,52548785761776
"HD";2016;4;"id";8;8;"abundance";942,309534834438
"HD";2016;4;"id";8;8;"richness";11
"HD";2016;4;"id";8;8;"evenness";4,69090289654997
"HD";2016;4;"id";8;9;"abundance";2109,30768376256
"HD";2016;4;"id";8;9;"richness";11
"HD";2016;4;"id";8;9;"evenness";6,20456461448112
"HD";2016;4;"id";8;10;"abundance";1074,6091818074
"HD";2016;4;"id";8;10;"richness";13
"HD";2016;4;"id";8;10;"evenness";7,89996257803726
"HD";2016;4;"id";8;11;"abundance";398,726849051983
"HD";2016;4;"id";8;11;"richness";11
"HD";2016;4;"id";8;11;"evenness";4,98763038230303
"HD";2016;4;"id";8;12;"abundance";783,307142034027
"HD";2016;4;"id";8;12;"richness";11
"HD";2016;4;"id";8;12;"evenness";6,54595805664156
"HD";2016;4;"id";8;13;"abundance";839,758027092516
"HD";2016;4;"id";8;13;"richness";11
"HD";2016;4;"id";8;13;"evenness";7,28499416742894
"HD";2016;4;"id";8;14;"abundance";1904,08440991219
"HD";2016;4;"id";8;14;"richness";10
"HD";2016;4;"id";8;14;"evenness";2,24774702520605
"HD";2016;4;"id";8;15;"abundance";577,103331658042
"HD";2016;4;"id";8;15;"richness";11
"HD";2016;4;"id";8;15;"evenness";5,03385958699085
"HD";2016;4;"id";8;16;"abundance";1068,53482733579
"HD";2016;4;"id";8;16;"richness";12
"HD";2016;4;"id";8;16;"evenness";5,24992281879406
"HD";2016;4;"id";8;17;"abundance";1784,60946157763
"HD";2016;4;"id";8;17;"richness";12
"HD";2016;4;"id";8;17;"evenness";5,01984486104048
"HD";2016;4;"id";8;18;"abundance";520,7873717004
"HD";2016;4;"id";8;18;"richness";11
"HD";2016;4;"id";8;18;"evenness";5,22888495426422
"HD";2016;4;"id";8;19;"abundance";812,046359794201
"HD";2016;4;"id";8;19;"richness";10
"HD";2016;4;"id";8;19;"evenness";5,48523987393137
"HD";2016;4;"id";8;20;"abundance";163,671864243879
"HD";2016;4;"id";8;20;"richness";9
"HD";2016;4;"id";8;20;"evenness";5,90775803015424
"HD";2016;4;"id";9;1;"abundance";5012
"HD";2016;4;"id";9;1;"richness";15
"HD";2016;4;"id";9;1;"evenness";8,25348351326565
"HD";2016;4;"id";9;2;"abundance";23,5072053841625
"HD";2016;4;"id";9;2;"richness";12
"HD";2016;4;"id";9;2;"evenness";2,86627805438688
"HD";2016;4;"id";9;3;"abundance";2063,55456530807
"HD";2016;4;"id";9;3;"richness";13
"HD";2016;4;"id";9;3;"evenness";3,58716654002503
"HD";2016;4;"id";9;4;"abundance";5844,12218656436
"HD";2016;4;"id";9;4;"richness";13
"HD";2016;4;"id";9;4;"evenness";7,5797462482164
"HD";2016;4;"id";9;5;"abundance";2505,7152677975
"HD";2016;4;"id";9;5;"richness";11
"HD";2016;4;"id";9;5;"evenness";5,37338805113128
"HD";2016;4;"id";9;6;"abundance";691,365735525766
"HD";2016;4;"id";9;6;"richness";11
"HD";2016;4;"id";9;6;"evenness";6,04476962259258
"HD";2016;4;"id";9;7;"abundance";981,451355248366
"HD";2016;4;"id";9;7;"richness";12
"HD";2016;4;"id";9;7;"evenness";5,89754116576543
"HD";2016;4;"id";9;8;"abundance";1324,81484003761
"HD";2016;4;"id";9;8;"richness";11
"HD";2016;4;"id";9;8;"evenness";6,15581514235037
"HD";2016;4;"id";9;9;"abundance";1546,37462425439
"HD";2016;4;"id";9;9;"richness";13
"HD";2016;4;"id";9;9;"evenness";3,81808455609391
"HD";2016;4;"id";9;10;"abundance";1072,45663746733
"HD";2016;4;"id";9;10;"richness";12
"HD";2016;4;"id";9;10;"evenness";3,96537985623835
"HD";2016;4;"id";9;11;"abundance";2056,88386116898
"HD";2016;4;"id";9;11;"richness";11
"HD";2016;4;"id";9;11;"evenness";2,1879066232938
"HD";2016;4;"id";9;12;"abundance";1345,2940165955
"HD";2016;4;"id";9;12;"richness";11
"HD";2016;4;"id";9;12;"evenness";4,21949617641271
"HD";2016;4;"id";9;13;"abundance";809,793382978128
"HD";2016;4;"id";9;13;"richness";12
"HD";2016;4;"id";9;13;"evenness";4,91243457221572
"HD";2016;4;"id";9;14;"abundance";620,961569820292
"HD";2016;4;"id";9;14;"richness";12
"HD";2016;4;"id";9;14;"evenness";5,29591066981861
"HD";2016;4;"id";9;15;"abundance";836,883856770941
"HD";2016;4;"id";9;15;"richness";11
"HD";2016;4;"id";9;15;"evenness";5,31084071517691
"HD";2016;4;"id";9;16;"abundance";1478,77187682985
"HD";2016;4;"id";9;16;"richness";12
"HD";2016;4;"id";9;16;"evenness";3,1960974578249
"HD";2016;4;"id";9;17;"abundance";675,931835210834
"HD";2016;4;"id";9;17;"richness";12
"HD";2016;4;"id";9;17;"evenness";4,84015310164146
"HD";2016;4;"id";9;18;"abundance";601,51430096597
"HD";2016;4;"id";9;18;"richness";11
"HD";2016;4;"id";9;18;"evenness";6,01638425672096
"HD";2016;4;"id";9;19;"abundance";703,10554703195
"HD";2016;4;"id";9;19;"richness";11
"HD";2016;4;"id";9;19;"evenness";6,03084274939229
"HD";2016;4;"id";9;20;"abundance";1059,12152228343
"HD";2016;4;"id";9;20;"richness";12
"HD";2016;4;"id";9;20;"evenness";6,71119148547834
"HD";2016;4;"id";10;1;"abundance";5012
"HD";2016;4;"id";10;1;"richness";15
"HD";2016;4;"id";10;1;"evenness";8,25348351326565
"HD";2016;4;"id";10;2;"abundance";13,3472358030094
"HD";2016;4;"id";10;2;"richness";12
"HD";2016;4;"id";10;2;"evenness";3,58595014740869
"HD";2016;4;"id";10;3;"abundance";1137,65928024128
"HD";2016;4;"id";10;3;"richness";13
"HD";2016;4;"id";10;3;"evenness";4,61202230155504
"HD";2016;4;"id";10;4;"abundance";5507,25862374933
"HD";2016;4;"id";10;4;"richness";14
"HD";2016;4;"id";10;4;"evenness";7,50846171313891
"HD";2016;4;"id";10;5;"abundance";1981,1055905435
"HD";2016;4;"id";10;5;"richness";13
"HD";2016;4;"id";10;5;"evenness";7,65577117142246
"HD";2016;4;"id";10;6;"abundance";1727,48583118618
"HD";2016;4;"id";10;6;"richness";12
"HD";2016;4;"id";10;6;"evenness";8,05260135050034
"HD";2016;4;"id";10;7;"abundance";605,511530621247
"HD";2016;4;"id";10;7;"richness";12
"HD";2016;4;"id";10;7;"evenness";5,73476751753203
"HD";2016;4;"id";10;8;"abundance";323,440130365081
"HD";2016;4;"id";10;8;"richness";12
"HD";2016;4;"id";10;8;"evenness";5,61043427322382
"HD";2016;4;"id";10;9;"abundance";903,419134755673
"HD";2016;4;"id";10;9;"richness";13
"HD";2016;4;"id";10;9;"evenness";7,22905133743015
"HD";2016;4;"id";10;10;"abundance";656,389865362962
"HD";2016;4;"id";10;10;"richness";12
"HD";2016;4;"id";10;10;"evenness";5,80887738090951
"HD";2016;4;"id";10;11;"abundance";2099,23441144846
"HD";2016;4;"id";10;11;"richness";12
"HD";2016;4;"id";10;11;"evenness";5,89826431501397
"HD";2016;4;"id";10;12;"abundance";870,75791874535
"HD";2016;4;"id";10;12;"richness";11
"HD";2016;4;"id";10;12;"evenness";3,64418211912548
"HD";2016;4;"id";10;13;"abundance";524,669214359772
"HD";2016;4;"id";10;13;"richness";11
"HD";2016;4;"id";10;13;"evenness";4,82918807673684
"HD";2016;4;"id";10;14;"abundance";402,61906077653
"HD";2016;4;"id";10;14;"richness";12
"HD";2016;4;"id";10;14;"evenness";5,13061315027779
"HD";2016;4;"id";10;15;"abundance";755,894331148598
"HD";2016;4;"id";10;15;"richness";12
"HD";2016;4;"id";10;15;"evenness";6,67873719208768
"HD";2016;4;"id";10;16;"abundance";1367,20168574811
"HD";2016;4;"id";10;16;"richness";12
"HD";2016;4;"id";10;16;"evenness";6,48194267692772
"HD";2016;4;"id";10;17;"abundance";569,497324869757
"HD";2016;4;"id";10;17;"richness";11
"HD";2016;4;"id";10;17;"evenness";6,05823129120942
"HD";2016;4;"id";10;18;"abundance";422,93215253957
"HD";2016;4;"id";10;18;"richness";12
"HD";2016;4;"id";10;18;"evenness";6,0743876254223
"HD";2016;4;"id";10;19;"abundance";415,837935692719
"HD";2016;4;"id";10;19;"richness";11
"HD";2016;4;"id";10;19;"evenness";6,47495026814677
"HD";2016;4;"id";10;20;"abundance";490,591296299696
"HD";2016;4;"id";10;20;"richness";11
"HD";2016;4;"id";10;20;"evenness";5,51356855649256
"HD";2016;4;"obs";1;1;"abundance";5012
"HD";2016;4;"obs";1;1;"richness";15
"HD";2016;4;"obs";1;1;"evenness";8,25348351326565
"HD";2016;4;"obs";1;2;"abundance";77730,6823564497
"HD";2016;4;"obs";1;2;"richness";13
"HD";2016;4;"obs";1;2;"evenness";3,18332587834595
"HD";2016;4;"obs";1;3;"abundance";18678160,4557287
"HD";2016;4;"obs";1;3;"richness";12
"HD";2016;4;"obs";1;3;"evenness";2,67270635629713
"HD";2016;4;"obs";1;4;"abundance";9874835845,8791
"HD";2016;4;"obs";1;4;"richness";13
"HD";2016;4;"obs";1;4;"evenness";1,91576347807989
"HD";2016;4;"obs";1;5;"abundance";7103223199756,53
"HD";2016;4;"obs";1;5;"richness";11
"HD";2016;4;"obs";1;5;"evenness";1,39749873558368
"HD";2016;4;"obs";1;6;"abundance";5819372128412886
"HD";2016;4;"obs";1;6;"richness";10
"HD";2016;4;"obs";1;6;"evenness";1,16004762245661
"HD";2016;4;"obs";1;7;"abundance";4993148832150250496
"HD";2016;4;"obs";1;7;"richness";11
"HD";2016;4;"obs";1;7;"evenness";1,06263269474242
"HD";2016;4;"obs";1;8;"abundance";4,35071160002046e+21
"HD";2016;4;"obs";1;8;"richness";10
"HD";2016;4;"obs";1;8;"evenness";1,02404391706815
"HD";2016;4;"obs";1;9;"abundance";3,81000950028514e+24
"HD";2016;4;"obs";1;9;"richness";10
"HD";2016;4;"obs";1;9;"evenness";1,00908323780439
"HD";2016;4;"obs";1;10;"abundance";3,34193812837097e+27
"HD";2016;4;"obs";1;10;"richness";9
"HD";2016;4;"obs";1;10;"evenness";1,00339015166806
"HD";2016;4;"obs";1;11;"abundance";2,93291608599184e+30
"HD";2016;4;"obs";1;11;"richness";9
"HD";2016;4;"obs";1;11;"evenness";1,00125763756494
"HD";2016;4;"obs";1;12;"abundance";2,57439464965662e+33
"HD";2016;4;"obs";1;12;"richness";10
"HD";2016;4;"obs";1;12;"evenness";1,00046877177453
"HD";2016;4;"obs";1;13;"abundance";2,25982452732881e+36
"HD";2016;4;"obs";1;13;"richness";10
"HD";2016;4;"obs";1;13;"evenness";1,00017823467752
"HD";2016;4;"obs";1;14;"abundance";1,98372823140537e+39
"HD";2016;4;"obs";1;14;"richness";10
"HD";2016;4;"obs";1;14;"evenness";1,00007073175056
"HD";2016;4;"obs";1;15;"abundance";1,74137463712641e+42
"HD";2016;4;"obs";1;15;"richness";10
"HD";2016;4;"obs";1;15;"evenness";1,00003017129844
"HD";2016;4;"obs";1;16;"abundance";1,52863260538297e+45
"HD";2016;4;"obs";1;16;"richness";9
"HD";2016;4;"obs";1;16;"evenness";1,00001421373607
"HD";2016;4;"obs";1;17;"abundance";1,34188197758036e+48
"HD";2016;4;"obs";1;17;"richness";9
"HD";2016;4;"obs";1;17;"evenness";1,0000074725788
"HD";2016;4;"obs";1;18;"abundance";1,17794667196032e+51
"HD";2016;4;"obs";1;18;"richness";9
"HD";2016;4;"obs";1;18;"evenness";1,00000432797046
"HD";2016;4;"obs";1;19;"abundance";1,03403914983595e+54
"HD";2016;4;"obs";1;19;"richness";10
"HD";2016;4;"obs";1;19;"evenness";1,00000268863391
"HD";2016;4;"obs";1;20;"abundance";9,07712578328559e+56
"HD";2016;4;"obs";1;20;"richness";11
"HD";2016;4;"obs";1;20;"evenness";1,00000174473469
"HD";2016;4;"obs";2;1;"abundance";5012
"HD";2016;4;"obs";2;1;"richness";15
"HD";2016;4;"obs";2;1;"evenness";8,25348351326565
"HD";2016;4;"obs";2;2;"abundance";77730,6823564497
"HD";2016;4;"obs";2;2;"richness";13
"HD";2016;4;"obs";2;2;"evenness";3,18332587834595
"HD";2016;4;"obs";2;3;"abundance";18678160,4557287
"HD";2016;4;"obs";2;3;"richness";12
"HD";2016;4;"obs";2;3;"evenness";2,67270635629713
"HD";2016;4;"obs";2;4;"abundance";9874835845,8791
"HD";2016;4;"obs";2;4;"richness";13
"HD";2016;4;"obs";2;4;"evenness";1,91576347807989
"HD";2016;4;"obs";2;5;"abundance";7103223199756,53
"HD";2016;4;"obs";2;5;"richness";11
"HD";2016;4;"obs";2;5;"evenness";1,39749873558368
"HD";2016;4;"obs";2;6;"abundance";5819372128412886
"HD";2016;4;"obs";2;6;"richness";10
"HD";2016;4;"obs";2;6;"evenness";1,16004762245661
"HD";2016;4;"obs";2;7;"abundance";4993148832150250496
"HD";2016;4;"obs";2;7;"richness";11
"HD";2016;4;"obs";2;7;"evenness";1,06263269474242
"HD";2016;4;"obs";2;8;"abundance";4,35071160002046e+21
"HD";2016;4;"obs";2;8;"richness";10
"HD";2016;4;"obs";2;8;"evenness";1,02404391706815
"HD";2016;4;"obs";2;9;"abundance";3,81000950028514e+24
"HD";2016;4;"obs";2;9;"richness";10
"HD";2016;4;"obs";2;9;"evenness";1,00908323780439
"HD";2016;4;"obs";2;10;"abundance";3,34193812837097e+27
"HD";2016;4;"obs";2;10;"richness";9
"HD";2016;4;"obs";2;10;"evenness";1,00339015166806
"HD";2016;4;"obs";2;11;"abundance";2,93291608599184e+30
"HD";2016;4;"obs";2;11;"richness";9
"HD";2016;4;"obs";2;11;"evenness";1,00125763756494
"HD";2016;4;"obs";2;12;"abundance";2,57439464965662e+33
"HD";2016;4;"obs";2;12;"richness";10
"HD";2016;4;"obs";2;12;"evenness";1,00046877177453
"HD";2016;4;"obs";2;13;"abundance";2,25982452732881e+36
"HD";2016;4;"obs";2;13;"richness";10
"HD";2016;4;"obs";2;13;"evenness";1,00017823467752
"HD";2016;4;"obs";2;14;"abundance";1,98372823140537e+39
"HD";2016;4;"obs";2;14;"richness";10
"HD";2016;4;"obs";2;14;"evenness";1,00007073175056
"HD";2016;4;"obs";2;15;"abundance";1,74137463712641e+42
"HD";2016;4;"obs";2;15;"richness";10
"HD";2016;4;"obs";2;15;"evenness";1,00003017129844
"HD";2016;4;"obs";2;16;"abundance";1,52863260538297e+45
"HD";2016;4;"obs";2;16;"richness";9
"HD";2016;4;"obs";2;16;"evenness";1,00001421373607
"HD";2016;4;"obs";2;17;"abundance";1,34188197758036e+48
"HD";2016;4;"obs";2;17;"richness";9
"HD";2016;4;"obs";2;17;"evenness";1,0000074725788
"HD";2016;4;"obs";2;18;"abundance";1,17794667196032e+51
"HD";2016;4;"obs";2;18;"richness";9
"HD";2016;4;"obs";2;18;"evenness";1,00000432797046
"HD";2016;4;"obs";2;19;"abundance";1,03403914983595e+54
"HD";2016;4;"obs";2;19;"richness";10
"HD";2016;4;"obs";2;19;"evenness";1,00000268863391
"HD";2016;4;"obs";2;20;"abundance";9,07712578328559e+56
"HD";2016;4;"obs";2;20;"richness";11
"HD";2016;4;"obs";2;20;"evenness";1,00000174473469
"HD";2016;4;"obs";3;1;"abundance";5012
"HD";2016;4;"obs";3;1;"richness";15
"HD";2016;4;"obs";3;1;"evenness";8,25348351326565
"HD";2016;4;"obs";3;2;"abundance";77730,6823564497
"HD";2016;4;"obs";3;2;"richness";13
"HD";2016;4;"obs";3;2;"evenness";3,18332587834595
"HD";2016;4;"obs";3;3;"abundance";18678160,4557287
"HD";2016;4;"obs";3;3;"richness";12
"HD";2016;4;"obs";3;3;"evenness";2,67270635629713
"HD";2016;4;"obs";3;4;"abundance";9874835845,8791
"HD";2016;4;"obs";3;4;"richness";13
"HD";2016;4;"obs";3;4;"evenness";1,91576347807989
"HD";2016;4;"obs";3;5;"abundance";7103223199756,53
"HD";2016;4;"obs";3;5;"richness";11
"HD";2016;4;"obs";3;5;"evenness";1,39749873558368
"HD";2016;4;"obs";3;6;"abundance";5819372128412886
"HD";2016;4;"obs";3;6;"richness";10
"HD";2016;4;"obs";3;6;"evenness";1,16004762245661
"HD";2016;4;"obs";3;7;"abundance";4993148832150250496
"HD";2016;4;"obs";3;7;"richness";11
"HD";2016;4;"obs";3;7;"evenness";1,06263269474242
"HD";2016;4;"obs";3;8;"abundance";4,35071160002046e+21
