"model";"year.predicted";"plot";"type";"intensity";"timestep";"metric";"value"
"HD";2016;1;"dd";3;14;"abundance";3085,82326005785
"HD";2016;1;"dd";3;14;"richness";12
"HD";2016;1;"dd";3;14;"evenness";3,19776261056691
"HD";2016;1;"dd";3;15;"abundance";1409,63060526303
"HD";2016;1;"dd";3;15;"richness";11
"HD";2016;1;"dd";3;15;"evenness";2,71230043567427
"HD";2016;1;"dd";3;16;"abundance";1615,4879982611
"HD";2016;1;"dd";3;16;"richness";10
"HD";2016;1;"dd";3;16;"evenness";5,49906770940891
"HD";2016;1;"dd";3;17;"abundance";236,60429494546
"HD";2016;1;"dd";3;17;"richness";9
"HD";2016;1;"dd";3;17;"evenness";2,82297839550434
"HD";2016;1;"dd";3;18;"abundance";136,063295828748
"HD";2016;1;"dd";3;18;"richness";9
"HD";2016;1;"dd";3;18;"evenness";3,73147431877532
"HD";2016;1;"dd";3;19;"abundance";1167,0776811565
"HD";2016;1;"dd";3;19;"richness";11
"HD";2016;1;"dd";3;19;"evenness";5,16028898135557
"HD";2016;1;"dd";3;20;"abundance";63,1619428126384
"HD";2016;1;"dd";3;20;"richness";11
"HD";2016;1;"dd";3;20;"evenness";3,85240096105934
"HD";2016;1;"dd";4;1;"abundance";5889
"HD";2016;1;"dd";4;1;"richness";15
"HD";2016;1;"dd";4;1;"evenness";8,52549948037436
"HD";2016;1;"dd";4;2;"abundance";2416,89830311265
"HD";2016;1;"dd";4;2;"richness";14
"HD";2016;1;"dd";4;2;"evenness";3,39507289891491
"HD";2016;1;"dd";4;3;"abundance";7146,17825250457
"HD";2016;1;"dd";4;3;"richness";14
"HD";2016;1;"dd";4;3;"evenness";5,29302453061471
"HD";2016;1;"dd";4;4;"abundance";2155,07641337426
"HD";2016;1;"dd";4;4;"richness";13
"HD";2016;1;"dd";4;4;"evenness";5,3371321649392
"HD";2016;1;"dd";4;5;"abundance";3970,38691772799
"HD";2016;1;"dd";4;5;"richness";13
"HD";2016;1;"dd";4;5;"evenness";3,49086869093891
"HD";2016;1;"dd";4;6;"abundance";4869,14507863255
"HD";2016;1;"dd";4;6;"richness";11
"HD";2016;1;"dd";4;6;"evenness";4,2537183782443
"HD";2016;1;"dd";4;7;"abundance";2121,18309646369
"HD";2016;1;"dd";4;7;"richness";12
"HD";2016;1;"dd";4;7;"evenness";5,46315172120746
"HD";2016;1;"dd";4;8;"abundance";2085,69512629318
"HD";2016;1;"dd";4;8;"richness";12
"HD";2016;1;"dd";4;8;"evenness";2,85719452082765
"HD";2016;1;"dd";4;9;"abundance";1230,87645630619
"HD";2016;1;"dd";4;9;"richness";13
"HD";2016;1;"dd";4;9;"evenness";5,15505322125071
"HD";2016;1;"dd";4;10;"abundance";492,734516833562
"HD";2016;1;"dd";4;10;"richness";13
"HD";2016;1;"dd";4;10;"evenness";6,34386510979151
"HD";2016;1;"dd";4;11;"abundance";2319,92032093138
"HD";2016;1;"dd";4;11;"richness";11
"HD";2016;1;"dd";4;11;"evenness";3,87552193116694
"HD";2016;1;"dd";4;12;"abundance";1784,20913482951
"HD";2016;1;"dd";4;12;"richness";11
"HD";2016;1;"dd";4;12;"evenness";3,99161215785545
"HD";2016;1;"dd";4;13;"abundance";1096,27817604374
"HD";2016;1;"dd";4;13;"richness";10
"HD";2016;1;"dd";4;13;"evenness";5,6309468470712
"HD";2016;1;"dd";4;14;"abundance";988,217074066085
"HD";2016;1;"dd";4;14;"richness";10
"HD";2016;1;"dd";4;14;"evenness";3,5962262067406
"HD";2016;1;"dd";4;15;"abundance";1406,3214088385
"HD";2016;1;"dd";4;15;"richness";9
"HD";2016;1;"dd";4;15;"evenness";2,40463467516519
"HD";2016;1;"dd";4;16;"abundance";535,378654023238
"HD";2016;1;"dd";4;16;"richness";11
"HD";2016;1;"dd";4;16;"evenness";4,85041132232111
"HD";2016;1;"dd";4;17;"abundance";1398,85918576616
"HD";2016;1;"dd";4;17;"richness";11
"HD";2016;1;"dd";4;17;"evenness";4,13187965935524
"HD";2016;1;"dd";4;18;"abundance";169,350243362501
"HD";2016;1;"dd";4;18;"richness";12
"HD";2016;1;"dd";4;18;"evenness";5,75700593830515
"HD";2016;1;"dd";4;19;"abundance";623,245750356451
"HD";2016;1;"dd";4;19;"richness";11
"HD";2016;1;"dd";4;19;"evenness";3,28821754945039
"HD";2016;1;"dd";4;20;"abundance";760,365086410109
"HD";2016;1;"dd";4;20;"richness";11
"HD";2016;1;"dd";4;20;"evenness";4,60432413693739
"HD";2016;1;"dd";5;1;"abundance";5889
"HD";2016;1;"dd";5;1;"richness";15
"HD";2016;1;"dd";5;1;"evenness";8,52549948037436
"HD";2016;1;"dd";5;2;"abundance";2251,46762924151
"HD";2016;1;"dd";5;2;"richness";14
"HD";2016;1;"dd";5;2;"evenness";3,20195383855401
"HD";2016;1;"dd";5;3;"abundance";5533,93924384722
"HD";2016;1;"dd";5;3;"richness";14
"HD";2016;1;"dd";5;3;"evenness";5,04866847960309
"HD";2016;1;"dd";5;4;"abundance";2316,43797834097
"HD";2016;1;"dd";5;4;"richness";13
"HD";2016;1;"dd";5;4;"evenness";6,31020601368328
"HD";2016;1;"dd";5;5;"abundance";3347,93845608636
"HD";2016;1;"dd";5;5;"richness";13
"HD";2016;1;"dd";5;5;"evenness";3,37763463179282
"HD";2016;1;"dd";5;6;"abundance";3756,96168733753
"HD";2016;1;"dd";5;6;"richness";13
"HD";2016;1;"dd";5;6;"evenness";5,71568264553091
"HD";2016;1;"dd";5;7;"abundance";2840,97407975241
"HD";2016;1;"dd";5;7;"richness";12
"HD";2016;1;"dd";5;7;"evenness";3,65361900194401
"HD";2016;1;"dd";5;8;"abundance";3705,81631458606
"HD";2016;1;"dd";5;8;"richness";12
"HD";2016;1;"dd";5;8;"evenness";3,44492699219746
"HD";2016;1;"dd";5;9;"abundance";2267,89313052241
"HD";2016;1;"dd";5;9;"richness";13
"HD";2016;1;"dd";5;9;"evenness";3,53325225945561
"HD";2016;1;"dd";5;10;"abundance";821,88007987582
"HD";2016;1;"dd";5;10;"richness";11
"HD";2016;1;"dd";5;10;"evenness";4,66542589445362
"HD";2016;1;"dd";5;11;"abundance";1306,40367815547
"HD";2016;1;"dd";5;11;"richness";11
"HD";2016;1;"dd";5;11;"evenness";4,68525337922808
"HD";2016;1;"dd";5;12;"abundance";1573,23968012786
"HD";2016;1;"dd";5;12;"richness";11
"HD";2016;1;"dd";5;12;"evenness";4,93964481309471
"HD";2016;1;"dd";5;13;"abundance";631,63245257836
"HD";2016;1;"dd";5;13;"richness";10
"HD";2016;1;"dd";5;13;"evenness";4,78418891659722
"HD";2016;1;"dd";5;14;"abundance";1521,95815870695
"HD";2016;1;"dd";5;14;"richness";10
"HD";2016;1;"dd";5;14;"evenness";4,28588285746369
"HD";2016;1;"dd";5;15;"abundance";763,430225944519
"HD";2016;1;"dd";5;15;"richness";8
"HD";2016;1;"dd";5;15;"evenness";2,13611969048942
"HD";2016;1;"dd";5;16;"abundance";443,020175900602
"HD";2016;1;"dd";5;16;"richness";10
"HD";2016;1;"dd";5;16;"evenness";2,19904024500152
"HD";2016;1;"dd";5;17;"abundance";490,825922081073
"HD";2016;1;"dd";5;17;"richness";11
"HD";2016;1;"dd";5;17;"evenness";3,30867719139402
"HD";2016;1;"dd";5;18;"abundance";878,861139837567
"HD";2016;1;"dd";5;18;"richness";11
"HD";2016;1;"dd";5;18;"evenness";4,31537566030625
"HD";2016;1;"dd";5;19;"abundance";1929,10347187162
"HD";2016;1;"dd";5;19;"richness";8
"HD";2016;1;"dd";5;19;"evenness";2,29799927385411
"HD";2016;1;"dd";5;20;"abundance";86,9968042691054
"HD";2016;1;"dd";5;20;"richness";8
"HD";2016;1;"dd";5;20;"evenness";2,49240955809844
"HD";2016;1;"dd";6;1;"abundance";5889
"HD";2016;1;"dd";6;1;"richness";15
"HD";2016;1;"dd";6;1;"evenness";8,52549948037436
"HD";2016;1;"dd";6;2;"abundance";2137,12719714153
"HD";2016;1;"dd";6;2;"richness";14
"HD";2016;1;"dd";6;2;"evenness";3,1020158589552
"HD";2016;1;"dd";6;3;"abundance";4747,11301156723
"HD";2016;1;"dd";6;3;"richness";14
"HD";2016;1;"dd";6;3;"evenness";4,68605268219706
"HD";2016;1;"dd";6;4;"abundance";1764,01698600504
"HD";2016;1;"dd";6;4;"richness";13
"HD";2016;1;"dd";6;4;"evenness";6,32929772617251
"HD";2016;1;"dd";6;5;"abundance";3284,28775910972
"HD";2016;1;"dd";6;5;"richness";13
"HD";2016;1;"dd";6;5;"evenness";3,86020246983722
"HD";2016;1;"dd";6;6;"abundance";4405,16969196997
"HD";2016;1;"dd";6;6;"richness";13
"HD";2016;1;"dd";6;6;"evenness";3,64428004247633
"HD";2016;1;"dd";6;7;"abundance";4090,48080294476
"HD";2016;1;"dd";6;7;"richness";13
"HD";2016;1;"dd";6;7;"evenness";4,79506242535816
"HD";2016;1;"dd";6;8;"abundance";1321,86895033929
"HD";2016;1;"dd";6;8;"richness";11
"HD";2016;1;"dd";6;8;"evenness";3,56218996531182
"HD";2016;1;"dd";6;9;"abundance";1523,47069155715
"HD";2016;1;"dd";6;9;"richness";11
"HD";2016;1;"dd";6;9;"evenness";6,6119520543494
"HD";2016;1;"dd";6;10;"abundance";830,446150088975
"HD";2016;1;"dd";6;10;"richness";11
"HD";2016;1;"dd";6;10;"evenness";3,50149663849232
"HD";2016;1;"dd";6;11;"abundance";428,719011059978
"HD";2016;1;"dd";6;11;"richness";11
"HD";2016;1;"dd";6;11;"evenness";5,0537079653365
"HD";2016;1;"dd";6;12;"abundance";1054,60262515882
"HD";2016;1;"dd";6;12;"richness";10
"HD";2016;1;"dd";6;12;"evenness";4,59425730966019
"HD";2016;1;"dd";6;13;"abundance";1385,23815640759
"HD";2016;1;"dd";6;13;"richness";8
"HD";2016;1;"dd";6;13;"evenness";4,71510500851513
"HD";2016;1;"dd";6;14;"abundance";843,24214733607
"HD";2016;1;"dd";6;14;"richness";9
"HD";2016;1;"dd";6;14;"evenness";3,81249221817152
"HD";2016;1;"dd";6;15;"abundance";772,920433544757
"HD";2016;1;"dd";6;15;"richness";10
"HD";2016;1;"dd";6;15;"evenness";2,87522560344366
"HD";2016;1;"dd";6;16;"abundance";1796,46631746189
"HD";2016;1;"dd";6;16;"richness";10
"HD";2016;1;"dd";6;16;"evenness";5,08026578750746
"HD";2016;1;"dd";6;17;"abundance";352,804014587273
"HD";2016;1;"dd";6;17;"richness";9
"HD";2016;1;"dd";6;17;"evenness";4,03324038867722
"HD";2016;1;"dd";6;18;"abundance";153,11754154469
"HD";2016;1;"dd";6;18;"richness";10
"HD";2016;1;"dd";6;18;"evenness";3,48294672949622
"HD";2016;1;"dd";6;19;"abundance";1034,88409075214
"HD";2016;1;"dd";6;19;"richness";10
"HD";2016;1;"dd";6;19;"evenness";3,17293575103408
"HD";2016;1;"dd";6;20;"abundance";345,080769313899
"HD";2016;1;"dd";6;20;"richness";8
"HD";2016;1;"dd";6;20;"evenness";4,6293311984361
"HD";2016;1;"dd";7;1;"abundance";5889
"HD";2016;1;"dd";7;1;"richness";15
"HD";2016;1;"dd";7;1;"evenness";8,52549948037436
"HD";2016;1;"dd";7;2;"abundance";2053,07043146171
"HD";2016;1;"dd";7;2;"richness";14
"HD";2016;1;"dd";7;2;"evenness";3,06150890969767
"HD";2016;1;"dd";7;3;"abundance";4420,86746229993
"HD";2016;1;"dd";7;3;"richness";14
"HD";2016;1;"dd";7;3;"evenness";4,60823016112993
"HD";2016;1;"dd";7;4;"abundance";1778,4671155338
"HD";2016;1;"dd";7;4;"richness";13
"HD";2016;1;"dd";7;4;"evenness";6,58561422649411
"HD";2016;1;"dd";7;5;"abundance";2760,44612906489
"HD";2016;1;"dd";7;5;"richness";12
"HD";2016;1;"dd";7;5;"evenness";4,25128836307653
"HD";2016;1;"dd";7;6;"abundance";3307,86107013181
"HD";2016;1;"dd";7;6;"richness";13
"HD";2016;1;"dd";7;6;"evenness";5,39306159665423
"HD";2016;1;"dd";7;7;"abundance";2394,92189629014
"HD";2016;1;"dd";7;7;"richness";13
"HD";2016;1;"dd";7;7;"evenness";2,58431435114716
"HD";2016;1;"dd";7;8;"abundance";1760,43747795657
"HD";2016;1;"dd";7;8;"richness";12
"HD";2016;1;"dd";7;8;"evenness";4,76911157536616
"HD";2016;1;"dd";7;9;"abundance";2408,471118573
"HD";2016;1;"dd";7;9;"richness";13
"HD";2016;1;"dd";7;9;"evenness";4,72593188714673
"HD";2016;1;"dd";7;10;"abundance";1831,47135969959
"HD";2016;1;"dd";7;10;"richness";12
"HD";2016;1;"dd";7;10;"evenness";3,83826243698984
"HD";2016;1;"dd";7;11;"abundance";778,940375301807
"HD";2016;1;"dd";7;11;"richness";10
"HD";2016;1;"dd";7;11;"evenness";2,72392736199418
"HD";2016;1;"dd";7;12;"abundance";681,253889717388
"HD";2016;1;"dd";7;12;"richness";11
"HD";2016;1;"dd";7;12;"evenness";6,8637172774143
"HD";2016;1;"dd";7;13;"abundance";908,391736859864
"HD";2016;1;"dd";7;13;"richness";11
"HD";2016;1;"dd";7;13;"evenness";5,19660443216674
"HD";2016;1;"dd";7;14;"abundance";805,506167021023
"HD";2016;1;"dd";7;14;"richness";10
"HD";2016;1;"dd";7;14;"evenness";4,80330674152289
"HD";2016;1;"dd";7;15;"abundance";393,452516712682
"HD";2016;1;"dd";7;15;"richness";11
"HD";2016;1;"dd";7;15;"evenness";2,89754719424096
"HD";2016;1;"dd";7;16;"abundance";461,988184175295
"HD";2016;1;"dd";7;16;"richness";11
"HD";2016;1;"dd";7;16;"evenness";7,68212573817851
"HD";2016;1;"dd";7;17;"abundance";879,132494265161
"HD";2016;1;"dd";7;17;"richness";11
"HD";2016;1;"dd";7;17;"evenness";3,76329615194893
"HD";2016;1;"dd";7;18;"abundance";527,386362164669
"HD";2016;1;"dd";7;18;"richness";12
"HD";2016;1;"dd";7;18;"evenness";6,93759987981194
"HD";2016;1;"dd";7;19;"abundance";1848,81882154501
"HD";2016;1;"dd";7;19;"richness";12
"HD";2016;1;"dd";7;19;"evenness";3,19791536685096
"HD";2016;1;"dd";7;20;"abundance";1320,92254353516
"HD";2016;1;"dd";7;20;"richness";10
"HD";2016;1;"dd";7;20;"evenness";5,00561533534678
"HD";2016;1;"dd";8;1;"abundance";5889
"HD";2016;1;"dd";8;1;"richness";15
"HD";2016;1;"dd";8;1;"evenness";8,52549948037436
"HD";2016;1;"dd";8;2;"abundance";1993,09611387629
"HD";2016;1;"dd";8;2;"richness";14
"HD";2016;1;"dd";8;2;"evenness";3,07254673110139
"HD";2016;1;"dd";8;3;"abundance";4284,51151083717
"HD";2016;1;"dd";8;3;"richness";14
"HD";2016;1;"dd";8;3;"evenness";4,7690365905023
"HD";2016;1;"dd";8;4;"abundance";1809,05699569409
"HD";2016;1;"dd";8;4;"richness";13
"HD";2016;1;"dd";8;4;"evenness";6,79896777652621
"HD";2016;1;"dd";8;5;"abundance";3585,33834412128
"HD";2016;1;"dd";8;5;"richness";13
"HD";2016;1;"dd";8;5;"evenness";4,892267782078
"HD";2016;1;"dd";8;6;"abundance";2226,18795539861
"HD";2016;1;"dd";8;6;"richness";11
"HD";2016;1;"dd";8;6;"evenness";6,53229218064056
"HD";2016;1;"dd";8;7;"abundance";3243,36203583442
"HD";2016;1;"dd";8;7;"richness";12
"HD";2016;1;"dd";8;7;"evenness";2,59600650994006
"HD";2016;1;"dd";8;8;"abundance";1476,72242523894
"HD";2016;1;"dd";8;8;"richness";11
"HD";2016;1;"dd";8;8;"evenness";5,52119866606578
"HD";2016;1;"dd";8;9;"abundance";1523,72699891889
"HD";2016;1;"dd";8;9;"richness";10
"HD";2016;1;"dd";8;9;"evenness";3,29000189152008
"HD";2016;1;"dd";8;10;"abundance";427,88160897033
"HD";2016;1;"dd";8;10;"richness";9
"HD";2016;1;"dd";8;10;"evenness";4,49396038640301
"HD";2016;1;"dd";8;11;"abundance";1410,51947145839
"HD";2016;1;"dd";8;11;"richness";11
"HD";2016;1;"dd";8;11;"evenness";4,48896827602877
"HD";2016;1;"dd";8;12;"abundance";689,769051911041
"HD";2016;1;"dd";8;12;"richness";11
"HD";2016;1;"dd";8;12;"evenness";6,11831955167521
"HD";2016;1;"dd";8;13;"abundance";1220,36871727155
"HD";2016;1;"dd";8;13;"richness";9
"HD";2016;1;"dd";8;13;"evenness";4,46925353832198
"HD";2016;1;"dd";8;14;"abundance";547,602492543998
"HD";2016;1;"dd";8;14;"richness";9
"HD";2016;1;"dd";8;14;"evenness";5,8847032579594
"HD";2016;1;"dd";8;15;"abundance";934,21596933535
"HD";2016;1;"dd";8;15;"richness";10
"HD";2016;1;"dd";8;15;"evenness";5,01275619104918
"HD";2016;1;"dd";8;16;"abundance";578,045585525537
"HD";2016;1;"dd";8;16;"richness";8
"HD";2016;1;"dd";8;16;"evenness";4,01561296679011
"HD";2016;1;"dd";8;17;"abundance";1415,41416439793
"HD";2016;1;"dd";8;17;"richness";8
"HD";2016;1;"dd";8;17;"evenness";2,57324507545349
"HD";2016;1;"dd";8;18;"abundance";185,864072245046
"HD";2016;1;"dd";8;18;"richness";8
"HD";2016;1;"dd";8;18;"evenness";3,25572812509557
"HD";2016;1;"dd";8;19;"abundance";539,149407969751
"HD";2016;1;"dd";8;19;"richness";8
"HD";2016;1;"dd";8;19;"evenness";4,68431725752361
"HD";2016;1;"dd";8;20;"abundance";283,112822921441
"HD";2016;1;"dd";8;20;"richness";10
"HD";2016;1;"dd";8;20;"evenness";4,85742370593173
"HD";2016;1;"dd";9;1;"abundance";5889
"HD";2016;1;"dd";9;1;"richness";15
"HD";2016;1;"dd";9;1;"evenness";8,52549948037436
"HD";2016;1;"dd";9;2;"abundance";1957,92861536768
"HD";2016;1;"dd";9;2;"richness";14
"HD";2016;1;"dd";9;2;"evenness";3,14111311182778
"HD";2016;1;"dd";9;3;"abundance";4266,64100886677
"HD";2016;1;"dd";9;3;"richness";14
"HD";2016;1;"dd";9;3;"evenness";5,06417382826178
"HD";2016;1;"dd";9;4;"abundance";1834,0070925506
"HD";2016;1;"dd";9;4;"richness";13
"HD";2016;1;"dd";9;4;"evenness";7,82620879926707
"HD";2016;1;"dd";9;5;"abundance";3349,68684085514
"HD";2016;1;"dd";9;5;"richness";12
"HD";2016;1;"dd";9;5;"evenness";4,19733086104211
"HD";2016;1;"dd";9;6;"abundance";1846,2683173678
"HD";2016;1;"dd";9;6;"richness";11
"HD";2016;1;"dd";9;6;"evenness";6,67464298017767
"HD";2016;1;"dd";9;7;"abundance";1987,69795820566
"HD";2016;1;"dd";9;7;"richness";12
"HD";2016;1;"dd";9;7;"evenness";3,61451635614983
"HD";2016;1;"dd";9;8;"abundance";1303,51326181605
"HD";2016;1;"dd";9;8;"richness";10
"HD";2016;1;"dd";9;8;"evenness";3,25018188153825
"HD";2016;1;"dd";9;9;"abundance";1985,3198273314
