"year";"plot";"subplot";"sp";"individuals";"SAD.model"
2019;7;"D5";"PAIN";6,03223460196802;"niche_fitness"
2015;8;"D5";"PAIN";NA;"niche_fitness"
2016;8;"D5";"PAIN";NA;"niche_fitness"
2017;8;"D5";"PAIN";NA;"niche_fitness"
2018;8;"D5";"PAIN";NA;"niche_fitness"
2019;8;"D5";"PAIN";NA;"niche_fitness"
2015;9;"D5";"PAIN";NA;"niche_fitness"
2016;9;"D5";"PAIN";NA;"niche_fitness"
2017;9;"D5";"PAIN";NA;"niche_fitness"
2018;9;"D5";"PAIN";NA;"niche_fitness"
2019;9;"D5";"PAIN";NA;"niche_fitness"
2015;1;"D6";"PAIN";2,83929787174659;"niche_fitness"
2016;1;"D6";"PAIN";NA;"niche_fitness"
2017;1;"D6";"PAIN";14,0705013611641;"niche_fitness"
2018;1;"D6";"PAIN";NA;"niche_fitness"
2019;1;"D6";"PAIN";28,1425341138059;"niche_fitness"
2015;2;"D6";"PAIN";2,42119046148086;"niche_fitness"
2016;2;"D6";"PAIN";NA;"niche_fitness"
2017;2;"D6";"PAIN";6,03125802067795;"niche_fitness"
2018;2;"D6";"PAIN";NA;"niche_fitness"
2019;2;"D6";"PAIN";8,04954596450341;"niche_fitness"
2015;3;"D6";"PAIN";3,4566527426223;"niche_fitness"
2016;3;"D6";"PAIN";NA;"niche_fitness"
2017;3;"D6";"PAIN";14,0708240974666;"niche_fitness"
2018;3;"D6";"PAIN";NA;"niche_fitness"
2019;3;"D6";"PAIN";22,1140675117737;"niche_fitness"
2015;4;"D6";"PAIN";7,73552253157789;"niche_fitness"
2016;4;"D6";"PAIN";NA;"niche_fitness"
2017;4;"D6";"PAIN";3,29993757496775;"niche_fitness"
2018;4;"D6";"PAIN";NA;"niche_fitness"
2019;4;"D6";"PAIN";4,07189348412208;"niche_fitness"
2015;5;"D6";"PAIN";NA;"niche_fitness"
2016;5;"D6";"PAIN";NA;"niche_fitness"
2017;5;"D6";"PAIN";0,818724433871918;"niche_fitness"
2018;5;"D6";"PAIN";NA;"niche_fitness"
2019;5;"D6";"PAIN";2,04841686648999;"niche_fitness"
2015;6;"D6";"PAIN";9,51236451095171;"niche_fitness"
2016;6;"D6";"PAIN";NA;"niche_fitness"
2017;6;"D6";"PAIN";0,852794803878733;"niche_fitness"
2018;6;"D6";"PAIN";NA;"niche_fitness"
2019;6;"D6";"PAIN";8,07522244162869;"niche_fitness"
2015;7;"D6";"PAIN";NA;"niche_fitness"
2016;7;"D6";"PAIN";NA;"niche_fitness"
2017;7;"D6";"PAIN";NA;"niche_fitness"
2018;7;"D6";"PAIN";NA;"niche_fitness"
2019;7;"D6";"PAIN";NA;"niche_fitness"
2015;8;"D6";"PAIN";NA;"niche_fitness"
2016;8;"D6";"PAIN";NA;"niche_fitness"
2017;8;"D6";"PAIN";NA;"niche_fitness"
2018;8;"D6";"PAIN";NA;"niche_fitness"
2019;8;"D6";"PAIN";NA;"niche_fitness"
2015;9;"D6";"PAIN";NA;"niche_fitness"
2016;9;"D6";"PAIN";NA;"niche_fitness"
2017;9;"D6";"PAIN";NA;"niche_fitness"
2018;9;"D6";"PAIN";NA;"niche_fitness"
2019;9;"D6";"PAIN";2,30866191095865;"niche_fitness"
2015;1;"E1";"PAIN";5,63031968604182;"niche_fitness"
2016;1;"E1";"PAIN";NA;"niche_fitness"
2017;1;"E1";"PAIN";16,0809931433357;"niche_fitness"
2018;1;"E1";"PAIN";NA;"niche_fitness"
2019;1;"E1";"PAIN";20,1047311886543;"niche_fitness"
2015;2;"E1";"PAIN";2,02885702178336;"niche_fitness"
2016;2;"E1";"PAIN";NA;"niche_fitness"
2017;2;"E1";"PAIN";8,04047607417186;"niche_fitness"
2018;2;"E1";"PAIN";NA;"niche_fitness"
2019;2;"E1";"PAIN";16,0828027848752;"niche_fitness"
2015;3;"E1";"PAIN";2,68227102900545;"niche_fitness"
2016;3;"E1";"PAIN";NA;"niche_fitness"
2017;3;"E1";"PAIN";0,807098360579702;"niche_fitness"
2018;3;"E1";"PAIN";NA;"niche_fitness"
2019;3;"E1";"PAIN";12,0765532494071;"niche_fitness"
2015;4;"E1";"PAIN";6,98055862770617;"niche_fitness"
2016;4;"E1";"PAIN";NA;"niche_fitness"
2017;4;"E1";"PAIN";0,814606837413736;"niche_fitness"
2018;4;"E1";"PAIN";NA;"niche_fitness"
2019;4;"E1";"PAIN";2,02006187674104;"niche_fitness"
2015;5;"E1";"PAIN";8,69030699374431;"niche_fitness"
2016;5;"E1";"PAIN";NA;"niche_fitness"
2017;5;"E1";"PAIN";1,22224255360806;"niche_fitness"
2018;5;"E1";"PAIN";NA;"niche_fitness"
2019;5;"E1";"PAIN";16,0847077964036;"niche_fitness"
2015;6;"E1";"PAIN";13,7788140708235;"niche_fitness"
2016;6;"E1";"PAIN";NA;"niche_fitness"
2017;6;"E1";"PAIN";NA;"niche_fitness"
2018;6;"E1";"PAIN";NA;"niche_fitness"
2019;6;"E1";"PAIN";2,07185735370178;"niche_fitness"
2015;7;"E1";"PAIN";NA;"niche_fitness"
2016;7;"E1";"PAIN";NA;"niche_fitness"
2017;7;"E1";"PAIN";NA;"niche_fitness"
2018;7;"E1";"PAIN";NA;"niche_fitness"
2019;7;"E1";"PAIN";NA;"niche_fitness"
2015;8;"E1";"PAIN";NA;"niche_fitness"
2016;8;"E1";"PAIN";NA;"niche_fitness"
2017;8;"E1";"PAIN";NA;"niche_fitness"
2018;8;"E1";"PAIN";NA;"niche_fitness"
2019;8;"E1";"PAIN";NA;"niche_fitness"
2015;9;"E1";"PAIN";NA;"niche_fitness"
2016;9;"E1";"PAIN";NA;"niche_fitness"
2017;9;"E1";"PAIN";NA;"niche_fitness"
2018;9;"E1";"PAIN";NA;"niche_fitness"
2019;9;"E1";"PAIN";3,29504302846411;"niche_fitness"
2015;1;"E2";"PAIN";4,85081992997913;"niche_fitness"
2016;1;"E2";"PAIN";NA;"niche_fitness"
2017;1;"E2";"PAIN";20,100196176933;"niche_fitness"
2018;1;"E2";"PAIN";NA;"niche_fitness"
2019;1;"E2";"PAIN";20,1035640056534;"niche_fitness"
2015;2;"E2";"PAIN";1,22603506783833;"niche_fitness"
2016;2;"E2";"PAIN";NA;"niche_fitness"
2017;2;"E2";"PAIN";6,03019426275676;"niche_fitness"
2018;2;"E2";"PAIN";0,433636183171433;"niche_fitness"
2019;2;"E2";"PAIN";14,0708011545932;"niche_fitness"
2015;3;"E2";"PAIN";3,30091972809231;"niche_fitness"
2016;3;"E2";"PAIN";NA;"niche_fitness"
2017;3;"E2";"PAIN";2,01254597539516;"niche_fitness"
2018;3;"E2";"PAIN";NA;"niche_fitness"
2019;3;"E2";"PAIN";16,0861530254091;"niche_fitness"
2015;4;"E2";"PAIN";6,3315247448294;"niche_fitness"
2016;4;"E2";"PAIN";NA;"niche_fitness"
2017;4;"E2";"PAIN";1,21627877095086;"niche_fitness"
2018;4;"E2";"PAIN";NA;"niche_fitness"
2019;4;"E2";"PAIN";8,04446587382575;"niche_fitness"
2015;5;"E2";"PAIN";8,61625385112295;"niche_fitness"
2016;5;"E2";"PAIN";NA;"niche_fitness"
2017;5;"E2";"PAIN";0,824298766529265;"niche_fitness"
2018;5;"E2";"PAIN";NA;"niche_fitness"
2019;5;"E2";"PAIN";4,03724184146972;"niche_fitness"
2015;6;"E2";"PAIN";9,33724909139305;"niche_fitness"
2016;6;"E2";"PAIN";NA;"niche_fitness"
2017;6;"E2";"PAIN";NA;"niche_fitness"
2018;6;"E2";"PAIN";NA;"niche_fitness"
2019;6;"E2";"PAIN";16,0866328856853;"niche_fitness"
2015;7;"E2";"PAIN";NA;"niche_fitness"
2016;7;"E2";"PAIN";NA;"niche_fitness"
2017;7;"E2";"PAIN";NA;"niche_fitness"
2018;7;"E2";"PAIN";NA;"niche_fitness"
2019;7;"E2";"PAIN";NA;"niche_fitness"
2015;8;"E2";"PAIN";NA;"niche_fitness"
2016;8;"E2";"PAIN";NA;"niche_fitness"
2017;8;"E2";"PAIN";NA;"niche_fitness"
2018;8;"E2";"PAIN";NA;"niche_fitness"
2019;8;"E2";"PAIN";NA;"niche_fitness"
2015;9;"E2";"PAIN";NA;"niche_fitness"
2016;9;"E2";"PAIN";NA;"niche_fitness"
2017;9;"E2";"PAIN";NA;"niche_fitness"
2018;9;"E2";"PAIN";NA;"niche_fitness"
2019;9;"E2";"PAIN";2,56369788753407;"niche_fitness"
2015;1;"E3";"PAIN";2,84156291286025;"niche_fitness"
2016;1;"E3";"PAIN";NA;"niche_fitness"
2017;1;"E3";"PAIN";24,1202956824811;"niche_fitness"
2018;1;"E3";"PAIN";NA;"niche_fitness"
2019;1;"E3";"PAIN";24,1234370102542;"niche_fitness"
2015;2;"E3";"PAIN";0,865580556181552;"niche_fitness"
2016;2;"E3";"PAIN";NA;"niche_fitness"
2017;2;"E3";"PAIN";4,02216909242265;"niche_fitness"
2018;2;"E3";"PAIN";0,491601202552948;"niche_fitness"
2019;2;"E3";"PAIN";2,01963450519897;"niche_fitness"
2015;3;"E3";"PAIN";3,38526015337007;"niche_fitness"
2016;3;"E3";"PAIN";NA;"niche_fitness"
2017;3;"E3";"PAIN";3,62002573558522;"niche_fitness"
2018;3;"E3";"PAIN";NA;"niche_fitness"
2019;3;"E3";"PAIN";24,1244977448086;"niche_fitness"
2015;4;"E3";"PAIN";5,55839994836883;"niche_fitness"
2016;4;"E3";"PAIN";NA;"niche_fitness"
2017;4;"E3";"PAIN";0,829179819754666;"niche_fitness"
2018;4;"E3";"PAIN";NA;"niche_fitness"
2019;4;"E3";"PAIN";10,0548995605346;"niche_fitness"
2015;5;"E3";"PAIN";9,3732987618356;"niche_fitness"
2016;5;"E3";"PAIN";NA;"niche_fitness"
2017;5;"E3";"PAIN";0,808052806924734;"niche_fitness"
2018;5;"E3";"PAIN";NA;"niche_fitness"
2019;5;"E3";"PAIN";10,0599802182241;"niche_fitness"
2015;6;"E3";"PAIN";7,39835032023091;"niche_fitness"
2016;6;"E3";"PAIN";NA;"niche_fitness"
2017;6;"E3";"PAIN";NA;"niche_fitness"
2018;6;"E3";"PAIN";NA;"niche_fitness"
2019;6;"E3";"PAIN";20,1061992417233;"niche_fitness"
2015;7;"E3";"PAIN";NA;"niche_fitness"
2016;7;"E3";"PAIN";NA;"niche_fitness"
2017;7;"E3";"PAIN";NA;"niche_fitness"
2018;7;"E3";"PAIN";NA;"niche_fitness"
2019;7;"E3";"PAIN";4,02982845069971;"niche_fitness"
2015;8;"E3";"PAIN";NA;"niche_fitness"
2016;8;"E3";"PAIN";NA;"niche_fitness"
2017;8;"E3";"PAIN";NA;"niche_fitness"
2018;8;"E3";"PAIN";NA;"niche_fitness"
2019;8;"E3";"PAIN";1,76699426614483;"niche_fitness"
2015;9;"E3";"PAIN";NA;"niche_fitness"
2016;9;"E3";"PAIN";NA;"niche_fitness"
2017;9;"E3";"PAIN";NA;"niche_fitness"
2018;9;"E3";"PAIN";NA;"niche_fitness"
2019;9;"E3";"PAIN";NA;"niche_fitness"
2015;1;"E4";"PAIN";6,43867914904556;"niche_fitness"
2016;1;"E4";"PAIN";0,5327443231518;"niche_fitness"
2017;1;"E4";"PAIN";20,1008709599379;"niche_fitness"
2018;1;"E4";"PAIN";NA;"niche_fitness"
2019;1;"E4";"PAIN";20,1013655224986;"niche_fitness"
2015;2;"E4";"PAIN";0,828943989810087;"niche_fitness"
2016;2;"E4";"PAIN";0,462164443935179;"niche_fitness"
2017;2;"E4";"PAIN";6,03046473616485;"niche_fitness"
2018;2;"E4";"PAIN";0,508781195532211;"niche_fitness"
2019;2;"E4";"PAIN";2,01971459136713;"niche_fitness"
2015;3;"E4";"PAIN";4,04898263845287;"niche_fitness"
2016;3;"E4";"PAIN";NA;"niche_fitness"
2017;3;"E4";"PAIN";12,0604307343214;"niche_fitness"
2018;3;"E4";"PAIN";0,472108053267605;"niche_fitness"
2019;3;"E4";"PAIN";32,1630205757863;"niche_fitness"
2015;4;"E4";"PAIN";6,32019654724735;"niche_fitness"
2016;4;"E4";"PAIN";NA;"niche_fitness"
2017;4;"E4";"PAIN";2,02258339527969;"niche_fitness"
2018;4;"E4";"PAIN";1,12738767191203;"niche_fitness"
2019;4;"E4";"PAIN";12,0660737236098;"niche_fitness"
2015;5;"E4";"PAIN";9,77615115515131;"niche_fitness"
2016;5;"E4";"PAIN";NA;"niche_fitness"
2017;5;"E4";"PAIN";NA;"niche_fitness"
2018;5;"E4";"PAIN";NA;"niche_fitness"
2019;5;"E4";"PAIN";4,04089210190072;"niche_fitness"
2015;6;"E4";"PAIN";11,9675092470366;"niche_fitness"
2016;6;"E4";"PAIN";NA;"niche_fitness"
2017;6;"E4";"PAIN";NA;"niche_fitness"
2018;6;"E4";"PAIN";NA;"niche_fitness"
2019;6;"E4";"PAIN";12,0743978619819;"niche_fitness"
2015;7;"E4";"PAIN";NA;"niche_fitness"
2016;7;"E4";"PAIN";NA;"niche_fitness"
2017;7;"E4";"PAIN";NA;"niche_fitness"
2018;7;"E4";"PAIN";NA;"niche_fitness"
2019;7;"E4";"PAIN";2,41411400306087;"niche_fitness"
2015;8;"E4";"PAIN";NA;"niche_fitness"
2016;8;"E4";"PAIN";NA;"niche_fitness"
2017;8;"E4";"PAIN";NA;"niche_fitness"
2018;8;"E4";"PAIN";NA;"niche_fitness"
2019;8;"E4";"PAIN";NA;"niche_fitness"
2015;9;"E4";"PAIN";NA;"niche_fitness"
2016;9;"E4";"PAIN";NA;"niche_fitness"
2017;9;"E4";"PAIN";NA;"niche_fitness"
2018;9;"E4";"PAIN";NA;"niche_fitness"
2019;9;"E4";"PAIN";NA;"niche_fitness"
2015;1;"E5";"PAIN";3,24023243314073;"niche_fitness"
2016;1;"E5";"PAIN";0,864118449663538;"niche_fitness"
2017;1;"E5";"PAIN";16,0805575715332;"niche_fitness"
2018;1;"E5";"PAIN";NA;"niche_fitness"
2019;1;"E5";"PAIN";12,0625704010573;"niche_fitness"
2015;2;"E5";"PAIN";0,847194612129757;"niche_fitness"
2016;2;"E5";"PAIN";0,441819409922751;"niche_fitness"
2017;2;"E5";"PAIN";1,61537936185947;"niche_fitness"
2018;2;"E5";"PAIN";NA;"niche_fitness"
2019;2;"E5";"PAIN";2,01727393857233;"niche_fitness"
2015;3;"E5";"PAIN";3,0814713855439;"niche_fitness"
2016;3;"E5";"PAIN";0,726102925406005;"niche_fitness"
2017;3;"E5";"PAIN";14,0702263305668;"niche_fitness"
2018;3;"E5";"PAIN";0,417211587038706;"niche_fitness"
2019;3;"E5";"PAIN";36,1818773747632;"niche_fitness"
2015;4;"E5";"PAIN";8,10079930162356;"niche_fitness"
2016;4;"E5";"PAIN";NA;"niche_fitness"
2017;4;"E5";"PAIN";0,822354696651032;"niche_fitness"
2018;4;"E5";"PAIN";NA;"niche_fitness"
2019;4;"E5";"PAIN";8,04657325941356;"niche_fitness"
2015;5;"E5";"PAIN";8,15583643943748;"niche_fitness"
2016;5;"E5";"PAIN";NA;"niche_fitness"
2017;5;"E5";"PAIN";1,61875825529315;"niche_fitness"
2018;5;"E5";"PAIN";NA;"niche_fitness"
2019;5;"E5";"PAIN";8,05492751810272;"niche_fitness"
2015;6;"E5";"PAIN";8,89522403119159;"niche_fitness"
2016;6;"E5";"PAIN";NA;"niche_fitness"
2017;6;"E5";"PAIN";2,83727515470202;"niche_fitness"
2018;6;"E5";"PAIN";NA;"niche_fitness"
2019;6;"E5";"PAIN";8,05767312948034;"niche_fitness"
2015;7;"E5";"PAIN";NA;"niche_fitness"
2016;7;"E5";"PAIN";NA;"niche_fitness"
2017;7;"E5";"PAIN";NA;"niche_fitness"
2018;7;"E5";"PAIN";NA;"niche_fitness"
2019;7;"E5";"PAIN";NA;"niche_fitness"
2015;8;"E5";"PAIN";NA;"niche_fitness"
2016;8;"E5";"PAIN";NA;"niche_fitness"
2017;8;"E5";"PAIN";NA;"niche_fitness"
2018;8;"E5";"PAIN";NA;"niche_fitness"
2019;8;"E5";"PAIN";NA;"niche_fitness"
2015;9;"E5";"PAIN";NA;"niche_fitness"
2016;9;"E5";"PAIN";NA;"niche_fitness"
2017;9;"E5";"PAIN";NA;"niche_fitness"
2018;9;"E5";"PAIN";NA;"niche_fitness"
2019;9;"E5";"PAIN";NA;"niche_fitness"
2015;1;"E6";"PAIN";4,84013389238692;"niche_fitness"
2016;1;"E6";"PAIN";NA;"niche_fitness"
2017;1;"E6";"PAIN";14,0702798607441;"niche_fitness"
2018;1;"E6";"PAIN";NA;"niche_fitness"
2019;1;"E6";"PAIN";12,0667088675035;"niche_fitness"
2015;2;"E6";"PAIN";1,22718667070738;"niche_fitness"
2016;2;"E6";"PAIN";NA;"niche_fitness"
2017;2;"E6";"PAIN";4,42257280386184;"niche_fitness"
2018;2;"E6";"PAIN";NA;"niche_fitness"
2019;2;"E6";"PAIN";12,0621081169627;"niche_fitness"
2015;3;"E6";"PAIN";3,25012534518519;"niche_fitness"
2016;3;"E6";"PAIN";NA;"niche_fitness"
2017;3;"E6";"PAIN";12,0606326737639;"niche_fitness"
2018;3;"E6";"PAIN";NA;"niche_fitness"
2019;3;"E6";"PAIN";24,1234413163331;"niche_fitness"
2015;4;"E6";"PAIN";6,418504649813;"niche_fitness"
2016;4;"E6";"PAIN";NA;"niche_fitness"
2017;4;"E6";"PAIN";0,813428653546407;"niche_fitness"
2018;4;"E6";"PAIN";NA;"niche_fitness"
2019;4;"E6";"PAIN";4,04354079026975;"niche_fitness"
2015;5;"E6";"PAIN";5,08734689658377;"niche_fitness"
2016;5;"E6";"PAIN";NA;"niche_fitness"
2017;5;"E6";"PAIN";3,22247079283741;"niche_fitness"
2018;5;"E6";"PAIN";NA;"niche_fitness"
2019;5;"E6";"PAIN";8,05024652294431;"niche_fitness"
2015;6;"E6";"PAIN";10,2897879097128;"niche_fitness"
2016;6;"E6";"PAIN";NA;"niche_fitness"
2017;6;"E6";"PAIN";NA;"niche_fitness"
2018;6;"E6";"PAIN";NA;"niche_fitness"
2019;6;"E6";"PAIN";2,05789143896606;"niche_fitness"
2015;7;"E6";"PAIN";NA;"niche_fitness"
2016;7;"E6";"PAIN";NA;"niche_fitness"
2017;7;"E6";"PAIN";NA;"niche_fitness"
2018;7;"E6";"PAIN";NA;"niche_fitness"
2019;7;"E6";"PAIN";NA;"niche_fitness"
2015;8;"E6";"PAIN";NA;"niche_fitness"
2016;8;"E6";"PAIN";NA;"niche_fitness"
2017;8;"E6";"PAIN";NA;"niche_fitness"
2018;8;"E6";"PAIN";NA;"niche_fitness"
2019;8;"E6";"PAIN";NA;"niche_fitness"
2015;9;"E6";"PAIN";NA;"niche_fitness"
2016;9;"E6";"PAIN";NA;"niche_fitness"
2017;9;"E6";"PAIN";NA;"niche_fitness"
2018;9;"E6";"PAIN";NA;"niche_fitness"
2019;9;"E6";"PAIN";NA;"niche_fitness"
2015;1;"F1";"PAIN";3,65065433473591;"niche_fitness"
2016;1;"F1";"PAIN";NA;"niche_fitness"
2017;1;"F1";"PAIN";14,0706728717157;"niche_fitness"
2018;1;"F1";"PAIN";NA;"niche_fitness"
2019;1;"F1";"PAIN";22,1121407356461;"niche_fitness"
2015;2;"F1";"PAIN";3,23095282541706;"niche_fitness"
2016;2;"F1";"PAIN";0,844552362395801;"niche_fitness"
2017;2;"F1";"PAIN";8,040415291984;"niche_fitness"
2018;2;"F1";"PAIN";NA;"niche_fitness"
2019;2;"F1";"PAIN";4,02209980135472;"niche_fitness"
2015;3;"F1";"PAIN";3,01699491099932;"niche_fitness"
2016;3;"F1";"PAIN";NA;"niche_fitness"
2017;3;"F1";"PAIN";10,0502802303099;"niche_fitness"
2018;3;"F1";"PAIN";NA;"niche_fitness"
2019;3;"F1";"PAIN";36,1832026017698;"niche_fitness"
2015;4;"F1";"PAIN";9,1926331251981;"niche_fitness"
2016;4;"F1";"PAIN";NA;"niche_fitness"
2017;4;"F1";"PAIN";NA;"niche_fitness"
2018;4;"F1";"PAIN";NA;"niche_fitness"
2019;4;"F1";"PAIN";NA;"niche_fitness"
2015;5;"F1";"PAIN";7,19780232451038;"niche_fitness"
2016;5;"F1";"PAIN";NA;"niche_fitness"
2017;5;"F1";"PAIN";2,82636994195293;"niche_fitness"
2018;5;"F1";"PAIN";NA;"niche_fitness"
2019;5;"F1";"PAIN";12,0662700705291;"niche_fitness"
2015;6;"F1";"PAIN";5,84730302003728;"niche_fitness"
2016;6;"F1";"PAIN";NA;"niche_fitness"
2017;6;"F1";"PAIN";1,68390761529788;"niche_fitness"
2018;6;"F1";"PAIN";NA;"niche_fitness"
2019;6;"F1";"PAIN";24,1237428658035;"niche_fitness"
2015;7;"F1";"PAIN";NA;"niche_fitness"
2016;7;"F1";"PAIN";NA;"niche_fitness"
2017;7;"F1";"PAIN";NA;"niche_fitness"
2018;7;"F1";"PAIN";NA;"niche_fitness"
2019;7;"F1";"PAIN";NA;"niche_fitness"
2015;8;"F1";"PAIN";NA;"niche_fitness"
2016;8;"F1";"PAIN";NA;"niche_fitness"
2017;8;"F1";"PAIN";NA;"niche_fitness"
2018;8;"F1";"PAIN";NA;"niche_fitness"
2019;8;"F1";"PAIN";1,24637796117008;"niche_fitness"
2015;9;"F1";"PAIN";NA;"niche_fitness"
2016;9;"F1";"PAIN";NA;"niche_fitness"
2017;9;"F1";"PAIN";NA;"niche_fitness"
2018;9;"F1";"PAIN";NA;"niche_fitness"
2019;9;"F1";"PAIN";NA;"niche_fitness"
2015;1;"F2";"PAIN";3,23322249564145;"niche_fitness"
2016;1;"F2";"PAIN";NA;"niche_fitness"
2017;1;"F2";"PAIN";18,0904421684631;"niche_fitness"
2018;1;"F2";"PAIN";NA;"niche_fitness"
2019;1;"F2";"PAIN";24,1238969946538;"niche_fitness"
2015;2;"F2";"PAIN";2,42433006610179;"niche_fitness"
2016;2;"F2";"PAIN";NA;"niche_fitness"
2017;2;"F2";"PAIN";12,0602750004114;"niche_fitness"
2018;2;"F2";"PAIN";NA;"niche_fitness"
2019;2;"F2";"PAIN";4,02643841523713;"niche_fitness"
2015;3;"F2";"PAIN";4,22745218557605;"niche_fitness"
2016;3;"F2";"PAIN";NA;"niche_fitness"
2017;3;"F2";"PAIN";16,0800725091327;"niche_fitness"
2018;3;"F2";"PAIN";0,485520770272306;"niche_fitness"
2019;3;"F2";"PAIN";36,1825872713834;"niche_fitness"
2015;4;"F2";"PAIN";11,4514716984675;"niche_fitness"
2016;4;"F2";"PAIN";NA;"niche_fitness"
2017;4;"F2";"PAIN";NA;"niche_fitness"
2018;4;"F2";"PAIN";NA;"niche_fitness"
2019;4;"F2";"PAIN";4,09426897038029;"niche_fitness"
2015;5;"F2";"PAIN";8,02772884377205;"niche_fitness"
2016;5;"F2";"PAIN";NA;"niche_fitness"
2017;5;"F2";"PAIN";1,62111479770145;"niche_fitness"
2018;5;"F2";"PAIN";NA;"niche_fitness"
2019;5;"F2";"PAIN";12,0635395114372;"niche_fitness"
2015;6;"F2";"PAIN";6,68450066718292;"niche_fitness"
2016;6;"F2";"PAIN";NA;"niche_fitness"
2017;6;"F2";"PAIN";NA;"niche_fitness"
2018;6;"F2";"PAIN";NA;"niche_fitness"
2019;6;"F2";"PAIN";16,0879811082392;"niche_fitness"
2015;7;"F2";"PAIN";NA;"niche_fitness"
2016;7;"F2";"PAIN";NA;"niche_fitness"
2017;7;"F2";"PAIN";NA;"niche_fitness"
2018;7;"F2";"PAIN";NA;"niche_fitness"
2019;7;"F2";"PAIN";NA;"niche_fitness"
2015;8;"F2";"PAIN";NA;"niche_fitness"
2016;8;"F2";"PAIN";NA;"niche_fitness"
2017;8;"F2";"PAIN";NA;"niche_fitness"
2018;8;"F2";"PAIN";NA;"niche_fitness"
2019;8;"F2";"PAIN";NA;"niche_fitness"
2015;9;"F2";"PAIN";NA;"niche_fitness"
2016;9;"F2";"PAIN";NA;"niche_fitness"
2017;9;"F2";"PAIN";NA;"niche_fitness"
2018;9;"F2";"PAIN";NA;"niche_fitness"
2019;9;"F2";"PAIN";NA;"niche_fitness"
2015;1;"F3";"PAIN";4,83234188744834;"niche_fitness"
2016;1;"F3";"PAIN";NA;"niche_fitness"
2017;1;"F3";"PAIN";28,1403118417945;"niche_fitness"
2018;1;"F3";"PAIN";NA;"niche_fitness"
2019;1;"F3";"PAIN";20,1044510200267;"niche_fitness"
2015;2;"F3";"PAIN";2,87384708463568;"niche_fitness"
2016;2;"F3";"PAIN";NA;"niche_fitness"
2017;2;"F3";"PAIN";8,04335857635578;"niche_fitness"
2018;2;"F3";"PAIN";NA;"niche_fitness"
2019;2;"F3";"PAIN";16,0814428251116;"niche_fitness"
2015;3;"F3";"PAIN";3,92089435876946;"niche_fitness"
2016;3;"F3";"PAIN";NA;"niche_fitness"
2017;3;"F3";"PAIN";12,0602372520951;"niche_fitness"
2018;3;"F3";"PAIN";NA;"niche_fitness"
2019;3;"F3";"PAIN";36,1829532464073;"niche_fitness"
2015;4;"F3";"PAIN";10,0799395019464;"niche_fitness"
2016;4;"F3";"PAIN";NA;"niche_fitness"
2017;4;"F3";"PAIN";1,28020299960077;"niche_fitness"
2018;4;"F3";"PAIN";NA;"niche_fitness"
2019;4;"F3";"PAIN";6,05588790913502;"niche_fitness"
2015;5;"F3";"PAIN";7,01549849298917;"niche_fitness"
2016;5;"F3";"PAIN";NA;"niche_fitness"
2017;5;"F3";"PAIN";7,23917649961441;"niche_fitness"
2018;5;"F3";"PAIN";NA;"niche_fitness"
2019;5;"F3";"PAIN";24,1233359455555;"niche_fitness"
2015;6;"F3";"PAIN";7,37447255594743;"niche_fitness"
2016;6;"F3";"PAIN";NA;"niche_fitness"
2017;6;"F3";"PAIN";1,23786196289892;"niche_fitness"
2018;6;"F3";"PAIN";NA;"niche_fitness"
2019;6;"F3";"PAIN";12,0698508545872;"niche_fitness"
2015;7;"F3";"PAIN";NA;"niche_fitness"
2016;7;"F3";"PAIN";NA;"niche_fitness"
2017;7;"F3";"PAIN";NA;"niche_fitness"
2018;7;"F3";"PAIN";NA;"niche_fitness"
2019;7;"F3";"PAIN";NA;"niche_fitness"
2015;8;"F3";"PAIN";NA;"niche_fitness"
2016;8;"F3";"PAIN";NA;"niche_fitness"
2017;8;"F3";"PAIN";NA;"niche_fitness"
2018;8;"F3";"PAIN";NA;"niche_fitness"
2019;8;"F3";"PAIN";1,70027984663636;"niche_fitness"
2015;9;"F3";"PAIN";NA;"niche_fitness"
2016;9;"F3";"PAIN";NA;"niche_fitness"
2017;9;"F3";"PAIN";NA;"niche_fitness"
2018;9;"F3";"PAIN";NA;"niche_fitness"
2019;9;"F3";"PAIN";NA;"niche_fitness"
2015;1;"F4";"PAIN";2,82436534906383;"niche_fitness"
2016;1;"F4";"PAIN";NA;"niche_fitness"
2017;1;"F4";"PAIN";16,0805193057635;"niche_fitness"
2018;1;"F4";"PAIN";NA;"niche_fitness"
2019;1;"F4";"PAIN";8,04138449396143;"niche_fitness"
2015;2;"F4";"PAIN";4,82763856254391;"niche_fitness"
2016;2;"F4";"PAIN";NA;"niche_fitness"
2017;2;"F4";"PAIN";NA;"niche_fitness"
2018;2;"F4";"PAIN";NA;"niche_fitness"
2019;2;"F4";"PAIN";12,0663352140798;"niche_fitness"
2015;3;"F4";"PAIN";3,54379935564819;"niche_fitness"
2016;3;"F4";"PAIN";NA;"niche_fitness"
2017;3;"F4";"PAIN";10,0502804858725;"niche_fitness"
2018;3;"F4";"PAIN";0,836427678111837;"niche_fitness"
2019;3;"F4";"PAIN";32,1626091172733;"niche_fitness"
2015;4;"F4";"PAIN";6,07154146717299;"niche_fitness"
2016;4;"F4";"PAIN";NA;"niche_fitness"
2017;4;"F4";"PAIN";2,01050425394413;"niche_fitness"
2018;4;"F4";"PAIN";NA;"niche_fitness"
