"year";"plot";"sp";"rel.abund";"sp.rank";"SAD.model"
2015;3;"PUPA";0,00918580375782881;10;"observed"
2015;3;"MEPO";0,0045929018789144;11;"observed"
2015;3;"MEEL";0,000417536534446764;12;"observed"
2015;4;"HOMA";0,242023474954538;1;"observed"
2015;4;"CHFU";0,149115556290296;2;"observed"
2015;4;"CHMI";0,145809224665234;3;"observed"
2015;4;"POMA";0,0935691849892544;4;"observed"
2015;4;"SCLA";0,0833195569515622;5;"observed"
2015;4;"PLCO";0,0743924615638949;6;"observed"
2015;4;"SASO";0,0522400396759795;7;"observed"
2015;4;"LEMA";0,0444701603570838;8;"observed"
2015;4;"PAIN";0,0333939494131261;9;"observed"
2015;4;"MEEL";0,018184823937841;10;"observed"
2015;4;"CETE";0,0135559596627542;11;"observed"
2015;4;"LYTR";0,0135559596627542;12;"observed"
2015;4;"POMO";0,00727392957513639;13;"observed"
2015;4;"COSQ";0,00628203008761779;14;"observed"
2015;4;"BEMA";0,00578608034385849;15;"observed"
2015;4;"MEPO";0,00529013060009919;16;"observed"
2015;4;"MESU";0,00446354769383369;17;"observed"
2015;4;"SPRU";0,00363696478756819;18;"observed"
2015;4;"PUPA";0,00281038188130269;19;"observed"
2015;4;"SUSP";0,000495949743759299;20;"observed"
2015;4;"SOAS";0,000330633162506199;21;"observed"
2015;5;"HOMA";0,477643953143046;1;"observed"
2015;5;"CHFU";0,17851839630424;2;"observed"
2015;5;"PLCO";0,0679755815871968;3;"observed"
2015;5;"SASO";0,049661771984821;4;"observed"
2015;5;"SCLA";0,0417422867513612;5;"observed"
2015;5;"CETE";0,039432436891602;6;"observed"
2015;5;"LEMA";0,0382775119617225;7;"observed"
2015;5;"POMA";0,0338228015179013;8;"observed"
2015;5;"PAIN";0,0313479623824451;9;"observed"
2015;5;"MEEL";0,0174888632238904;10;"observed"
2015;5;"MESU";0,0089094208876423;11;"observed"
2015;5;"SPRU";0,00395974261672991;12;"observed"
2015;5;"PUPA";0,00362976406533575;13;"observed"
2015;5;"POMO";0,00329978551394159;14;"observed"
2015;5;"BEMA";0,00296980696254743;15;"observed"
2015;5;"SOAS";0,00131991420557664;16;"observed"
2015;6;"PLCO";0,440755783153805;1;"observed"
2015;6;"CHFU";0,34769556772029;2;"observed"
2015;6;"POMA";0,0702807699099417;3;"observed"
2015;6;"SASO";0,0545647183471658;4;"observed"
2015;6;"PAIN";0,0369062334451704;5;"observed"
2015;6;"LEMA";0,0151862970157161;6;"observed"
2015;6;"SPRU";0,0127141091294367;7;"observed"
2015;6;"MEEL";0,011478015186297;8;"observed"
2015;6;"BEMA";0,00512096062157867;9;"observed"
2015;6;"SCLA";0,00176584849019954;10;"observed"
2015;6;"MESU";0,00123609394313968;11;"observed"
2015;6;"SUSP";0,00088292424509977;12;"observed"
2015;6;"CETE";0,000529754547059862;13;"observed"
2015;6;"POMO";0,000529754547059862;14;"observed"
2015;6;"PUPA";0,000176584849019954;15;"observed"
2015;6;"SOAS";0,000176584849019954;16;"observed"
2015;7;"SASO";0,647140864714086;1;"observed"
2015;7;"LYTR";0,256345885634589;2;"observed"
2015;7;"POMA";0,0412831241283124;3;"observed"
2015;7;"RAPE";0,0393305439330544;4;"observed"
2015;7;"HOMA";0,00669456066945607;5;"observed"
2015;7;"FRPU";0,00446304044630404;6;"observed"
2015;7;"SUSP";0,00278940027894003;7;"observed"
2015;7;"COSQ";0,00111576011157601;8;"observed"
2015;7;"POMO";0,000557880055788006;9;"observed"
2015;7;"SPRU";0,000278940027894003;10;"observed"
2015;8;"SASO";0,780376207422471;1;"observed"
2015;8;"LYTR";0,108286731062532;2;"observed"
2015;8;"POMA";0,0462633451957295;3;"observed"
2015;8;"RAPE";0,0208439247585155;4;"observed"
2015;8;"SUSP";0,0152516522623284;5;"observed"
2015;8;"HOMA";0,0137264870360956;6;"observed"
2015;8;"CHFU";0,00610066090493137;7;"observed"
2015;8;"FRPU";0,00355871886120996;8;"observed"
2015;8;"COSQ";0,00305033045246568;9;"observed"
2015;8;"SPRU";0,0025419420437214;10;"observed"
2015;9;"SASO";0,865303983228512;1;"observed"
2015;9;"LYTR";0,0560796645702306;2;"observed"
2015;9;"POMA";0,0387840670859539;3;"observed"
2015;9;"RAPE";0,0188679245283019;4;"observed"
2015;9;"SUSP";0,00628930817610063;5;"observed"
2015;9;"SPRU";0,00524109014675052;6;"observed"
2015;9;"HOMA";0,00419287211740042;7;"observed"
2015;9;"COSQ";0,00314465408805031;8;"observed"
2015;9;"FRPU";0,00209643605870021;9;"observed"
2016;1;"HOMA";0,495071542130366;1;"observed"
2016;1;"LEMA";0,338632750397456;2;"observed"
2016;1;"CHFU";0,111923688394277;3;"observed"
2016;1;"BEMA";0,0232114467408585;4;"observed"
2016;1;"SASO";0,0120826709062003;5;"observed"
2016;1;"MESU";0,0041335453100159;6;"observed"
2016;1;"PLCO";0,0041335453100159;7;"observed"
2016;1;"CETE";0,00349761526232114;8;"observed"
2016;1;"PAIN";0,00349761526232114;9;"observed"
2016;1;"SCLA";0,00349761526232114;10;"observed"
2016;1;"MEPO";0,000317965023847377;11;"observed"
2016;2;"HOMA";0,704410256410256;1;"observed"
2016;2;"LEMA";0,176410256410256;2;"observed"
2016;2;"CHFU";0,0592820512820513;3;"observed"
2016;2;"BEMA";0,0182564102564103;4;"observed"
2016;2;"PLCO";0,0145641025641026;5;"observed"
2016;2;"SCLA";0,0114871794871795;6;"observed"
2016;2;"MESU";0,0104615384615385;7;"observed"
2016;2;"CETE";0,00184615384615385;8;"observed"
2016;2;"PAIN";0,00184615384615385;9;"observed"
2016;2;"CHMI";0,00102564102564103;10;"observed"
2016;2;"SASO";0,00041025641025641;11;"observed"
2016;3;"HOMA";0,502364574376612;1;"observed"
2016;3;"CHFU";0,27944969905417;2;"observed"
2016;3;"LEMA";0,155417024935512;3;"observed"
2016;3;"PLCO";0,0255803955288048;4;"observed"
2016;3;"BEMA";0,0206362854686157;5;"observed"
2016;3;"SCLA";0,00494411006018917;6;"observed"
2016;3;"MESU";0,00408426483233018;7;"observed"
2016;3;"COSQ";0,00257953568357696;8;"observed"
2016;3;"CHMI";0,00214961306964746;9;"observed"
2016;3;"PAIN";0,00193465176268272;10;"observed"
2016;3;"CETE";0,000429922613929493;11;"observed"
2016;3;"MEPO";0,000429922613929493;12;"observed"
2016;4;"HOMA";0,472353545734841;1;"observed"
2016;4;"CHMI";0,183761562178828;2;"observed"
2016;4;"CHFU";0,17841726618705;3;"observed"
2016;4;"LEMA";0,0813977389516958;4;"observed"
2016;4;"MEEL";0,0195272353545735;5;"observed"
2016;4;"BEMA";0,0139773895169579;6;"observed"
2016;4;"MESU";0,00945529290853032;7;"observed"
2016;4;"PLCO";0,00945529290853032;8;"observed"
2016;4;"LYTR";0,00842754367934224;9;"observed"
2016;4;"SCLA";0,00822199383350463;10;"observed"
2016;4;"COSQ";0,00637204522096608;11;"observed"
2016;4;"SASO";0,00513874614594039;12;"observed"
2016;4;"CETE";0,00143884892086331;13;"observed"
2016;4;"PAIN";0,00102774922918808;14;"observed"
2016;4;"SPRU";0,00102774922918808;15;"observed"
2016;5;"HOMA";0,644800483675937;1;"observed"
2016;5;"CHFU";0,295949214026602;2;"observed"
2016;5;"LEMA";0,032950423216445;3;"observed"
2016;5;"MESU";0,00967351874244256;4;"observed"
2016;5;"BEMA";0,00725513905683192;5;"observed"
2016;5;"MEEL";0,00423216444981862;6;"observed"
2016;5;"CETE";0,00120918984280532;7;"observed"
2016;5;"SCLA";0,00120918984280532;8;"observed"
2016;5;"LYTR";0,00090689238210399;9;"observed"
2016;5;"PLCO";0,00090689238210399;10;"observed"
2016;5;"MEPO";0,00060459492140266;11;"observed"
2016;5;"SPRU";0,00030229746070133;12;"observed"
2016;6;"CHFU";0,498782138024357;1;"observed"
2016;6;"HOMA";0,293098782138024;2;"observed"
2016;6;"LEMA";0,0682002706359946;3;"observed"
2016;6;"PLCO";0,0549391069012179;4;"observed"
2016;6;"SASO";0,022192151556157;5;"observed"
2016;6;"BEMA";0,0178619756427605;6;"observed"
2016;6;"LYTR";0,0159675236806495;7;"observed"
2016;6;"SCLA";0,0124492557510149;8;"observed"
2016;6;"MEEL";0,00703653585926928;9;"observed"
2016;6;"SPRU";0,00351826792963464;10;"observed"
2016;6;"MESU";0,00216508795669824;11;"observed"
2016;6;"PAIN";0,00216508795669824;12;"observed"
2016;6;"SOAS";0,00081190798376184;13;"observed"
2016;6;"FRPU";0,00054127198917456;14;"observed"
2016;6;"CETE";0,00027063599458728;15;"observed"
2016;7;"BEMA";0,219336219336219;1;"observed"
2016;7;"LYTR";0,215007215007215;2;"observed"
2016;7;"SASO";0,172438672438672;3;"observed"
2016;7;"POMA";0,12987012987013;4;"observed"
2016;7;"PUPA";0,0670995670995671;5;"observed"
2016;7;"CHFU";0,0613275613275613;6;"observed"
2016;7;"HOMA";0,0461760461760462;7;"observed"
2016;7;"MESU";0,0324675324675325;8;"observed"
2016;7;"LEMA";0,0187590187590188;9;"observed"
2016;7;"SOAS";0,0137085137085137;10;"observed"
2016;7;"SCLA";0,0101010101010101;11;"observed"
2016;7;"PAIN";0,00360750360750361;12;"observed"
2016;7;"COSQ";0,00216450216450216;13;"observed"
2016;7;"FRPU";0,00216450216450216;14;"observed"
2016;7;"POMO";0,00216450216450216;15;"observed"
2016;7;"CETE";0,00144300144300144;16;"observed"
2016;7;"SPRU";0,00144300144300144;17;"observed"
2016;7;"MEPO";0,000721500721500722;18;"observed"
2016;8;"POMA";0,24442538593482;1;"observed"
2016;8;"BEMA";0,169811320754717;2;"observed"
2016;8;"HOMA";0,13893653516295;3;"observed"
2016;8;"MESU";0,102058319039451;4;"observed"
2016;8;"PUPA";0,0926243567753002;5;"observed"
2016;8;"CHFU";0,0737564322469983;6;"observed"
2016;8;"SASO";0,0643224699828473;7;"observed"
2016;8;"LYTR";0,0420240137221269;8;"observed"
2016;8;"COSQ";0,023156089193825;9;"observed"
2016;8;"FRPU";0,0214408233276158;10;"observed"
2016;8;"PAIN";0,0128644939965695;11;"observed"
2016;8;"MEPO";0,00686106346483705;12;"observed"
2016;8;"SOAS";0,00257289879931389;13;"observed"
2016;8;"SCLA";0,00171526586620926;14;"observed"
2016;8;"LEMA";0,000857632933104631;15;"observed"
2016;8;"PLCO";0,000857632933104631;16;"observed"
2016;8;"POMO";0,000857632933104631;17;"observed"
2016;8;"SPRU";0,000857632933104631;18;"observed"
2016;9;"BEMA";0,294896030245747;1;"observed"
2016;9;"POMA";0,23062381852552;2;"observed"
2016;9;"HOMA";0,0860113421550095;3;"observed"
2016;9;"MESU";0,0765595463137996;4;"observed"
2016;9;"SPRU";0,0765595463137996;5;"observed"
2016;9;"PLCO";0,0586011342155009;6;"observed"
2016;9;"SCLA";0,0283553875236295;7;"observed"
2016;9;"SASO";0,0274102079395085;8;"observed"
2016;9;"SUSP";0,0245746691871456;9;"observed"
2016;9;"LYTR";0,0226843100189036;10;"observed"
2016;9;"POMO";0,0207939508506616;11;"observed"
2016;9;"LEMA";0,0151228733459357;12;"observed"
2016;9;"PAIN";0,0151228733459357;13;"observed"
2016;9;"SOAS";0,0151228733459357;14;"observed"
2016;9;"FRPU";0,00472589792060491;15;"observed"
2016;9;"MEPO";0,00189035916824197;16;"observed"
2016;9;"CETE";0,000945179584120983;17;"observed"
2017;1;"HOMA";0,558867723328971;1;"observed"
2017;1;"LEMA";0,308952547137802;2;"observed"
2017;1;"PAIN";0,0528331152149678;3;"observed"
2017;1;"CHFU";0,0282584460278222;4;"observed"
2017;1;"POMA";0,0203092433716252;5;"observed"
2017;1;"PUPA";0,0122146284717173;6;"observed"
2017;1;"CETE";0,0104696815471863;7;"observed"
2017;1;"POMO";0,00324754010954389;8;"observed"
2017;1;"CHMI";0,00315059861373661;9;"observed"
2017;1;"SASO";0,00130871019339828;10;"observed"
2017;1;"BEMA";0,000242353739518201;11;"observed"
2017;1;"MESU";4,84707479036402e-05;12;"observed"
2017;1;"PLCO";4,84707479036402e-05;13;"observed"
2017;1;"SCLA";4,84707479036402e-05;14;"observed"
2017;2;"HOMA";0,634920634920635;1;"observed"
2017;2;"LEMA";0,23005148005148;2;"observed"
2017;2;"PUPA";0,0370549120549121;3;"observed"
2017;2;"PAIN";0,037001287001287;4;"observed"
2017;2;"CETE";0,026008151008151;5;"observed"
2017;2;"POMA";0,0202702702702703;6;"observed"
2017;2;"CHFU";0,00707850707850708;7;"observed"
2017;2;"SCLA";0,00284212784212784;8;"observed"
2017;2;"MESU";0,00176962676962677;9;"observed"
2017;2;"SASO";0,00155512655512656;10;"observed"
2017;2;"CHMI";0,00058987558987559;11;"observed"
2017;2;"BEMA";0,000482625482625483;12;"observed"
2017;2;"POMO";0,000268125268125268;13;"observed"
2017;2;"MEEL";0,000107250107250107;14;"observed"
2017;3;"LEMA";0,389343782898585;1;"observed"
2017;3;"HOMA";0,335126915428705;2;"observed"
2017;3;"CHFU";0,0848052403789917;3;"observed"
2017;3;"POMA";0,0456778570593052;4;"observed"
2017;3;"SASO";0,040706515381916;5;"observed"
2017;3;"PUPA";0,0392443560650368;6;"observed"
2017;3;"PAIN";0,0288337817288572;7;"observed"
2017;3;"CETE";0,0146800795414668;8;"observed"
2017;3;"PLCO";0,00994268335477834;9;"observed"
2017;3;"CHMI";0,007720201193122;10;"observed"
2017;3;"SCLA";0,00181307755293017;11;"observed"
2017;3;"BEMA";0,00111124108082817;12;"observed"
2017;3;"POMO";0,0008772955901275;13;"observed"
2017;3;"MESU";0,000116972745350333;14;"observed"
2017;4;"HOMA";0,765601721569277;1;"observed"
2017;4;"POMA";0,0906306902830657;2;"observed"
2017;4;"LEMA";0,0865750703525906;3;"observed"
2017;4;"PLCO";0,0267339844396623;4;"observed"
2017;4;"PUPA";0,0144843568945539;5;"observed"
2017;4;"PAIN";0,00761463333885118;6;"observed"
2017;4;"SPRU";0,00322794239364344;7;"observed"
2017;4;"CHFU";0,00281410362522761;8;"observed"
2017;4;"SASO";0,00148981956629697;9;"observed"
2017;4;"LYTR";0,00066214202946532;10;"observed"
2017;4;"POMO";0,00016553550736633;11;"observed"
2017;5;"HOMA";0,66238038277512;1;"observed"
2017;5;"LEMA";0,196695574162679;2;"observed"
2017;5;"POMA";0,0739383971291866;3;"observed"
2017;5;"SASO";0,01876495215311;4;"observed"
2017;5;"PAIN";0,0186154306220096;5;"observed"
2017;5;"PUPA";0,00814892344497608;6;"observed"
2017;5;"CETE";0,00784988038277512;7;"observed"
2017;5;"CHFU";0,00770035885167464;8;"observed"
2017;5;"PLCO";0,00463516746411483;9;"observed"
2017;5;"SPRU";0,00104665071770335;10;"observed"
2017;5;"BEMA";0,000149521531100478;11;"observed"
2017;5;"LYTR";7,47607655502392e-05;12;"observed"
2017;6;"HOMA";0,553462764416111;1;"observed"
2017;6;"PLCO";0,180720564087704;2;"observed"
2017;6;"POMA";0,134646962233169;3;"observed"
2017;6;"LEMA";0,0636530474258669;4;"observed"
2017;6;"SASO";0,0159374094465372;5;"observed"
2017;6;"CHFU";0,0139090118806143;6;"observed"
2017;6;"PAIN";0,0138124215203323;7;"observed"
2017;6;"LYTR";0,0120737950352555;8;"observed"
2017;6;"SPRU";0,00531246981551241;9;"observed"
2017;6;"PUPA";0,00463633729353811;10;"observed"
2017;6;"RAPE";0,00183521684535883;11;"observed"
2017;7;"HOMA";0,552874743326489;1;"observed"
2017;7;"LYTR";0,203798767967146;2;"observed"
2017;7;"SASO";0,106776180698152;3;"observed"
2017;7;"PAIN";0,0616016427104723;4;"observed"
2017;7;"CHFU";0,0436344969199179;5;"observed"
2017;7;"RAPE";0,0164271047227926;6;"observed"
2017;7;"BEMA";0,0148870636550308;7;"observed"
2017;8;"PUPA";0,522191780821918;1;"observed"
2017;8;"HOMA";0,135342465753425;2;"observed"
2017;8;"SASO";0,128767123287671;3;"observed"
2017;8;"LYTR";0,0794520547945206;4;"observed"
2017;8;"PAIN";0,0564383561643836;5;"observed"
2017;8;"CHFU";0,0482191780821918;6;"observed"
2017;8;"POMA";0,0158904109589041;7;"observed"
2017;8;"BEMA";0,0136986301369863;8;"observed"
2017;9;"BEMA";1;1;"observed"
2018;1;"HOMA";0,864562276473332;1;"observed"
2018;1;"SASO";0,103716373814337;2;"observed"
2018;1;"LEMA";0,0151609392007464;3;"observed"
2018;1;"PUPA";0,0108847768620743;4;"observed"
2018;1;"CETE";0,00450940755714508;5;"observed"
2018;1;"POMA";0,000932980873892085;6;"observed"
2018;1;"PAIN";0,000155496812315348;7;"observed"
2018;1;"BEMA";7,77484061576738e-05;8;"observed"
2018;2;"HOMA";0,93461329469299;1;"observed"
2018;2;"CETE";0,0202861800398479;2;"observed"
2018;2;"SASO";0,0200144901285999;3;"observed"
2018;2;"PUPA";0,0159391414598805;4;"observed"
2018;2;"LEMA";0,00416591197246876;5;"observed"
2018;2;"POMA";0,00289802571997826;6;"observed"
2018;2;"BEMA";0,000815069733743887;7;"observed"
2018;2;"PAIN";0,000815069733743887;8;"observed"
2018;2;"MESU";9,05633037493208e-05;9;"observed"
2018;2;"PLCO";9,05633037493208e-05;10;"observed"
2018;2;"POMO";9,05633037493208e-05;11;"observed"
2018;2;"SCLA";9,05633037493208e-05;12;"observed"
2018;2;"SOAS";9,05633037493208e-05;13;"observed"
2018;3;"HOMA";0,832614322691976;1;"observed"
2018;3;"LEMA";0,0494391716997412;2;"observed"
2018;3;"SASO";0,0415012942191544;3;"observed"
2018;3;"PUPA";0,0312338222605695;4;"observed"
2018;3;"POMA";0,0223468507333909;5;"observed"
2018;3;"CETE";0,0207075064710958;6;"observed"
2018;3;"PAIN";0,00138050043140638;7;"observed"
2018;3;"BEMA";0,000603968938740293;8;"observed"
2018;3;"CHMI";0,000172562553925798;9;"observed"
2018;4;"HOMA";0,933409004918653;1;"observed"
2018;4;"SASO";0,0559969731365872;2;"observed"
2018;4;"PUPA";0,00718880060537268;3;"observed"
2018;4;"LYTR";0,00113507377979569;4;"observed"
2018;4;"POMA";0,00113507377979569;5;"observed"
2018;4;"BEMA";0,000378357926598562;6;"observed"
2018;4;"PAIN";0,000378357926598562;7;"observed"
2018;4;"SUSP";0,000378357926598562;8;"observed"
2018;5;"HOMA";0,913217391304348;1;"observed"
2018;5;"SASO";0,0782608695652174;2;"observed"
2018;5;"PUPA";0,00695652173913044;3;"observed"
2018;5;"POMA";0,00121739130434783;4;"observed"
2018;5;"BEMA";0,000347826086956522;5;"observed"
2018;6;"HOMA";0,965187858204203;1;"observed"
2018;6;"SASO";0,0322649119082997;2;"observed"
2018;6;"PUPA";0,00191042241562301;3;"observed"
2018;6;"POMA";0,000424538314582891;4;"observed"
2018;6;"PAIN";0,000212269157291446;5;"observed"
2018;7;"SASO";1;1;"observed"
2019;1;"HOMA";0,830128630155152;1;"observed"
2019;1;"PAIN";0,0911682800689564;2;"observed"
2019;1;"LEMA";0,0613976926137117;3;"observed"
2019;1;"CHFU";0,0127304071078106;4;"observed"
2019;1;"MESU";0,00404455642487734;5;"observed"
2019;1;"SASO";0,000265216814746055;6;"observed"
2019;1;"MEEL";0,000132608407373027;7;"observed"
2019;1;"POMA";0,000132608407373027;8;"observed"
2019;2;"HOMA";0,725545834318594;1;"observed"
2019;2;"PAIN";0,119413572948688;2;"observed"
2019;2;"LEMA";0,0684164893197761;3;"observed"
2019;2;"MESU";0,0658942224324111;4;"observed"
2019;2;"CHFU";0,0103255300701505;5;"observed"
2019;2;"SASO";0,0029163710885158;6;"observed"
2019;2;"BEMA";0,00236462520690471;7;"observed"
2019;2;"CETE";0,00212816268621424;8;"observed"
2019;2;"POMA";0,00118231260345235;9;"observed"
2019;2;"CHMI";0,000630566721841255;10;"observed"
2019;2;"PUPA";0,000551745881611098;11;"observed"
2019;2;"RAPE";0,000315283360920627;12;"observed"
2019;2;"MEEL";0,000157641680460314;13;"observed"
2019;2;"SCLA";7,88208402301568e-05;14;"observed"
2019;2;"SOAS";7,88208402301568e-05;15;"observed"
2019;3;"HOMA";0,828356635986791;1;"observed"
2019;3;"PAIN";0,121759291786693;2;"observed"
2019;3;"LEMA";0,0378697393381578;3;"observed"
2019;3;"CHFU";0,00723670343567765;4;"observed"
2019;3;"MESU";0,0023888147263402;5;"observed"
2019;3;"SASO";0,00203751844305487;6;"observed"
2019;3;"POMA";0,000281037026628258;7;"observed"
2019;3;"PUPA";7,02592566570646e-05;8;"observed"
2019;4;"HOMA";0,885787524921675;1;"observed"
2019;4;"PAIN";0,0328254058672743;2;"observed"
2019;4;"POMA";0,032398177157505;3;"observed"
2019;4;"LEMA";0,030190828823697;4;"observed"
2019;4;"CHFU";0,0152378239817716;5;"observed"
2019;4;"RAPE";0,000996866989461692;6;"observed"
2019;4;"BEMA";0,000854457419538593;7;"observed"
2019;4;"PLCO";0,000783252634577044;8;"observed"
2019;4;"MESU";0,000284819139846198;9;"observed"
2019;4;"CETE";0,000213614354884648;10;"observed"
2019;4;"SPRU";0,000213614354884648;11;"observed"
2019;4;"PUPA";0,000142409569923099;12;"observed"
2019;4;"SASO";7,12047849615494e-05;13;"observed"
2019;5;"HOMA";0,835652705179553;1;"observed"
2019;5;"PAIN";0,086891589165705;2;"observed"
2019;5;"LEMA";0,0391690991786029;3;"observed"
2019;5;"CHFU";0,0226732740479261;4;"observed"
2019;5;"POMA";0,0137125789152128;5;"observed"
2019;5;"SASO";0,000814608648428484;6;"observed"
2019;5;"RAPE";0,00067884054035707;7;"observed"
2019;5;"CETE";0,000135768108071414;8;"observed"
2019;5;"MEEL";0,000135768108071414;9;"observed"
2019;5;"SCLA";6,7884054035707e-05;10;"observed"
2019;5;"SOAS";6,7884054035707e-05;11;"observed"
2019;6;"HOMA";0,850174693430157;1;"observed"
2019;6;"PAIN";0,0599438240734397;2;"observed"
2019;6;"CHFU";0,039391655819689;3;"observed"
2019;6;"POMA";0,0300746728779886;4;"observed"
2019;6;"LEMA";0,0147290539151881;5;"observed"
2019;6;"PLCO";0,00493252038090018;6;"observed"
2019;6;"RAPE";0,000616565047612523;7;"observed"
2019;6;"CETE";6,85072275125026e-05;8;"observed"
2019;6;"SPRU";6,85072275125026e-05;9;"observed"
2019;7;"POMA";0,328527103486038;1;"observed"
2019;7;"RAPE";0,164628581858003;2;"observed"
2019;7;"BEMA";0,122467603577295;3;"observed"
2019;7;"SASO";0,0960029202409199;4;"observed"
2019;7;"SPRU";0,0731885380543895;5;"observed"
2019;7;"LEMA";0,0709983573644826;6;"observed"
2019;7;"CHFU";0,0443511589706151;7;"observed"
2019;7;"PAIN";0,0253695929914218;8;"observed"
2019;7;"CETE";0,0251870779339296;9;"observed"
2019;7;"PUPA";0,0251870779339296;10;"observed"
2019;7;"SOAS";0,0116809636795036;11;"observed"
2019;7;"MESU";0,00492790655229056;12;"observed"
2019;7;"HOMA";0,00292024091987589;13;"observed"
2019;7;"SCLA";0,00237269574739916;14;"observed"
2019;7;"POMO";0,00182515057492243;15;"observed"
2019;7;"CHMI";0,000182515057492243;16;"observed"
2019;7;"PLCO";0,000182515057492243;17;"observed"
2019;8;"POMA";0,462256809338521;1;"observed"
2019;8;"CHFU";0,148793774319066;2;"observed"
2019;8;"PUPA";0,0919844357976654;3;"observed"
2019;8;"CETE";0,0831128404669261;4;"observed"
2019;8;"RAPE";0,0638132295719844;5;"observed"
2019;8;"BEMA";0,0524513618677043;6;"observed"
2019;8;"SASO";0,027704280155642;7;"observed"
2019;8;"SPRU";0,022568093385214;8;"observed"
2019;8;"LEMA";0,0203891050583658;9;"observed"
2019;8;"PAIN";0,008715953307393;10;"observed"
2019;8;"MESU";0,00575875486381323;11;"observed"
2019;8;"PLCO";0,0046692607003891;12;"observed"
2019;8;"SOAS";0,00342412451361868;13;"observed"
2019;8;"HOMA";0,00311284046692607;14;"observed"
2019;8;"POMO";0,000933852140077821;15;"observed"
2019;8;"SCLA";0,000311284046692607;16;"observed"
2019;9;"POMA";0,302364511404059;1;"observed"
2019;9;"CHFU";0,259677756852898;2;"observed"
2019;9;"HOMA";0,253609541745135;3;"observed"
2019;9;"SOAS";0,0581711655157983;4;"observed"
2019;9;"POMO";0,0560786775476041;5;"observed"
2019;9;"LEMA";0,0236451140405943;6;"observed"
2019;9;"PAIN";0,0209248796819418;7;"observed"
2019;9;"MESU";0,0125549278091651;8;"observed"
2019;9;"SUSP";0,0108809374346098;9;"observed"
2019;9;"PLCO";0,000836995187277673;10;"observed"
2019;9;"SASO";0,000836995187277673;11;"observed"
2019;9;"BEMA";0,000418497593638837;12;"observed"
2015;1;"CETE";0,359363988926806;1;"increased.dispersal"
2015;1;"PUPA";0,167228317549171;2;"increased.dispersal"
2015;1;"LEMA";0,123461578118852;3;"increased.dispersal"
2015;1;"HOMA";0,0981223966257496;4;"increased.dispersal"
2015;1;"POMA";0,0699486035457485;5;"increased.dispersal"
2015;1;"PLCO";0,0650889831963394;6;"increased.dispersal"
2015;1;"SASO";0,0367960715507731;7;"increased.dispersal"
2015;1;"POMO";0,0295285035354043;8;"increased.dispersal"
2015;1;"SOAS";0,0174818388129135;9;"increased.dispersal"
2015;1;"BEMA";0,00881869507189176;10;"increased.dispersal"
2015;1;"PAIN";0,00858898502674174;11;"increased.dispersal"
2015;1;"MESU";0,00822412881428238;12;"increased.dispersal"
2015;1;"SCLA";0,00456146440016365;13;"increased.dispersal"
2015;1;"SPRU";0,00260068826402769;14;"increased.dispersal"
2015;1;"MEEL";0,000185756561135194;15;"increased.dispersal"
2015;2;"CETE";0,406375511354928;1;"increased.dispersal"
